audio_path,child_id,scene_id,label,source
/orcd/scratch/orcd/008/manaal/child-adult-diarization/synth_results/voice_converted/E2P5Q8S5A7/default_14_18mo_42_000297__a28709ff.wav,E2P5Q8S5A7,default_14_18mo_42_000297,1,knnvc_converted
/orcd/scratch/orcd/008/manaal/child-adult-diarization/synth_results/voice_converted/E2P5Q8S5A7/default_14_18mo_42_000129__c2b4e50b.wav,E2P5Q8S5A7,default_14_18mo_42_000129,1,knnvc_converted
/orcd/scratch/orcd/008/manaal/child-adult-diarization/synth_results/voice_converted/E2P5Q8S5A7/default_14_18mo_42_003253__4f0023c1.wav,E2P5Q8S5A7,default_14_18mo_42_003253,1,knnvc_converted
/orcd/scratch/orcd/008/manaal/child-adult-diarization/synth_results/voice_converted/E2P5Q8S5A7/default_14_18mo_42_001201__028de22d.wav,E2P5Q8S5A7,default_14_18mo_42_001201,1,knnvc_converted
/orcd/scratch/orcd/008/manaal/child-adult-diarization/synth_results/voice_converted/D4Y7P4G2V4/default_14_18mo_42_001584__9ab3128a.wav,D4Y7P4G2V4,default_14_18mo_42_001584,1,knnvc_converted
/orcd/scratch/orcd/008/manaal/child-adult-diarization/synth_results/voice_converted/D4Y7P4G2V4/default_14_18mo_42_001692__fb14aca2.wav,D4Y7P4G2V4,default_14_18mo_42_001692,1,knnvc_converted
/orcd/scratch/orcd/008/manaal/child-adult-diarization/synth_results/voice_converted/D4Y7P4G2V4/default_14_18mo_42_001311__d2657baa.wav,D4Y7P4G2V4,default_14_18mo_42_001311,1,knnvc_converted
/orcd/scratch/orcd/008/manaal/child-adult-diarization/synth_results/voice_converted/D4Y7P4G2V4/default_14_18mo_42_003478__6510983c.wav,D4Y7P4G2V4,default_14_18mo_42_003478,1,knnvc_converted
/orcd/scratch/orcd/008/manaal/child-adult-diarization/synth_results/voice_converted/D4Y7P4G2V4/default_14_18mo_42_003954__1b423cf7.wav,D4Y7P4G2V4,default_14_18mo_42_003954,1,knnvc_converted
/orcd/scratch/orcd/008/manaal/child-adult-diarization/synth_results/voice_converted/D4Y7P4G2V4/default_14_18mo_42_004714__d0e014b3.wav,D4Y7P4G2V4,default_14_18mo_42_004714,1,knnvc_converted
/orcd/scratch/orcd/008/manaal/child-adult-diarization/synth_results/voice_converted/D4Y7P4G2V4/default_14_18mo_42_004491__4d5f08c9.wav,D4Y7P4G2V4,default_14_18mo_42_004491,1,knnvc_converted
/orcd/scratch/orcd/008/manaal/child-adult-diarization/synth_results/voice_converted/D4Y7P4G2V4/default_14_18mo_42_001405__c345e7ce.wav,D4Y7P4G2V4,default_14_18mo_42_001405,1,knnvc_converted
/orcd/scratch/orcd/008/manaal/child-adult-diarization/synth_results/voice_converted/D4Y7P4G2V4/default_14_18mo_42_001991__89b9601d.wav,D4Y7P4G2V4,default_14_18mo_42_001991,1,knnvc_converted
/orcd/scratch/orcd/008/manaal/child-adult-diarization/synth_results/voice_converted/D4Y7P4G2V4/default_14_18mo_42_003417__5a879f24.wav,D4Y7P4G2V4,default_14_18mo_42_003417,1,knnvc_converted
/orcd/scratch/orcd/008/manaal/child-adult-diarization/synth_results/voice_converted/H7C3T0K5E5/default_14_18mo_42_004945__b2ad78a4.wav,H7C3T0K5E5,default_14_18mo_42_004945,1,knnvc_converted
/orcd/scratch/orcd/008/manaal/child-adult-diarization/synth_results/voice_converted/H7C3T0K5E5/default_14_18mo_42_004676__b4e7f1f1.wav,H7C3T0K5E5,default_14_18mo_42_004676,1,knnvc_converted
/orcd/scratch/orcd/008/manaal/child-adult-diarization/synth_results/voice_converted/H7C3T0K5E5/default_14_18mo_42_000757__89cb919c.wav,H7C3T0K5E5,default_14_18mo_42_000757,1,knnvc_converted
/orcd/scratch/orcd/008/manaal/child-adult-diarization/synth_results/voice_converted/H7C3T0K5E5/default_14_18mo_42_001659__5d7fd703.wav,H7C3T0K5E5,default_14_18mo_42_001659,1,knnvc_converted
/orcd/scratch/orcd/008/manaal/child-adult-diarization/synth_results/voice_converted/H7C3T0K5E5/default_14_18mo_42_002017__1c25f36c.wav,H7C3T0K5E5,default_14_18mo_42_002017,1,knnvc_converted
/orcd/scratch/orcd/008/manaal/child-adult-diarization/synth_results/voice_converted/H7C3T0K5E5/default_14_18mo_42_000441__9834e334.wav,H7C3T0K5E5,default_14_18mo_42_000441,1,knnvc_converted
/orcd/scratch/orcd/008/manaal/child-adult-diarization/synth_results/voice_converted/H7C3T0K5E5/default_14_18mo_42_000902__484584fd.wav,H7C3T0K5E5,default_14_18mo_42_000902,1,knnvc_converted
/orcd/scratch/orcd/008/manaal/child-adult-diarization/synth_results/voice_converted/H7C3T0K5E5/default_14_18mo_42_000822__e2697f6f.wav,H7C3T0K5E5,default_14_18mo_42_000822,1,knnvc_converted
/orcd/scratch/orcd/008/manaal/child-adult-diarization/synth_results/voice_converted/H7C3T0K5E5/default_14_18mo_42_004615__545a0967.wav,H7C3T0K5E5,default_14_18mo_42_004615,1,knnvc_converted
/orcd/scratch/orcd/008/manaal/child-adult-diarization/synth_results/voice_converted/H7C3T0K5E5/default_14_18mo_42_001976__60ff7c59.wav,H7C3T0K5E5,default_14_18mo_42_001976,1,knnvc_converted
/orcd/scratch/orcd/008/manaal/child-adult-diarization/synth_results/voice_converted/N3C7S2N8O0/default_14_18mo_42_000714__61040b39.wav,N3C7S2N8O0,default_14_18mo_42_000714,1,knnvc_converted
/orcd/scratch/orcd/008/manaal/child-adult-diarization/synth_results/voice_converted/N3C7S2N8O0/default_14_18mo_42_001981__62675f96.wav,N3C7S2N8O0,default_14_18mo_42_001981,1,knnvc_converted
/orcd/scratch/orcd/008/manaal/child-adult-diarization/synth_results/voice_converted/N3C7S2N8O0/default_14_18mo_42_003584__cea33687.wav,N3C7S2N8O0,default_14_18mo_42_003584,1,knnvc_converted
/orcd/scratch/orcd/008/manaal/child-adult-diarization/synth_results/voice_converted/N3C7S2N8O0/default_14_18mo_42_001718__3ff82334.wav,N3C7S2N8O0,default_14_18mo_42_001718,1,knnvc_converted
/orcd/scratch/orcd/008/manaal/child-adult-diarization/synth_results/voice_converted/N3C7S2N8O0/default_14_18mo_42_000833__04606a5d.wav,N3C7S2N8O0,default_14_18mo_42_000833,1,knnvc_converted
/orcd/scratch/orcd/008/manaal/child-adult-diarization/synth_results/voice_converted/N3C7S2N8O0/default_14_18mo_42_002181__f567c123.wav,N3C7S2N8O0,default_14_18mo_42_002181,1,knnvc_converted
/orcd/scratch/orcd/008/manaal/child-adult-diarization/synth_results/voice_converted/N3C7S2N8O0/default_14_18mo_42_000261__1322a8de.wav,N3C7S2N8O0,default_14_18mo_42_000261,1,knnvc_converted
/orcd/scratch/orcd/008/manaal/child-adult-diarization/synth_results/voice_converted/N3C7S2N8O0/default_14_18mo_42_002754__f3b6a5ca.wav,N3C7S2N8O0,default_14_18mo_42_002754,1,knnvc_converted
/orcd/scratch/orcd/008/manaal/child-adult-diarization/synth_results/voice_converted/N3C7S2N8O0/default_14_18mo_42_004911__8a58fad3.wav,N3C7S2N8O0,default_14_18mo_42_004911,1,knnvc_converted
/orcd/scratch/orcd/008/manaal/child-adult-diarization/synth_results/voice_converted/N3C7S2N8O0/default_14_18mo_42_000343__af868713.wav,N3C7S2N8O0,default_14_18mo_42_000343,1,knnvc_converted
/orcd/scratch/orcd/008/manaal/child-adult-diarization/synth_results/voice_converted/A4E8K1L5Y2/default_14_18mo_42_004016__8d45f843.wav,A4E8K1L5Y2,default_14_18mo_42_004016,1,knnvc_converted
/orcd/scratch/orcd/008/manaal/child-adult-diarization/synth_results/voice_converted/A4E8K1L5Y2/default_14_18mo_42_001530__2dd151cd.wav,A4E8K1L5Y2,default_14_18mo_42_001530,1,knnvc_converted
/orcd/scratch/orcd/008/manaal/child-adult-diarization/synth_results/voice_converted/A4E8K1L5Y2/default_14_18mo_42_003108__5ac18881.wav,A4E8K1L5Y2,default_14_18mo_42_003108,1,knnvc_converted
/orcd/scratch/orcd/008/manaal/child-adult-diarization/synth_results/voice_converted/A4E8K1L5Y2/default_14_18mo_42_003639__8e5dfb01.wav,A4E8K1L5Y2,default_14_18mo_42_003639,1,knnvc_converted
/orcd/scratch/orcd/008/manaal/child-adult-diarization/synth_results/voice_converted/A4E8K1L5Y2/default_14_18mo_42_002368__93e9c853.wav,A4E8K1L5Y2,default_14_18mo_42_002368,1,knnvc_converted
/orcd/scratch/orcd/008/manaal/child-adult-diarization/synth_results/voice_converted/A4E8K1L5Y2/default_14_18mo_42_002566__402a7672.wav,A4E8K1L5Y2,default_14_18mo_42_002566,1,knnvc_converted
/orcd/scratch/orcd/008/manaal/child-adult-diarization/synth_results/voice_converted/A4E8K1L5Y2/default_14_18mo_42_000543__f874d21c.wav,A4E8K1L5Y2,default_14_18mo_42_000543,1,knnvc_converted
/orcd/scratch/orcd/008/manaal/child-adult-diarization/synth_results/voice_converted/A4E8K1L5Y2/default_14_18mo_42_004542__d31e61ed.wav,A4E8K1L5Y2,default_14_18mo_42_004542,1,knnvc_converted
/orcd/scratch/orcd/008/manaal/child-adult-diarization/synth_results/voice_converted/A4E8K1L5Y2/default_14_18mo_42_001959__bd1e0144.wav,A4E8K1L5Y2,default_14_18mo_42_001959,1,knnvc_converted
/orcd/scratch/orcd/008/manaal/child-adult-diarization/synth_results/voice_converted/A4E8K1L5Y2/default_14_18mo_42_001678__742423b0.wav,A4E8K1L5Y2,default_14_18mo_42_001678,1,knnvc_converted
/orcd/scratch/orcd/008/manaal/child-adult-diarization/synth_results/voice_converted/T2H0J0N2Z5/default_14_18mo_42_001116__5fcf20f9.wav,T2H0J0N2Z5,default_14_18mo_42_001116,1,knnvc_converted
/orcd/scratch/orcd/008/manaal/child-adult-diarization/synth_results/voice_converted/T2H0J0N2Z5/default_14_18mo_42_003141__d85f3148.wav,T2H0J0N2Z5,default_14_18mo_42_003141,1,knnvc_converted
/orcd/scratch/orcd/008/manaal/child-adult-diarization/synth_results/voice_converted/T2H0J0N2Z5/default_14_18mo_42_004345__dd7cd001.wav,T2H0J0N2Z5,default_14_18mo_42_004345,1,knnvc_converted
/orcd/scratch/orcd/008/manaal/child-adult-diarization/synth_results/voice_converted/T2H0J0N2Z5/default_14_18mo_42_001008__94180de5.wav,T2H0J0N2Z5,default_14_18mo_42_001008,1,knnvc_converted
/orcd/scratch/orcd/008/manaal/child-adult-diarization/synth_results/voice_converted/T2H0J0N2Z5/default_14_18mo_42_002415__bedf6822.wav,T2H0J0N2Z5,default_14_18mo_42_002415,1,knnvc_converted
/orcd/scratch/orcd/008/manaal/child-adult-diarization/synth_results/voice_converted/T2H0J0N2Z5/default_14_18mo_42_000814__794e2d74.wav,T2H0J0N2Z5,default_14_18mo_42_000814,1,knnvc_converted
/orcd/scratch/orcd/008/manaal/child-adult-diarization/synth_results/voice_converted/T2H0J0N2Z5/default_14_18mo_42_001053__dd935eb9.wav,T2H0J0N2Z5,default_14_18mo_42_001053,1,knnvc_converted
/orcd/scratch/orcd/008/manaal/child-adult-diarization/synth_results/voice_converted/T2H0J0N2Z5/default_14_18mo_42_003534__4de67b1d.wav,T2H0J0N2Z5,default_14_18mo_42_003534,1,knnvc_converted
/orcd/scratch/orcd/008/manaal/child-adult-diarization/synth_results/voice_converted/T2H0J0N2Z5/default_14_18mo_42_000484__65813777.wav,T2H0J0N2Z5,default_14_18mo_42_000484,1,knnvc_converted
/orcd/scratch/orcd/008/manaal/child-adult-diarization/synth_results/voice_converted/T2H0J0N2Z5/default_14_18mo_42_000695__90113773.wav,T2H0J0N2Z5,default_14_18mo_42_000695,1,knnvc_converted
/orcd/scratch/orcd/008/manaal/child-adult-diarization/synth_results/voice_converted/D8O8B2C4X2/default_14_18mo_42_000135__d86efb37.wav,D8O8B2C4X2,default_14_18mo_42_000135,1,knnvc_converted
/orcd/scratch/orcd/008/manaal/child-adult-diarization/synth_results/voice_converted/D8O8B2C4X2/default_14_18mo_42_004526__1d07f3be.wav,D8O8B2C4X2,default_14_18mo_42_004526,1,knnvc_converted
/orcd/scratch/orcd/008/manaal/child-adult-diarization/synth_results/voice_converted/D8O8B2C4X2/default_14_18mo_42_003091__ef16ca2c.wav,D8O8B2C4X2,default_14_18mo_42_003091,1,knnvc_converted
/orcd/scratch/orcd/008/manaal/child-adult-diarization/synth_results/voice_converted/D8O8B2C4X2/default_14_18mo_42_003473__bc1c7133.wav,D8O8B2C4X2,default_14_18mo_42_003473,1,knnvc_converted
/orcd/scratch/orcd/008/manaal/child-adult-diarization/synth_results/voice_converted/D8O8B2C4X2/default_14_18mo_42_004934__0b4e8ecc.wav,D8O8B2C4X2,default_14_18mo_42_004934,1,knnvc_converted
/orcd/scratch/orcd/008/manaal/child-adult-diarization/synth_results/voice_converted/D8O8B2C4X2/default_14_18mo_42_000792__3fa97be9.wav,D8O8B2C4X2,default_14_18mo_42_000792,1,knnvc_converted
/orcd/scratch/orcd/008/manaal/child-adult-diarization/synth_results/voice_converted/D8O8B2C4X2/default_14_18mo_42_001321__92cc2165.wav,D8O8B2C4X2,default_14_18mo_42_001321,1,knnvc_converted
/orcd/scratch/orcd/008/manaal/child-adult-diarization/synth_results/voice_converted/D8O8B2C4X2/default_14_18mo_42_002541__285a1c8c.wav,D8O8B2C4X2,default_14_18mo_42_002541,1,knnvc_converted
/orcd/scratch/orcd/008/manaal/child-adult-diarization/synth_results/voice_converted/D8O8B2C4X2/default_14_18mo_42_002410__09e88ec6.wav,D8O8B2C4X2,default_14_18mo_42_002410,1,knnvc_converted
/orcd/scratch/orcd/008/manaal/child-adult-diarization/synth_results/voice_converted/D8O8B2C4X2/default_14_18mo_42_003199__83b5cdea.wav,D8O8B2C4X2,default_14_18mo_42_003199,1,knnvc_converted
/orcd/scratch/orcd/008/manaal/child-adult-diarization/synth_results/voice_converted/S7Y0I2P0S8/default_14_18mo_42_001137__ec03d015.wav,S7Y0I2P0S8,default_14_18mo_42_001137,1,knnvc_converted
/orcd/scratch/orcd/008/manaal/child-adult-diarization/synth_results/voice_converted/S7Y0I2P0S8/default_14_18mo_42_002443__7eee3cc1.wav,S7Y0I2P0S8,default_14_18mo_42_002443,1,knnvc_converted
/orcd/scratch/orcd/008/manaal/child-adult-diarization/synth_results/voice_converted/S7Y0I2P0S8/default_14_18mo_42_001469__995b1afc.wav,S7Y0I2P0S8,default_14_18mo_42_001469,1,knnvc_converted
/orcd/scratch/orcd/008/manaal/child-adult-diarization/synth_results/voice_converted/S7Y0I2P0S8/default_14_18mo_42_001268__951c7d85.wav,S7Y0I2P0S8,default_14_18mo_42_001268,1,knnvc_converted
/orcd/scratch/orcd/008/manaal/child-adult-diarization/synth_results/voice_converted/S7Y0I2P0S8/default_14_18mo_42_004651__5695fb63.wav,S7Y0I2P0S8,default_14_18mo_42_004651,1,knnvc_converted
/orcd/scratch/orcd/008/manaal/child-adult-diarization/synth_results/voice_converted/S7Y0I2P0S8/default_14_18mo_42_003750__8c15a803.wav,S7Y0I2P0S8,default_14_18mo_42_003750,1,knnvc_converted
/orcd/scratch/orcd/008/manaal/child-adult-diarization/synth_results/voice_converted/S7Y0I2P0S8/default_14_18mo_42_001362__3e0d7ae3.wav,S7Y0I2P0S8,default_14_18mo_42_001362,1,knnvc_converted
/orcd/scratch/orcd/008/manaal/child-adult-diarization/synth_results/voice_converted/S7Y0I2P0S8/default_14_18mo_42_002223__c3f62834.wav,S7Y0I2P0S8,default_14_18mo_42_002223,1,knnvc_converted
/orcd/scratch/orcd/008/manaal/child-adult-diarization/synth_results/voice_converted/S7Y0I2P0S8/default_14_18mo_42_003108__5ac18881.wav,S7Y0I2P0S8,default_14_18mo_42_003108,1,knnvc_converted
/orcd/scratch/orcd/008/manaal/child-adult-diarization/synth_results/voice_converted/S7Y0I2P0S8/default_14_18mo_42_000227__293b570a.wav,S7Y0I2P0S8,default_14_18mo_42_000227,1,knnvc_converted
/orcd/scratch/orcd/008/manaal/child-adult-diarization/synth_results/voice_converted/S9B3J7I4R1/default_14_18mo_42_001385__c18cdf41.wav,S9B3J7I4R1,default_14_18mo_42_001385,1,knnvc_converted
/orcd/scratch/orcd/008/manaal/child-adult-diarization/synth_results/voice_converted/S9B3J7I4R1/default_14_18mo_42_003969__36ab5b30.wav,S9B3J7I4R1,default_14_18mo_42_003969,1,knnvc_converted
/orcd/scratch/orcd/008/manaal/child-adult-diarization/synth_results/voice_converted/S9B3J7I4R1/default_14_18mo_42_003574__58dd0067.wav,S9B3J7I4R1,default_14_18mo_42_003574,1,knnvc_converted
/orcd/scratch/orcd/008/manaal/child-adult-diarization/synth_results/voice_converted/S9B3J7I4R1/default_14_18mo_42_000911__5475ad4d.wav,S9B3J7I4R1,default_14_18mo_42_000911,1,knnvc_converted
/orcd/scratch/orcd/008/manaal/child-adult-diarization/synth_results/voice_converted/S9B3J7I4R1/default_14_18mo_42_000714__61040b39.wav,S9B3J7I4R1,default_14_18mo_42_000714,1,knnvc_converted
/orcd/scratch/orcd/008/manaal/child-adult-diarization/synth_results/voice_converted/S9B3J7I4R1/default_14_18mo_42_000868__cdcca7c4.wav,S9B3J7I4R1,default_14_18mo_42_000868,1,knnvc_converted
/orcd/scratch/orcd/008/manaal/child-adult-diarization/synth_results/voice_converted/S9B3J7I4R1/default_14_18mo_42_004121__55bd466e.wav,S9B3J7I4R1,default_14_18mo_42_004121,1,knnvc_converted
/orcd/scratch/orcd/008/manaal/child-adult-diarization/synth_results/voice_converted/S9B3J7I4R1/default_14_18mo_42_002824__7461ad94.wav,S9B3J7I4R1,default_14_18mo_42_002824,1,knnvc_converted
/orcd/scratch/orcd/008/manaal/child-adult-diarization/synth_results/voice_converted/S9B3J7I4R1/default_14_18mo_42_002353__f4072e5c.wav,S9B3J7I4R1,default_14_18mo_42_002353,1,knnvc_converted
/orcd/scratch/orcd/008/manaal/child-adult-diarization/synth_results/voice_converted/S9B3J7I4R1/default_14_18mo_42_000369__9e8a828d.wav,S9B3J7I4R1,default_14_18mo_42_000369,1,knnvc_converted
/orcd/scratch/orcd/008/manaal/child-adult-diarization/synth_results/voice_converted/M5H7X4O2M2/default_14_18mo_42_002112__9944fa42.wav,M5H7X4O2M2,default_14_18mo_42_002112,1,knnvc_converted
/orcd/scratch/orcd/008/manaal/child-adult-diarization/synth_results/voice_converted/M5H7X4O2M2/default_14_18mo_42_001301__05cac0a9.wav,M5H7X4O2M2,default_14_18mo_42_001301,1,knnvc_converted
/orcd/scratch/orcd/008/manaal/child-adult-diarization/synth_results/voice_converted/M5H7X4O2M2/default_14_18mo_42_000180__89fb32c1.wav,M5H7X4O2M2,default_14_18mo_42_000180,1,knnvc_converted
/orcd/scratch/orcd/008/manaal/child-adult-diarization/synth_results/voice_converted/M5H7X4O2M2/default_14_18mo_42_002370__a45c665b.wav,M5H7X4O2M2,default_14_18mo_42_002370,1,knnvc_converted
/orcd/scratch/orcd/008/manaal/child-adult-diarization/synth_results/voice_converted/M5H7X4O2M2/default_14_18mo_42_003378__b82e6c88.wav,M5H7X4O2M2,default_14_18mo_42_003378,1,knnvc_converted
/orcd/scratch/orcd/008/manaal/child-adult-diarization/synth_results/voice_converted/M5H7X4O2M2/default_14_18mo_42_002525__fd6d29bd.wav,M5H7X4O2M2,default_14_18mo_42_002525,1,knnvc_converted
/orcd/scratch/orcd/008/manaal/child-adult-diarization/synth_results/voice_converted/M5H7X4O2M2/default_14_18mo_42_003698__5d92adc9.wav,M5H7X4O2M2,default_14_18mo_42_003698,1,knnvc_converted
/orcd/scratch/orcd/008/manaal/child-adult-diarization/synth_results/voice_converted/M5H7X4O2M2/default_14_18mo_42_000412__bf0c9aed.wav,M5H7X4O2M2,default_14_18mo_42_000412,1,knnvc_converted
/orcd/scratch/orcd/008/manaal/child-adult-diarization/synth_results/voice_converted/M5H7X4O2M2/default_14_18mo_42_001319__6cc7111b.wav,M5H7X4O2M2,default_14_18mo_42_001319,1,knnvc_converted
/orcd/scratch/orcd/008/manaal/child-adult-diarization/synth_results/voice_converted/M5H7X4O2M2/default_14_18mo_42_002975__170c6685.wav,M5H7X4O2M2,default_14_18mo_42_002975,1,knnvc_converted
/orcd/scratch/orcd/008/manaal/child-adult-diarization/synth_results/voice_converted/J4J6X7C4D9/default_14_18mo_42_003479__c34c79c3.wav,J4J6X7C4D9,default_14_18mo_42_003479,1,knnvc_converted
/orcd/scratch/orcd/008/manaal/child-adult-diarization/synth_results/voice_converted/J4J6X7C4D9/default_14_18mo_42_000342__353f86e4.wav,J4J6X7C4D9,default_14_18mo_42_000342,1,knnvc_converted
/orcd/scratch/orcd/008/manaal/child-adult-diarization/synth_results/voice_converted/J4J6X7C4D9/default_14_18mo_42_002816__10981ee1.wav,J4J6X7C4D9,default_14_18mo_42_002816,1,knnvc_converted
/orcd/scratch/orcd/008/manaal/child-adult-diarization/synth_results/voice_converted/J4J6X7C4D9/default_14_18mo_42_002857__4a1f4ecc.wav,J4J6X7C4D9,default_14_18mo_42_002857,1,knnvc_converted
/orcd/scratch/orcd/008/manaal/child-adult-diarization/synth_results/voice_converted/J4J6X7C4D9/default_14_18mo_42_003767__13af81c7.wav,J4J6X7C4D9,default_14_18mo_42_003767,1,knnvc_converted
/orcd/scratch/orcd/008/manaal/child-adult-diarization/synth_results/voice_converted/J4J6X7C4D9/default_14_18mo_42_004010__7207524f.wav,J4J6X7C4D9,default_14_18mo_42_004010,1,knnvc_converted
/orcd/scratch/orcd/008/manaal/child-adult-diarization/synth_results/voice_converted/J4J6X7C4D9/default_14_18mo_42_003645__e4036e2b.wav,J4J6X7C4D9,default_14_18mo_42_003645,1,knnvc_converted
/orcd/scratch/orcd/008/manaal/child-adult-diarization/synth_results/voice_converted/J4J6X7C4D9/default_14_18mo_42_001705__17fedfdf.wav,J4J6X7C4D9,default_14_18mo_42_001705,1,knnvc_converted
/orcd/scratch/orcd/008/manaal/child-adult-diarization/synth_results/voice_converted/J4J6X7C4D9/default_14_18mo_42_003870__d751ebfa.wav,J4J6X7C4D9,default_14_18mo_42_003870,1,knnvc_converted
/orcd/scratch/orcd/008/manaal/child-adult-diarization/synth_results/voice_converted/J4J6X7C4D9/default_14_18mo_42_001762__94ca2e19.wav,J4J6X7C4D9,default_14_18mo_42_001762,1,knnvc_converted
/orcd/scratch/orcd/008/manaal/child-adult-diarization/synth_results/voice_converted/A2P7X9N8L7/default_14_18mo_42_001691__ddc4cfda.wav,A2P7X9N8L7,default_14_18mo_42_001691,1,knnvc_converted
/orcd/scratch/orcd/008/manaal/child-adult-diarization/synth_results/voice_converted/A2P7X9N8L7/default_14_18mo_42_002205__761adab9.wav,A2P7X9N8L7,default_14_18mo_42_002205,1,knnvc_converted
/orcd/scratch/orcd/008/manaal/child-adult-diarization/synth_results/voice_converted/A2P7X9N8L7/default_14_18mo_42_000614__3d6123d0.wav,A2P7X9N8L7,default_14_18mo_42_000614,1,knnvc_converted
/orcd/scratch/orcd/008/manaal/child-adult-diarization/synth_results/voice_converted/A2P7X9N8L7/default_14_18mo_42_000494__bfa7d8de.wav,A2P7X9N8L7,default_14_18mo_42_000494,1,knnvc_converted
/orcd/scratch/orcd/008/manaal/child-adult-diarization/synth_results/voice_converted/A2P7X9N8L7/default_14_18mo_42_000893__958f18e6.wav,A2P7X9N8L7,default_14_18mo_42_000893,1,knnvc_converted
/orcd/scratch/orcd/008/manaal/child-adult-diarization/synth_results/voice_converted/A2P7X9N8L7/default_14_18mo_42_004673__94cad70d.wav,A2P7X9N8L7,default_14_18mo_42_004673,1,knnvc_converted
/orcd/scratch/orcd/008/manaal/child-adult-diarization/synth_results/voice_converted/A2P7X9N8L7/default_14_18mo_42_003681__7323ed2d.wav,A2P7X9N8L7,default_14_18mo_42_003681,1,knnvc_converted
/orcd/scratch/orcd/008/manaal/child-adult-diarization/synth_results/voice_converted/A2P7X9N8L7/default_14_18mo_42_002725__1743a4d7.wav,A2P7X9N8L7,default_14_18mo_42_002725,1,knnvc_converted
/orcd/scratch/orcd/008/manaal/child-adult-diarization/synth_results/voice_converted/A2P7X9N8L7/default_14_18mo_42_001146__29346f94.wav,A2P7X9N8L7,default_14_18mo_42_001146,1,knnvc_converted
/orcd/scratch/orcd/008/manaal/child-adult-diarization/synth_results/voice_converted/A2P7X9N8L7/default_14_18mo_42_004549__9014f242.wav,A2P7X9N8L7,default_14_18mo_42_004549,1,knnvc_converted
/orcd/scratch/orcd/008/manaal/child-adult-diarization/synth_results/voice_converted/O5Q7I1O6N2/default_14_18mo_42_002947__22158a31.wav,O5Q7I1O6N2,default_14_18mo_42_002947,1,knnvc_converted
/orcd/scratch/orcd/008/manaal/child-adult-diarization/synth_results/voice_converted/O5Q7I1O6N2/default_14_18mo_42_004998__7b666849.wav,O5Q7I1O6N2,default_14_18mo_42_004998,1,knnvc_converted
/orcd/scratch/orcd/008/manaal/child-adult-diarization/synth_results/voice_converted/O5Q7I1O6N2/default_14_18mo_42_000638__488852d5.wav,O5Q7I1O6N2,default_14_18mo_42_000638,1,knnvc_converted
/orcd/scratch/orcd/008/manaal/child-adult-diarization/synth_results/voice_converted/O5Q7I1O6N2/default_14_18mo_42_001078__c71c9e31.wav,O5Q7I1O6N2,default_14_18mo_42_001078,1,knnvc_converted
/orcd/scratch/orcd/008/manaal/child-adult-diarization/synth_results/voice_converted/O5Q7I1O6N2/default_14_18mo_42_000267__0993b4b8.wav,O5Q7I1O6N2,default_14_18mo_42_000267,1,knnvc_converted
/orcd/scratch/orcd/008/manaal/child-adult-diarization/synth_results/voice_converted/O5Q7I1O6N2/default_14_18mo_42_001315__5621c5a3.wav,O5Q7I1O6N2,default_14_18mo_42_001315,1,knnvc_converted
/orcd/scratch/orcd/008/manaal/child-adult-diarization/synth_results/voice_converted/O5Q7I1O6N2/default_14_18mo_42_001911__d306753c.wav,O5Q7I1O6N2,default_14_18mo_42_001911,1,knnvc_converted
/orcd/scratch/orcd/008/manaal/child-adult-diarization/synth_results/voice_converted/O5Q7I1O6N2/default_14_18mo_42_003642__88d17652.wav,O5Q7I1O6N2,default_14_18mo_42_003642,1,knnvc_converted
/orcd/scratch/orcd/008/manaal/child-adult-diarization/synth_results/voice_converted/O5Q7I1O6N2/default_14_18mo_42_001941__9e9f6f2b.wav,O5Q7I1O6N2,default_14_18mo_42_001941,1,knnvc_converted
/orcd/scratch/orcd/008/manaal/child-adult-diarization/synth_results/voice_converted/O5Q7I1O6N2/default_14_18mo_42_001916__dbeff423.wav,O5Q7I1O6N2,default_14_18mo_42_001916,1,knnvc_converted
/orcd/scratch/orcd/008/manaal/child-adult-diarization/synth_results/voice_converted/Y6Z4H0C5U2/default_14_18mo_42_003466__bfbc3d74.wav,Y6Z4H0C5U2,default_14_18mo_42_003466,1,knnvc_converted
/orcd/scratch/orcd/008/manaal/child-adult-diarization/synth_results/voice_converted/Y6Z4H0C5U2/default_14_18mo_42_002635__098cc34c.wav,Y6Z4H0C5U2,default_14_18mo_42_002635,1,knnvc_converted
/orcd/scratch/orcd/008/manaal/child-adult-diarization/synth_results/voice_converted/Y6Z4H0C5U2/default_14_18mo_42_002662__6357e9c7.wav,Y6Z4H0C5U2,default_14_18mo_42_002662,1,knnvc_converted
/orcd/scratch/orcd/008/manaal/child-adult-diarization/synth_results/voice_converted/Y6Z4H0C5U2/default_14_18mo_42_000613__ba3d3fdc.wav,Y6Z4H0C5U2,default_14_18mo_42_000613,1,knnvc_converted
/orcd/scratch/orcd/008/manaal/child-adult-diarization/synth_results/voice_converted/Y6Z4H0C5U2/default_14_18mo_42_004162__7a81d857.wav,Y6Z4H0C5U2,default_14_18mo_42_004162,1,knnvc_converted
/orcd/scratch/orcd/008/manaal/child-adult-diarization/synth_results/voice_converted/Y6Z4H0C5U2/default_14_18mo_42_003912__ce521d78.wav,Y6Z4H0C5U2,default_14_18mo_42_003912,1,knnvc_converted
