audio_path,child_id,timepoint_norm,label,audio_exists,split
/orcd/scratch/orcd/008/manaal/child-adult-diarization/synth_results/voice_converted/M5O1K4W9O1/default_14_18mo_42_000476__794bf1b7.wav,M5O1K4W9O1,14_month,1,True,train
/orcd/scratch/orcd/008/manaal/child-adult-diarization/synth_results/voice_converted/M5O1K4W9O1/default_14_18mo_42_000984__83c906b1.wav,M5O1K4W9O1,14_month,1,True,train
/orcd/scratch/orcd/008/manaal/child-adult-diarization/synth_results/voice_converted/M5O1K4W9O1/default_14_18mo_42_004392__7580a494.wav,M5O1K4W9O1,14_month,1,True,train
/orcd/scratch/orcd/008/manaal/child-adult-diarization/synth_results/voice_converted/V7D7K3H8B4/default_14_18mo_42_002021__5af5c197.wav,V7D7K3H8B4,14_month,1,True,train
/orcd/scratch/orcd/008/manaal/child-adult-diarization/synth_results/voice_converted/V7D7K3H8B4/default_14_18mo_42_004904__6c9daf25.wav,V7D7K3H8B4,14_month,1,True,train
/orcd/scratch/orcd/008/manaal/child-adult-diarization/synth_results/voice_converted/V7D7K3H8B4/default_14_18mo_42_000434__babab460.wav,V7D7K3H8B4,14_month,1,True,train
/orcd/scratch/orcd/008/manaal/child-adult-diarization/synth_results/voice_converted/V7D7K3H8B4/default_14_18mo_42_002099__6ba00f3a.wav,V7D7K3H8B4,14_month,1,True,train
/orcd/scratch/orcd/008/manaal/child-adult-diarization/synth_results/voice_converted/V7D7K3H8B4/default_14_18mo_42_001736__ab86b8f9.wav,V7D7K3H8B4,14_month,1,True,train
/orcd/scratch/orcd/008/manaal/child-adult-diarization/synth_results/voice_converted/V7D7K3H8B4/default_14_18mo_42_003961__3170580b.wav,V7D7K3H8B4,14_month,1,True,train
/orcd/scratch/orcd/008/manaal/child-adult-diarization/synth_results/voice_converted/V7D7K3H8B4/default_14_18mo_42_002246__0bd655e1.wav,V7D7K3H8B4,14_month,1,True,train
/orcd/scratch/orcd/008/manaal/child-adult-diarization/synth_results/voice_converted/V7D7K3H8B4/default_14_18mo_42_003264__dca6391c.wav,V7D7K3H8B4,14_month,1,True,train
/orcd/scratch/orcd/008/manaal/child-adult-diarization/synth_results/voice_converted/V7D7K3H8B4/default_14_18mo_42_004810__8458c662.wav,V7D7K3H8B4,14_month,1,True,train
/orcd/scratch/orcd/008/manaal/child-adult-diarization/synth_results/voice_converted/V7D7K3H8B4/default_14_18mo_42_001842__7840ee5f.wav,V7D7K3H8B4,14_month,1,True,train
/orcd/scratch/orcd/008/manaal/child-adult-diarization/synth_results/voice_converted/E2P5Q8S5A7/default_14_18mo_42_002010__a7401fc9.wav,E2P5Q8S5A7,14_month,1,True,train
/orcd/scratch/orcd/008/manaal/child-adult-diarization/synth_results/voice_converted/E2P5Q8S5A7/default_14_18mo_42_001877__36d6f94e.wav,E2P5Q8S5A7,14_month,1,True,train
/orcd/scratch/orcd/008/manaal/child-adult-diarization/synth_results/voice_converted/E2P5Q8S5A7/default_14_18mo_42_003697__5c256025.wav,E2P5Q8S5A7,14_month,1,True,train
/orcd/scratch/orcd/008/manaal/child-adult-diarization/synth_results/voice_converted/E2P5Q8S5A7/default_14_18mo_42_002615__9545ad16.wav,E2P5Q8S5A7,14_month,1,True,train
/orcd/scratch/orcd/008/manaal/child-adult-diarization/synth_results/voice_converted/E2P5Q8S5A7/default_14_18mo_42_001382__4fd7a4b9.wav,E2P5Q8S5A7,14_month,1,True,train
/orcd/scratch/orcd/008/manaal/child-adult-diarization/synth_results/voice_converted/E2P5Q8S5A7/default_14_18mo_42_000002__0da15032.wav,E2P5Q8S5A7,14_month,1,True,train
/orcd/scratch/orcd/008/manaal/child-adult-diarization/synth_results/voice_converted/E2P5Q8S5A7/default_14_18mo_42_000297__a28709ff.wav,E2P5Q8S5A7,14_month,1,True,train
/orcd/scratch/orcd/008/manaal/child-adult-diarization/synth_results/voice_converted/E2P5Q8S5A7/default_14_18mo_42_000129__c2b4e50b.wav,E2P5Q8S5A7,14_month,1,True,train
/orcd/scratch/orcd/008/manaal/child-adult-diarization/synth_results/voice_converted/E2P5Q8S5A7/default_14_18mo_42_003253__4f0023c1.wav,E2P5Q8S5A7,14_month,1,True,train
/orcd/scratch/orcd/008/manaal/child-adult-diarization/synth_results/voice_converted/E2P5Q8S5A7/default_14_18mo_42_001201__028de22d.wav,E2P5Q8S5A7,14_month,1,True,train
/orcd/scratch/orcd/008/manaal/child-adult-diarization/synth_results/voice_converted/H7C3T0K5E5/default_14_18mo_42_004945__b2ad78a4.wav,H7C3T0K5E5,14_month,1,True,train
/orcd/scratch/orcd/008/manaal/child-adult-diarization/synth_results/voice_converted/H7C3T0K5E5/default_14_18mo_42_004676__b4e7f1f1.wav,H7C3T0K5E5,14_month,1,True,train
/orcd/scratch/orcd/008/manaal/child-adult-diarization/synth_results/voice_converted/H7C3T0K5E5/default_14_18mo_42_000757__89cb919c.wav,H7C3T0K5E5,14_month,1,True,train
/orcd/scratch/orcd/008/manaal/child-adult-diarization/synth_results/voice_converted/H7C3T0K5E5/default_14_18mo_42_001659__5d7fd703.wav,H7C3T0K5E5,14_month,1,True,train
/orcd/scratch/orcd/008/manaal/child-adult-diarization/synth_results/voice_converted/H7C3T0K5E5/default_14_18mo_42_002017__1c25f36c.wav,H7C3T0K5E5,14_month,1,True,train
/orcd/scratch/orcd/008/manaal/child-adult-diarization/synth_results/voice_converted/H7C3T0K5E5/default_14_18mo_42_000441__9834e334.wav,H7C3T0K5E5,14_month,1,True,train
/orcd/scratch/orcd/008/manaal/child-adult-diarization/synth_results/voice_converted/H7C3T0K5E5/default_14_18mo_42_000902__484584fd.wav,H7C3T0K5E5,14_month,1,True,train
/orcd/scratch/orcd/008/manaal/child-adult-diarization/synth_results/voice_converted/H7C3T0K5E5/default_14_18mo_42_000822__e2697f6f.wav,H7C3T0K5E5,14_month,1,True,train
/orcd/scratch/orcd/008/manaal/child-adult-diarization/synth_results/voice_converted/H7C3T0K5E5/default_14_18mo_42_004615__545a0967.wav,H7C3T0K5E5,14_month,1,True,train
/orcd/scratch/orcd/008/manaal/child-adult-diarization/synth_results/voice_converted/H7C3T0K5E5/default_14_18mo_42_001976__60ff7c59.wav,H7C3T0K5E5,14_month,1,True,train
/orcd/scratch/orcd/008/manaal/child-adult-diarization/synth_results/voice_converted/A4E8K1L5Y2/default_14_18mo_42_004016__8d45f843.wav,A4E8K1L5Y2,14_month,1,True,train
/orcd/scratch/orcd/008/manaal/child-adult-diarization/synth_results/voice_converted/A4E8K1L5Y2/default_14_18mo_42_001530__2dd151cd.wav,A4E8K1L5Y2,14_month,1,True,train
/orcd/scratch/orcd/008/manaal/child-adult-diarization/synth_results/voice_converted/A4E8K1L5Y2/default_14_18mo_42_003108__5ac18881.wav,A4E8K1L5Y2,14_month,1,True,train
/orcd/scratch/orcd/008/manaal/child-adult-diarization/synth_results/voice_converted/A4E8K1L5Y2/default_14_18mo_42_003639__8e5dfb01.wav,A4E8K1L5Y2,14_month,1,True,train
/orcd/scratch/orcd/008/manaal/child-adult-diarization/synth_results/voice_converted/A4E8K1L5Y2/default_14_18mo_42_002368__93e9c853.wav,A4E8K1L5Y2,14_month,1,True,train
/orcd/scratch/orcd/008/manaal/child-adult-diarization/synth_results/voice_converted/A4E8K1L5Y2/default_14_18mo_42_002566__402a7672.wav,A4E8K1L5Y2,14_month,1,True,train
/orcd/scratch/orcd/008/manaal/child-adult-diarization/synth_results/voice_converted/A4E8K1L5Y2/default_14_18mo_42_000543__f874d21c.wav,A4E8K1L5Y2,14_month,1,True,train
/orcd/scratch/orcd/008/manaal/child-adult-diarization/synth_results/voice_converted/A4E8K1L5Y2/default_14_18mo_42_004542__d31e61ed.wav,A4E8K1L5Y2,14_month,1,True,train
/orcd/scratch/orcd/008/manaal/child-adult-diarization/synth_results/voice_converted/A4E8K1L5Y2/default_14_18mo_42_001959__bd1e0144.wav,A4E8K1L5Y2,14_month,1,True,train
/orcd/scratch/orcd/008/manaal/child-adult-diarization/synth_results/voice_converted/A4E8K1L5Y2/default_14_18mo_42_001678__742423b0.wav,A4E8K1L5Y2,14_month,1,True,train
/orcd/scratch/orcd/008/manaal/child-adult-diarization/synth_results/voice_converted/S9B3J7I4R1/default_14_18mo_42_001385__c18cdf41.wav,S9B3J7I4R1,14_month,1,True,train
/orcd/scratch/orcd/008/manaal/child-adult-diarization/synth_results/voice_converted/S9B3J7I4R1/default_14_18mo_42_003969__36ab5b30.wav,S9B3J7I4R1,14_month,1,True,train
/orcd/scratch/orcd/008/manaal/child-adult-diarization/synth_results/voice_converted/S9B3J7I4R1/default_14_18mo_42_003574__58dd0067.wav,S9B3J7I4R1,14_month,1,True,train
/orcd/scratch/orcd/008/manaal/child-adult-diarization/synth_results/voice_converted/S9B3J7I4R1/default_14_18mo_42_000911__5475ad4d.wav,S9B3J7I4R1,14_month,1,True,train
/orcd/scratch/orcd/008/manaal/child-adult-diarization/synth_results/voice_converted/S9B3J7I4R1/default_14_18mo_42_000714__61040b39.wav,S9B3J7I4R1,14_month,1,True,train
/orcd/scratch/orcd/008/manaal/child-adult-diarization/synth_results/voice_converted/S9B3J7I4R1/default_14_18mo_42_000868__cdcca7c4.wav,S9B3J7I4R1,14_month,1,True,train
/orcd/scratch/orcd/008/manaal/child-adult-diarization/synth_results/voice_converted/S9B3J7I4R1/default_14_18mo_42_004121__55bd466e.wav,S9B3J7I4R1,14_month,1,True,train
/orcd/scratch/orcd/008/manaal/child-adult-diarization/synth_results/voice_converted/S9B3J7I4R1/default_14_18mo_42_002824__7461ad94.wav,S9B3J7I4R1,14_month,1,True,train
/orcd/scratch/orcd/008/manaal/child-adult-diarization/synth_results/voice_converted/S9B3J7I4R1/default_14_18mo_42_002353__f4072e5c.wav,S9B3J7I4R1,14_month,1,True,train
/orcd/scratch/orcd/008/manaal/child-adult-diarization/synth_results/voice_converted/S9B3J7I4R1/default_14_18mo_42_000369__9e8a828d.wav,S9B3J7I4R1,14_month,1,True,train
/orcd/scratch/orcd/008/manaal/child-adult-diarization/synth_results/voice_converted/M5H7X4O2M2/default_14_18mo_42_002112__9944fa42.wav,M5H7X4O2M2,14_month,1,True,train
/orcd/scratch/orcd/008/manaal/child-adult-diarization/synth_results/voice_converted/M5H7X4O2M2/default_14_18mo_42_001301__05cac0a9.wav,M5H7X4O2M2,14_month,1,True,train
/orcd/scratch/orcd/008/manaal/child-adult-diarization/synth_results/voice_converted/M5H7X4O2M2/default_14_18mo_42_000180__89fb32c1.wav,M5H7X4O2M2,14_month,1,True,train
/orcd/scratch/orcd/008/manaal/child-adult-diarization/synth_results/voice_converted/M5H7X4O2M2/default_14_18mo_42_002370__a45c665b.wav,M5H7X4O2M2,14_month,1,True,train
/orcd/scratch/orcd/008/manaal/child-adult-diarization/synth_results/voice_converted/M5H7X4O2M2/default_14_18mo_42_003378__b82e6c88.wav,M5H7X4O2M2,14_month,1,True,train
/orcd/scratch/orcd/008/manaal/child-adult-diarization/synth_results/voice_converted/M5H7X4O2M2/default_14_18mo_42_002525__fd6d29bd.wav,M5H7X4O2M2,14_month,1,True,train
/orcd/scratch/orcd/008/manaal/child-adult-diarization/synth_results/voice_converted/M5H7X4O2M2/default_14_18mo_42_003698__5d92adc9.wav,M5H7X4O2M2,14_month,1,True,train
/orcd/scratch/orcd/008/manaal/child-adult-diarization/synth_results/voice_converted/M5H7X4O2M2/default_14_18mo_42_000412__bf0c9aed.wav,M5H7X4O2M2,14_month,1,True,train
/orcd/scratch/orcd/008/manaal/child-adult-diarization/synth_results/voice_converted/M5H7X4O2M2/default_14_18mo_42_001319__6cc7111b.wav,M5H7X4O2M2,14_month,1,True,train
/orcd/scratch/orcd/008/manaal/child-adult-diarization/synth_results/voice_converted/M5H7X4O2M2/default_14_18mo_42_002975__170c6685.wav,M5H7X4O2M2,14_month,1,True,train
/orcd/scratch/orcd/008/manaal/child-adult-diarization/synth_results/voice_converted/A2P7X9N8L7/default_14_18mo_42_001691__ddc4cfda.wav,A2P7X9N8L7,14_month,1,True,train
/orcd/scratch/orcd/008/manaal/child-adult-diarization/synth_results/voice_converted/A2P7X9N8L7/default_14_18mo_42_002205__761adab9.wav,A2P7X9N8L7,14_month,1,True,train
/orcd/scratch/orcd/008/manaal/child-adult-diarization/synth_results/voice_converted/A2P7X9N8L7/default_14_18mo_42_000614__3d6123d0.wav,A2P7X9N8L7,14_month,1,True,train
/orcd/scratch/orcd/008/manaal/child-adult-diarization/synth_results/voice_converted/A2P7X9N8L7/default_14_18mo_42_000494__bfa7d8de.wav,A2P7X9N8L7,14_month,1,True,train
/orcd/scratch/orcd/008/manaal/child-adult-diarization/synth_results/voice_converted/A2P7X9N8L7/default_14_18mo_42_000893__958f18e6.wav,A2P7X9N8L7,14_month,1,True,train
/orcd/scratch/orcd/008/manaal/child-adult-diarization/synth_results/voice_converted/A2P7X9N8L7/default_14_18mo_42_004673__94cad70d.wav,A2P7X9N8L7,14_month,1,True,train
/orcd/scratch/orcd/008/manaal/child-adult-diarization/synth_results/voice_converted/A2P7X9N8L7/default_14_18mo_42_003681__7323ed2d.wav,A2P7X9N8L7,14_month,1,True,train
/orcd/scratch/orcd/008/manaal/child-adult-diarization/synth_results/voice_converted/A2P7X9N8L7/default_14_18mo_42_002725__1743a4d7.wav,A2P7X9N8L7,14_month,1,True,train
/orcd/scratch/orcd/008/manaal/child-adult-diarization/synth_results/voice_converted/A2P7X9N8L7/default_14_18mo_42_001146__29346f94.wav,A2P7X9N8L7,14_month,1,True,train
/orcd/scratch/orcd/008/manaal/child-adult-diarization/synth_results/voice_converted/A2P7X9N8L7/default_14_18mo_42_004549__9014f242.wav,A2P7X9N8L7,14_month,1,True,train
/orcd/scratch/orcd/008/manaal/child-adult-diarization/synth_results/voice_converted/G3A6S5R9F7/default_14_18mo_42_000287__61924972.wav,G3A6S5R9F7,14_month,1,True,train
/orcd/scratch/orcd/008/manaal/child-adult-diarization/synth_results/voice_converted/G3A6S5R9F7/default_14_18mo_42_001331__badc55aa.wav,G3A6S5R9F7,14_month,1,True,train
/orcd/scratch/orcd/008/manaal/child-adult-diarization/synth_results/voice_converted/G3A6S5R9F7/default_14_18mo_42_000640__b2d9284c.wav,G3A6S5R9F7,14_month,1,True,train
/orcd/scratch/orcd/008/manaal/child-adult-diarization/synth_results/voice_converted/G3A6S5R9F7/default_14_18mo_42_004889__d5b9aa73.wav,G3A6S5R9F7,14_month,1,True,train
/orcd/scratch/orcd/008/manaal/child-adult-diarization/synth_results/voice_converted/G3A6S5R9F7/default_14_18mo_42_001523__4953fa62.wav,G3A6S5R9F7,14_month,1,True,train
/orcd/scratch/orcd/008/manaal/child-adult-diarization/synth_results/voice_converted/G3A6S5R9F7/default_14_18mo_42_004991__344161f4.wav,G3A6S5R9F7,14_month,1,True,train
/orcd/scratch/orcd/008/manaal/child-adult-diarization/synth_results/voice_converted/G3A6S5R9F7/default_14_18mo_42_002240__54e05cd4.wav,G3A6S5R9F7,14_month,1,True,train
/orcd/scratch/orcd/008/manaal/child-adult-diarization/synth_results/voice_converted/G3A6S5R9F7/default_14_18mo_42_001045__c1e1ae56.wav,G3A6S5R9F7,14_month,1,True,train
/orcd/scratch/orcd/008/manaal/child-adult-diarization/synth_results/voice_converted/G3A6S5R9F7/default_14_18mo_42_002251__a86caddc.wav,G3A6S5R9F7,14_month,1,True,train
/orcd/scratch/orcd/008/manaal/child-adult-diarization/synth_results/voice_converted/G3A6S5R9F7/default_14_18mo_42_001259__bd3cc1ee.wav,G3A6S5R9F7,14_month,1,True,train
/orcd/scratch/orcd/008/manaal/child-adult-diarization/synth_results/voice_converted/E7Z4G3O5K2/default_14_18mo_42_001716__e4408940.wav,E7Z4G3O5K2,14_month,1,True,train
/orcd/scratch/orcd/008/manaal/child-adult-diarization/synth_results/voice_converted/E7Z4G3O5K2/default_14_18mo_42_004217__9000dcd2.wav,E7Z4G3O5K2,14_month,1,True,train
/orcd/scratch/orcd/008/manaal/child-adult-diarization/synth_results/voice_converted/E7Z4G3O5K2/default_14_18mo_42_002908__507bbbd9.wav,E7Z4G3O5K2,14_month,1,True,train
/orcd/scratch/orcd/008/manaal/child-adult-diarization/synth_results/voice_converted/E7Z4G3O5K2/default_14_18mo_42_002475__5b238e51.wav,E7Z4G3O5K2,14_month,1,True,train
/orcd/scratch/orcd/008/manaal/child-adult-diarization/synth_results/voice_converted/E7Z4G3O5K2/default_14_18mo_42_002180__24770a73.wav,E7Z4G3O5K2,14_month,1,True,train
/orcd/scratch/orcd/008/manaal/child-adult-diarization/synth_results/voice_converted/E7Z4G3O5K2/default_14_18mo_42_002030__aa8d7046.wav,E7Z4G3O5K2,14_month,1,True,train
/orcd/scratch/orcd/008/manaal/child-adult-diarization/synth_results/voice_converted/E7Z4G3O5K2/default_14_18mo_42_000119__1c737e41.wav,E7Z4G3O5K2,14_month,1,True,train
/orcd/scratch/orcd/008/manaal/child-adult-diarization/synth_results/voice_converted/E7Z4G3O5K2/default_14_18mo_42_001619__a9bb4e88.wav,E7Z4G3O5K2,14_month,1,True,train
/orcd/scratch/orcd/008/manaal/child-adult-diarization/synth_results/voice_converted/E7Z4G3O5K2/default_14_18mo_42_003298__307b1392.wav,E7Z4G3O5K2,14_month,1,True,train
/orcd/scratch/orcd/008/manaal/child-adult-diarization/synth_results/voice_converted/E7Z4G3O5K2/default_14_18mo_42_001905__5baf5d5e.wav,E7Z4G3O5K2,14_month,1,True,train
/orcd/scratch/orcd/008/manaal/child-adult-diarization/synth_results/voice_converted/O7X6W5O8E0/default_14_18mo_42_003595__f9ff39e8.wav,O7X6W5O8E0,14_month,1,True,train
/orcd/scratch/orcd/008/manaal/child-adult-diarization/synth_results/voice_converted/O7X6W5O8E0/default_14_18mo_42_002684__70c2d745.wav,O7X6W5O8E0,14_month,1,True,train
/orcd/scratch/orcd/008/manaal/child-adult-diarization/synth_results/voice_converted/O7X6W5O8E0/default_14_18mo_42_000620__3543c8bf.wav,O7X6W5O8E0,14_month,1,True,train
/orcd/scratch/orcd/008/manaal/child-adult-diarization/synth_results/voice_converted/O7X6W5O8E0/default_14_18mo_42_002511__ca2b7654.wav,O7X6W5O8E0,14_month,1,True,train
/orcd/scratch/orcd/008/manaal/child-adult-diarization/synth_results/voice_converted/O7X6W5O8E0/default_14_18mo_42_004991__344161f4.wav,O7X6W5O8E0,14_month,1,True,train
/orcd/scratch/orcd/008/manaal/child-adult-diarization/synth_results/voice_converted/O7X6W5O8E0/default_14_18mo_42_003422__67de7ddb.wav,O7X6W5O8E0,14_month,1,True,train
/orcd/scratch/orcd/008/manaal/child-adult-diarization/synth_results/voice_converted/O7X6W5O8E0/default_14_18mo_42_002060__8dd5af4e.wav,O7X6W5O8E0,14_month,1,True,train
/orcd/scratch/orcd/008/manaal/child-adult-diarization/synth_results/voice_converted/O7X6W5O8E0/default_14_18mo_42_002545__3201c8dc.wav,O7X6W5O8E0,14_month,1,True,train
/orcd/scratch/orcd/008/manaal/child-adult-diarization/synth_results/voice_converted/O7X6W5O8E0/default_14_18mo_42_002512__0b9b3ad9.wav,O7X6W5O8E0,14_month,1,True,train
/orcd/scratch/orcd/008/manaal/child-adult-diarization/synth_results/voice_converted/O7X6W5O8E0/default_14_18mo_42_003483__f52cb0c9.wav,O7X6W5O8E0,14_month,1,True,train
/orcd/scratch/orcd/008/manaal/child-adult-diarization/synth_results/voice_converted/L0C6T6H2C6/default_14_18mo_42_001267__422d5953.wav,L0C6T6H2C6,14_month,1,True,train
/orcd/scratch/orcd/008/manaal/child-adult-diarization/synth_results/voice_converted/L0C6T6H2C6/default_14_18mo_42_004744__a5e0431a.wav,L0C6T6H2C6,14_month,1,True,train
/orcd/scratch/orcd/008/manaal/child-adult-diarization/synth_results/voice_converted/L0C6T6H2C6/default_14_18mo_42_000026__d50b9f2f.wav,L0C6T6H2C6,14_month,1,True,train
/orcd/scratch/orcd/008/manaal/child-adult-diarization/synth_results/voice_converted/L0C6T6H2C6/default_14_18mo_42_004603__d0d57349.wav,L0C6T6H2C6,14_month,1,True,train
/orcd/scratch/orcd/008/manaal/child-adult-diarization/synth_results/voice_converted/L0C6T6H2C6/default_14_18mo_42_000130__d13f5a29.wav,L0C6T6H2C6,14_month,1,True,train
/orcd/scratch/orcd/008/manaal/child-adult-diarization/synth_results/voice_converted/L0C6T6H2C6/default_14_18mo_42_000899__b9d99a49.wav,L0C6T6H2C6,14_month,1,True,train
/orcd/scratch/orcd/008/manaal/child-adult-diarization/synth_results/voice_converted/L0C6T6H2C6/default_14_18mo_42_000852__b0b7cb66.wav,L0C6T6H2C6,14_month,1,True,train
/orcd/scratch/orcd/008/manaal/child-adult-diarization/synth_results/voice_converted/L0C6T6H2C6/default_14_18mo_42_002559__230e888a.wav,L0C6T6H2C6,14_month,1,True,train
/orcd/scratch/orcd/008/manaal/child-adult-diarization/synth_results/voice_converted/L0C6T6H2C6/default_14_18mo_42_003537__1065b535.wav,L0C6T6H2C6,14_month,1,True,train
/orcd/scratch/orcd/008/manaal/child-adult-diarization/synth_results/voice_converted/L0C6T6H2C6/default_14_18mo_42_000484__65813777.wav,L0C6T6H2C6,14_month,1,True,train
/orcd/scratch/orcd/008/manaal/child-adult-diarization/synth_results/voice_converted/O2U2C6W2S9/default_14_18mo_42_001883__ea27cc55.wav,O2U2C6W2S9,14_month,1,True,train
/orcd/scratch/orcd/008/manaal/child-adult-diarization/synth_results/voice_converted/O2U2C6W2S9/default_14_18mo_42_001368__ccf95041.wav,O2U2C6W2S9,14_month,1,True,train
/orcd/scratch/orcd/008/manaal/child-adult-diarization/synth_results/voice_converted/O2U2C6W2S9/default_14_18mo_42_003134__b1e2e778.wav,O2U2C6W2S9,14_month,1,True,train
/orcd/scratch/orcd/008/manaal/child-adult-diarization/synth_results/voice_converted/O2U2C6W2S9/default_14_18mo_42_001762__94ca2e19.wav,O2U2C6W2S9,14_month,1,True,train
/orcd/scratch/orcd/008/manaal/child-adult-diarization/synth_results/voice_converted/O2U2C6W2S9/default_14_18mo_42_001441__92f51572.wav,O2U2C6W2S9,14_month,1,True,train
/orcd/scratch/orcd/008/manaal/child-adult-diarization/synth_results/voice_converted/O2U2C6W2S9/default_14_18mo_42_003928__64764814.wav,O2U2C6W2S9,14_month,1,True,train
/orcd/scratch/orcd/008/manaal/child-adult-diarization/synth_results/voice_converted/O2U2C6W2S9/default_14_18mo_42_000639__f16ca9fe.wav,O2U2C6W2S9,14_month,1,True,train
/orcd/scratch/orcd/008/manaal/child-adult-diarization/synth_results/voice_converted/O2U2C6W2S9/default_14_18mo_42_002497__ae64cba0.wav,O2U2C6W2S9,14_month,1,True,train
/orcd/scratch/orcd/008/manaal/child-adult-diarization/synth_results/voice_converted/O2U2C6W2S9/default_14_18mo_42_004373__2aaca307.wav,O2U2C6W2S9,14_month,1,True,train
/orcd/scratch/orcd/008/manaal/child-adult-diarization/synth_results/voice_converted/O2U2C6W2S9/default_14_18mo_42_001433__c87504ea.wav,O2U2C6W2S9,14_month,1,True,train
/orcd/scratch/orcd/008/manaal/child-adult-diarization/synth_results/voice_converted/R4O0P4P3J4/default_14_18mo_42_001422__14cd25ac.wav,R4O0P4P3J4,14_month,1,True,train
/orcd/scratch/orcd/008/manaal/child-adult-diarization/synth_results/voice_converted/R4O0P4P3J4/default_14_18mo_42_002388__699a62ed.wav,R4O0P4P3J4,14_month,1,True,train
/orcd/scratch/orcd/008/manaal/child-adult-diarization/synth_results/voice_converted/R4O0P4P3J4/default_14_18mo_42_004162__7a81d857.wav,R4O0P4P3J4,14_month,1,True,train
/orcd/scratch/orcd/008/manaal/child-adult-diarization/synth_results/voice_converted/R4O0P4P3J4/default_14_18mo_42_000965__a6a325ed.wav,R4O0P4P3J4,14_month,1,True,train
/orcd/scratch/orcd/008/manaal/child-adult-diarization/synth_results/voice_converted/R4O0P4P3J4/default_14_18mo_42_000481__ddc1c89e.wav,R4O0P4P3J4,14_month,1,True,train
/orcd/scratch/orcd/008/manaal/child-adult-diarization/synth_results/voice_converted/R4O0P4P3J4/default_14_18mo_42_003538__cf0e7e87.wav,R4O0P4P3J4,14_month,1,True,train
/orcd/scratch/orcd/008/manaal/child-adult-diarization/synth_results/voice_converted/R4O0P4P3J4/default_14_18mo_42_002145__c6b90f18.wav,R4O0P4P3J4,14_month,1,True,train
/orcd/scratch/orcd/008/manaal/child-adult-diarization/synth_results/voice_converted/R4O0P4P3J4/default_14_18mo_42_003701__51ac35b6.wav,R4O0P4P3J4,14_month,1,True,train
/orcd/scratch/orcd/008/manaal/child-adult-diarization/synth_results/voice_converted/R4O0P4P3J4/default_14_18mo_42_004407__8494ca11.wav,R4O0P4P3J4,14_month,1,True,train
/orcd/scratch/orcd/008/manaal/child-adult-diarization/synth_results/voice_converted/R4O0P4P3J4/default_14_18mo_42_003536__9ff2e4aa.wav,R4O0P4P3J4,14_month,1,True,train
/orcd/scratch/orcd/008/manaal/child-adult-diarization/synth_results/voice_converted/S4O9O2E5Z0/default_14_18mo_42_003282__cbc1b8be.wav,S4O9O2E5Z0,14_month,1,True,train
/orcd/scratch/orcd/008/manaal/child-adult-diarization/synth_results/voice_converted/S4O9O2E5Z0/default_14_18mo_42_003515__71f33514.wav,S4O9O2E5Z0,14_month,1,True,train
/orcd/scratch/orcd/008/manaal/child-adult-diarization/synth_results/voice_converted/S4O9O2E5Z0/default_14_18mo_42_002355__2fe91ec4.wav,S4O9O2E5Z0,14_month,1,True,train
/orcd/scratch/orcd/008/manaal/child-adult-diarization/synth_results/voice_converted/S4O9O2E5Z0/default_14_18mo_42_000474__459dbc8b.wav,S4O9O2E5Z0,14_month,1,True,train
/orcd/scratch/orcd/008/manaal/child-adult-diarization/synth_results/voice_converted/S4O9O2E5Z0/default_14_18mo_42_003512__e8c11c12.wav,S4O9O2E5Z0,14_month,1,True,train
/orcd/scratch/orcd/008/manaal/child-adult-diarization/synth_results/voice_converted/S4O9O2E5Z0/default_14_18mo_42_003993__0cca1b27.wav,S4O9O2E5Z0,14_month,1,True,train
/orcd/scratch/orcd/008/manaal/child-adult-diarization/synth_results/voice_converted/S4O9O2E5Z0/default_14_18mo_42_003926__4231a9a6.wav,S4O9O2E5Z0,14_month,1,True,train
/orcd/scratch/orcd/008/manaal/child-adult-diarization/synth_results/voice_converted/S4O9O2E5Z0/default_14_18mo_42_002421__5b6d9c51.wav,S4O9O2E5Z0,14_month,1,True,train
/orcd/scratch/orcd/008/manaal/child-adult-diarization/synth_results/voice_converted/S4O9O2E5Z0/default_14_18mo_42_000497__863e32e3.wav,S4O9O2E5Z0,14_month,1,True,train
/orcd/scratch/orcd/008/manaal/child-adult-diarization/synth_results/voice_converted/S4O9O2E5Z0/default_14_18mo_42_000360__58f58245.wav,S4O9O2E5Z0,14_month,1,True,train
/orcd/scratch/orcd/008/manaal/child-adult-diarization/synth_results/voice_converted/T8P2Z1M9O9/default_14_18mo_42_000995__e4f0bfd6.wav,T8P2Z1M9O9,14_month,1,True,train
/orcd/scratch/orcd/008/manaal/child-adult-diarization/synth_results/voice_converted/T8P2Z1M9O9/default_14_18mo_42_000552__6915408e.wav,T8P2Z1M9O9,14_month,1,True,train
/orcd/scratch/orcd/008/manaal/child-adult-diarization/synth_results/voice_converted/T8P2Z1M9O9/default_14_18mo_42_001916__dbeff423.wav,T8P2Z1M9O9,14_month,1,True,train
/orcd/scratch/orcd/008/manaal/child-adult-diarization/synth_results/voice_converted/T8P2Z1M9O9/default_14_18mo_42_000269__e83f3a57.wav,T8P2Z1M9O9,14_month,1,True,train
/orcd/scratch/orcd/008/manaal/child-adult-diarization/synth_results/voice_converted/T8P2Z1M9O9/default_14_18mo_42_000503__a5a33514.wav,T8P2Z1M9O9,14_month,1,True,train
