system_name,split,n_clips,pos_rate,threshold_source,ba_tuned_threshold,f1_tuned_threshold,f1,f1_macro,f1_weighted,balanced_accuracy,precision,recall,auroc,auprc,f1_at_f1_tuned_threshold,balanced_accuracy_at_f1_tuned_threshold,trivial_f1,trivial_balanced_accuracy,predictions_path,status,regenerated_at
baselines/panns_baseline_runs/cnn14_cross_child_clean,seen_child_test,496,0.754,val-tuned-by-balanced-accuracy,0.6,0.05,0.8277,0.6648,0.7476,0.67,0.8402,0.8155,0.7198,0.8428,0.8546,0.6281,0.8598,0.5,/orcd/scratch/orcd/008/manaal/child-adult-diarization/baselines/panns_baseline_runs/cnn14_cross_child_clean/test_predictions.csv,OK,2026-05-13T03:26:13+00:00
baselines/parakeet_baseline_runs/parakeet_tdt_0.6b_v2,seen_child_test,441,0.7596,val-tuned-by-balanced-accuracy,0.65,0.26242424242424245,0.7744,0.4898,0.6376,0.4914,0.7557,0.794,0.4567,0.7315,0.8634,0.5,0.8634,0.5,/orcd/scratch/orcd/008/manaal/child-adult-diarization/baselines/parakeet_baseline_runs/parakeet_tdt_0.6b_v2/test_predictions.csv,OK,2026-05-13T03:26:13+00:00
baselines/parakeet_baseline_runs/parakeet_tdt_0.6b_v2_cross_child,seen_child_test,496,0.754,val-tuned-by-balanced-accuracy,0.75,0.21787878787878787,0.6381,0.4302,0.5358,0.4322,0.7129,0.5775,0.4191,0.709,0.8598,0.5,0.8598,0.5,/orcd/scratch/orcd/008/manaal/child-adult-diarization/baselines/parakeet_baseline_runs/parakeet_tdt_0.6b_v2_cross_child/test_predictions.csv,OK,2026-05-13T03:26:13+00:00
baselines/raw_ecapa_baseline_runs/max,seen_child_test,441,0.7596,val-tuned-by-balanced-accuracy,0.6,0.25,0.632,0.5282,0.5821,0.5981,0.8374,0.5075,0.6526,0.8221,0.8642,0.5223,0.8634,0.5,/orcd/scratch/orcd/008/manaal/child-adult-diarization/baselines/raw_ecapa_baseline_runs/max/test_predictions.csv,OK,2026-05-13T03:26:13+00:00
baselines/raw_ecapa_baseline_runs/mean,seen_child_test,441,0.7596,val-tuned-by-balanced-accuracy,0.5,0.05,0.095,0.2383,0.1639,0.4971,0.7391,0.0507,0.5426,0.7693,0.8635,0.5144,0.8634,0.5,/orcd/scratch/orcd/008/manaal/child-adult-diarization/baselines/raw_ecapa_baseline_runs/mean/test_predictions.csv,OK,2026-05-13T03:26:13+00:00
baselines/raw_ecapa_baseline_runs/top3,seen_child_test,441,0.7596,val-tuned-by-balanced-accuracy,0.6,0.25,0.5145,0.4648,0.4906,0.5766,0.8435,0.3701,0.6447,0.8161,0.8665,0.5318,0.8634,0.5,/orcd/scratch/orcd/008/manaal/child-adult-diarization/baselines/raw_ecapa_baseline_runs/top3/test_predictions.csv,OK,2026-05-13T03:26:13+00:00
baselines/scene_analysis_runs/ast,all_children_coverage,3314,0.7426,val-tuned-by-balanced-accuracy,0.05,0.05,0.7716,0.652,0.71,0.6884,0.8624,0.6981,0.7397,0.8805,0.7716,0.6884,0.8523,0.5,/orcd/scratch/orcd/008/manaal/child-adult-diarization/baselines/scene_analysis_runs/ast/test_all_predictions.csv,OK,2026-05-13T03:26:13+00:00
baselines/scene_analysis_runs/ast,seen_child_test,635,0.7575,val-tuned-by-balanced-accuracy,0.05,0.05,0.7453,0.6094,0.6794,0.6498,0.8507,0.6632,0.6904,0.8687,0.7453,0.6498,0.862,0.5,/orcd/scratch/orcd/008/manaal/child-adult-diarization/baselines/scene_analysis_runs/ast/test_predictions.csv,OK,2026-05-13T03:26:13+00:00
baselines/scene_analysis_runs/yamnet,all_children_coverage,3314,0.7426,val-tuned-by-balanced-accuracy,0.05,0.05,0.6264,0.5738,0.5993,0.6806,0.9239,0.4738,0.8066,0.9098,0.6264,0.6806,0.8523,0.5,/orcd/scratch/orcd/008/manaal/child-adult-diarization/baselines/scene_analysis_runs/yamnet/test_all_predictions.csv,OK,2026-05-13T03:26:13+00:00
baselines/scene_analysis_runs/yamnet,seen_child_test,635,0.7575,val-tuned-by-balanced-accuracy,0.05,0.05,0.5882,0.5297,0.5599,0.6436,0.9013,0.4366,0.766,0.8992,0.5882,0.6436,0.862,0.5,/orcd/scratch/orcd/008/manaal/child-adult-diarization/baselines/scene_analysis_runs/yamnet/test_predictions.csv,OK,2026-05-13T03:26:13+00:00
baselines/vad_baseline_runs/energy,seen_child_test,441,0.7596,val-tuned-by-balanced-accuracy,0.3,0.05,0.7179,0.4901,0.6084,0.4927,0.7558,0.6836,0.4284,0.6939,0.8564,0.5181,0.8634,0.5,/orcd/scratch/orcd/008/manaal/child-adult-diarization/baselines/vad_baseline_runs/energy/test_predictions.csv,OK,2026-05-13T03:26:13+00:00
baselines/vad_baseline_runs/energy_cross_child,seen_child_test,496,0.754,val-tuned-by-balanced-accuracy,0.25,0.05,0.7791,0.5528,0.6678,0.553,0.7802,0.7781,0.5021,0.729,0.8632,0.5343,0.8598,0.5,/orcd/scratch/orcd/008/manaal/child-adult-diarization/baselines/vad_baseline_runs/energy_cross_child/test_predictions.csv,OK,2026-05-13T03:26:13+00:00
baselines/vad_baseline_runs/silero,seen_child_test,441,0.7596,val-tuned-by-balanced-accuracy,0.05,0.05,0.7339,0.5763,0.6581,0.6049,0.8222,0.6627,0.6221,0.802,0.7339,0.6049,0.8634,0.5,/orcd/scratch/orcd/008/manaal/child-adult-diarization/baselines/vad_baseline_runs/silero/test_predictions.csv,OK,2026-05-13T03:26:13+00:00
baselines/vad_baseline_runs/silero_cross_child,seen_child_test,496,0.754,val-tuned-by-balanced-accuracy,0.3,0.05,0.5571,0.4915,0.5249,0.5856,0.8387,0.4171,0.6045,0.7925,0.7472,0.5605,0.8598,0.5,/orcd/scratch/orcd/008/manaal/child-adult-diarization/baselines/vad_baseline_runs/silero_cross_child/test_predictions.csv,OK,2026-05-13T03:26:13+00:00
eend_eda_ecapa_enrollment_runs,seen_child_test,441,0.7596,val-tuned-by-balanced-accuracy,0.2,0.1,0.8,0.5283,0.6694,0.5281,0.7722,0.8299,0.5214,0.7674,0.8408,0.5319,0.8634,0.5,/orcd/scratch/orcd/008/manaal/child-adult-diarization/eend_eda_ecapa_enrollment_runs/enroll_test_predictions.csv,OK,2026-05-13T03:26:19+00:00
eend_eda_ecapa_enrollment_runs_cross_child,seen_child_test,496,0.754,val-tuned-by-balanced-accuracy,0.5,0.5,0.0,0.1974,0.0971,0.5,0.0,0.0,0.5,0.754,0.0,0.5,0.8598,0.5,/orcd/scratch/orcd/008/manaal/child-adult-diarization/eend_eda_ecapa_enrollment_runs_cross_child/enroll_test_predictions.csv,OK,2026-05-13T03:26:20+00:00
eend_eda_ecapa_enrollment_runs_kfold3_f0,seen_child_test,795,0.7346,val-tuned-by-balanced-accuracy,0.15,0.1,0.8216,0.5688,0.6874,0.5667,0.7651,0.887,0.5506,0.7438,0.8351,0.5688,0.847,0.5,/orcd/scratch/orcd/008/manaal/child-adult-diarization/eend_eda_ecapa_enrollment_runs_kfold3_f0/enroll_test_predictions.csv,OK,2026-05-13T03:26:14+00:00
eend_eda_ecapa_enrollment_runs_kfold3_f1,seen_child_test,725,0.731,val-tuned-by-balanced-accuracy,0.15,0.1,0.8007,0.5118,0.6453,0.5205,0.7404,0.8717,0.5148,0.7385,0.8132,0.5186,0.8446,0.5,/orcd/scratch/orcd/008/manaal/child-adult-diarization/eend_eda_ecapa_enrollment_runs_kfold3_f1/enroll_test_predictions.csv,OK,2026-05-13T03:26:14+00:00
eend_eda_ecapa_enrollment_runs_kfold3_f2,seen_child_test,663,0.7602,val-tuned-by-balanced-accuracy,0.2,0.1,0.8193,0.5884,0.7085,0.5842,0.7985,0.8413,0.5644,0.7909,0.8485,0.5619,0.8638,0.5,/orcd/scratch/orcd/008/manaal/child-adult-diarization/eend_eda_ecapa_enrollment_runs_kfold3_f2/enroll_test_predictions.csv,OK,2026-05-13T03:26:14+00:00
evaluation/cross_child_babar_role_only,seen_child_test,496,0.754,val-tuned-by-balanced-accuracy,0.05,0.05,0.8241,0.7331,0.7793,0.7966,0.9416,0.7326,0.8578,0.9372,0.8241,0.7966,0.8598,0.5,/orcd/scratch/orcd/008/manaal/child-adult-diarization/evaluation/cross_child_babar_role_only/test_predictions.csv,OK,2026-05-13T03:26:14+00:00
evaluation/cross_child_vtc_kchi_role_only,seen_child_test,496,0.754,val-tuned-by-balanced-accuracy,0.05,0.05,0.8551,0.7673,0.8119,0.8207,0.945,0.7807,0.8897,0.951,0.8551,0.8207,0.8598,0.5,/orcd/scratch/orcd/008/manaal/child-adult-diarization/evaluation/cross_child_vtc_kchi_role_only/test_predictions.csv,OK,2026-05-13T03:26:14+00:00
evaluation/cross_child_vtc_role_only,seen_child_test,496,0.754,val-tuned-by-balanced-accuracy,0.05,0.05,0.8774,0.7643,0.8217,0.7747,0.8944,0.861,0.8191,0.9015,0.8774,0.7747,0.8598,0.5,/orcd/scratch/orcd/008/manaal/child-adult-diarization/evaluation/cross_child_vtc_role_only/test_predictions.csv,OK,2026-05-13T03:26:14+00:00
joint_asr_diar_ecapa_enrollment_runs,seen_child_test,441,0.7596,val-tuned-by-balanced-accuracy,0.2,0.1,0.694,0.5782,0.6383,0.6401,0.859,0.5821,0.6631,0.8404,0.7516,0.6216,0.8634,0.5,/orcd/scratch/orcd/008/manaal/child-adult-diarization/joint_asr_diar_ecapa_enrollment_runs/enroll_test_predictions.csv,OK,2026-05-13T03:26:20+00:00
joint_asr_diar_sails_runs,seen_child_test,441,0.7596,val-tuned-by-balanced-accuracy,0.1,0.0,0.6223,0.4891,0.5583,0.5318,0.7828,0.5164,0.5542,0.7766,0.8634,0.5,0.8634,0.5,/orcd/scratch/orcd/008/manaal/child-adult-diarization/joint_asr_diar_sails_runs/test_predictions.csv,OK,2026-05-13T03:26:14+00:00
mil/mil_results/hubert_large_mil,seen_child_test,441,0.7596,val-tuned-by-balanced-accuracy,0.7,0.55,0.8636,0.6622,0.7668,0.6471,0.8238,0.9075,0.748,0.8853,0.8779,0.5966,0.8634,0.5,/orcd/scratch/orcd/008/manaal/child-adult-diarization/mil/mil_results/hubert_large_mil/test_predictions.csv,OK,2026-05-13T03:26:16+00:00
mil/mil_results/hubert_large_mil_layersum,seen_child_test,441,0.7596,val-tuned-by-balanced-accuracy,0.85,0.5,0.8157,0.6978,0.759,0.7411,0.8993,0.7463,0.8128,0.9198,0.8784,0.6077,0.8634,0.5,/orcd/scratch/orcd/008/manaal/child-adult-diarization/mil/mil_results/hubert_large_mil_layersum/test_predictions.csv,OK,2026-05-13T03:26:16+00:00
mil/mil_results/seg_conditioned_mil,seen_child_test,441,0.7596,val-tuned-by-balanced-accuracy,0.9,0.6,0.8034,0.7081,0.7576,0.78,0.94,0.7015,0.8568,0.9501,0.8776,0.7454,0.8634,0.5,/orcd/scratch/orcd/008/manaal/child-adult-diarization/mil/mil_results/seg_conditioned_mil/test_predictions.csv,OK,2026-05-13T03:26:16+00:00
mil/mil_results/seg_mil/babar_vtc_attention,seen_child_test,441,0.7596,val-tuned-by-balanced-accuracy,0.7,0.55,0.8507,0.6993,0.7779,0.7039,0.8598,0.8418,0.79,0.9193,0.8798,0.6268,0.8634,0.5,/orcd/scratch/orcd/008/manaal/child-adult-diarization/mil/mil_results/seg_mil/babar_vtc_attention/test_predictions.csv,OK,2026-05-13T03:26:14+00:00
mil/mil_results/seg_mil/babar_vtc_auto_pool,seen_child_test,441,0.7596,val-tuned-by-balanced-accuracy,0.75,0.55,0.8098,0.6917,0.753,0.7366,0.8982,0.7373,0.8127,0.9226,0.8849,0.6601,0.8634,0.5,/orcd/scratch/orcd/008/manaal/child-adult-diarization/mil/mil_results/seg_mil/babar_vtc_auto_pool/test_predictions.csv,OK,2026-05-13T03:26:15+00:00
mil/mil_results/seg_mil/babar_vtc_dsmil,seen_child_test,441,0.7596,val-tuned-by-balanced-accuracy,0.7,0.35,0.8527,0.7337,0.7955,0.7597,0.8977,0.8119,0.815,0.9265,0.8634,0.5,0.8634,0.5,/orcd/scratch/orcd/008/manaal/child-adult-diarization/mil/mil_results/seg_mil/babar_vtc_dsmil/test_predictions.csv,OK,2026-05-13T03:26:15+00:00
mil/mil_results/seg_mil/babar_vtc_exp_softmax_pool,seen_child_test,441,0.7596,val-tuned-by-balanced-accuracy,0.75,0.55,0.8197,0.7076,0.7658,0.7552,0.9091,0.7463,0.8161,0.9243,0.8768,0.6558,0.8634,0.5,/orcd/scratch/orcd/008/manaal/child-adult-diarization/mil/mil_results/seg_mil/babar_vtc_exp_softmax_pool/test_predictions.csv,OK,2026-05-13T03:26:15+00:00
mil/mil_results/seg_mil/babar_vtc_gated_attention,seen_child_test,441,0.7596,val-tuned-by-balanced-accuracy,0.75,0.5,0.813,0.6911,0.7544,0.7316,0.8929,0.7463,0.808,0.9269,0.8743,0.6464,0.8634,0.5,/orcd/scratch/orcd/008/manaal/child-adult-diarization/mil/mil_results/seg_mil/babar_vtc_gated_attention/test_predictions.csv,OK,2026-05-13T03:26:14+00:00
mil/mil_results/seg_mil/babar_vtc_gmap,seen_child_test,441,0.7596,val-tuned-by-balanced-accuracy,0.7,0.55,0.8455,0.693,0.7722,0.6994,0.8585,0.8328,0.7934,0.9184,0.8795,0.63,0.8634,0.5,/orcd/scratch/orcd/008/manaal/child-adult-diarization/mil/mil_results/seg_mil/babar_vtc_gmap/test_predictions.csv,OK,2026-05-13T03:26:15+00:00
mil/mil_results/seg_mil/babar_vtc_max,seen_child_test,441,0.7596,val-tuned-by-balanced-accuracy,0.75,0.4,0.7848,0.6586,0.7241,0.7028,0.881,0.7075,0.7746,0.9101,0.8635,0.5288,0.8634,0.5,/orcd/scratch/orcd/008/manaal/child-adult-diarization/mil/mil_results/seg_mil/babar_vtc_max/test_predictions.csv,OK,2026-05-13T03:26:14+00:00
mil/mil_results/seg_mil/babar_vtc_mean,seen_child_test,441,0.7596,val-tuned-by-balanced-accuracy,0.75,0.6,0.8033,0.6811,0.7445,0.7242,0.8909,0.7313,0.7926,0.9101,0.8837,0.6554,0.8634,0.5,/orcd/scratch/orcd/008/manaal/child-adult-diarization/mil/mil_results/seg_mil/babar_vtc_mean/test_predictions.csv,OK,2026-05-13T03:26:14+00:00
mil/mil_results/seg_mil/babar_vtc_noisy_or,seen_child_test,441,0.7596,val-tuned-by-balanced-accuracy,0.5,0.05,0.8634,0.4317,0.6559,0.5,0.7596,1.0,0.2956,0.6385,0.8634,0.5,0.8634,0.5,/orcd/scratch/orcd/008/manaal/child-adult-diarization/mil/mil_results/seg_mil/babar_vtc_noisy_or/test_predictions.csv,OK,2026-05-13T03:26:14+00:00
mil/mil_results/seg_mil/babar_vtc_top_k,seen_child_test,441,0.7596,val-tuned-by-balanced-accuracy,0.7,0.5,0.8437,0.6909,0.7703,0.6979,0.858,0.8299,0.7864,0.9116,0.8813,0.6283,0.8634,0.5,/orcd/scratch/orcd/008/manaal/child-adult-diarization/mil/mil_results/seg_mil/babar_vtc_top_k/test_predictions.csv,OK,2026-05-13T03:26:14+00:00
mil/mil_results/seg_mil/babar_vtc_transformer,seen_child_test,441,0.7596,val-tuned-by-balanced-accuracy,0.6,0.45,0.7789,0.6467,0.7153,0.6871,0.8708,0.7045,0.7456,0.8884,0.8495,0.6848,0.8634,0.5,/orcd/scratch/orcd/008/manaal/child-adult-diarization/mil/mil_results/seg_mil/babar_vtc_transformer/test_predictions.csv,OK,2026-05-13T03:26:15+00:00
mil/mil_results/seg_mil/pyannote_attention,seen_child_test,441,0.7596,val-tuned-by-balanced-accuracy,0.9,0.75,0.7377,0.6025,0.6727,0.6461,0.8516,0.6507,0.6864,0.8548,0.8721,0.6194,0.8634,0.5,/orcd/scratch/orcd/008/manaal/child-adult-diarization/mil/mil_results/seg_mil/pyannote_attention/test_predictions.csv,OK,2026-05-13T03:26:15+00:00
mil/mil_results/seg_mil/pyannote_auto_pool,seen_child_test,441,0.7596,val-tuned-by-balanced-accuracy,0.7,0.65,0.8199,0.6009,0.7146,0.5972,0.8046,0.8358,0.6026,0.7971,0.8719,0.605,0.8634,0.5,/orcd/scratch/orcd/008/manaal/child-adult-diarization/mil/mil_results/seg_mil/pyannote_auto_pool/test_predictions.csv,OK,2026-05-13T03:26:15+00:00
mil/mil_results/seg_mil/pyannote_dsmil,seen_child_test,441,0.7596,val-tuned-by-balanced-accuracy,0.9,0.9,0.8731,0.6245,0.7536,0.6097,0.804,0.9552,0.6901,0.8571,0.8731,0.6097,0.8634,0.5,/orcd/scratch/orcd/008/manaal/child-adult-diarization/mil/mil_results/seg_mil/pyannote_dsmil/test_predictions.csv,OK,2026-05-13T03:26:15+00:00
mil/mil_results/seg_mil/pyannote_exp_softmax_pool,seen_child_test,441,0.7596,val-tuned-by-balanced-accuracy,0.95,0.95,0.8764,0.646,0.7656,0.6271,0.8117,0.9522,0.6675,0.8429,0.8764,0.6271,0.8634,0.5,/orcd/scratch/orcd/008/manaal/child-adult-diarization/mil/mil_results/seg_mil/pyannote_exp_softmax_pool/test_predictions.csv,OK,2026-05-13T03:26:15+00:00
mil/mil_results/seg_mil/pyannote_gated_attention,seen_child_test,441,0.7596,val-tuned-by-balanced-accuracy,0.95,0.9,0.864,0.645,0.7587,0.6295,0.8148,0.9194,0.689,0.8545,0.8747,0.6112,0.8634,0.5,/orcd/scratch/orcd/008/manaal/child-adult-diarization/mil/mil_results/seg_mil/pyannote_gated_attention/test_predictions.csv,OK,2026-05-13T03:26:15+00:00
mil/mil_results/seg_mil/pyannote_gmap,seen_child_test,441,0.7596,val-tuned-by-balanced-accuracy,0.65,0.6,0.8297,0.6148,0.7264,0.6093,0.8097,0.8507,0.6906,0.8562,0.874,0.6176,0.8634,0.5,/orcd/scratch/orcd/008/manaal/child-adult-diarization/mil/mil_results/seg_mil/pyannote_gmap/test_predictions.csv,OK,2026-05-13T03:26:15+00:00
mil/mil_results/seg_mil/pyannote_max,seen_child_test,441,0.7596,val-tuned-by-balanced-accuracy,0.95,0.9,0.8643,0.6259,0.7497,0.6119,0.8062,0.9313,0.7255,0.8813,0.8716,0.6082,0.8634,0.5,/orcd/scratch/orcd/008/manaal/child-adult-diarization/mil/mil_results/seg_mil/pyannote_max/test_predictions.csv,OK,2026-05-13T03:26:15+00:00
mil/mil_results/seg_mil/pyannote_mean,seen_child_test,441,0.7596,val-tuned-by-balanced-accuracy,0.7,0.65,0.8199,0.6009,0.7146,0.5972,0.8046,0.8358,0.6018,0.7965,0.8719,0.605,0.8634,0.5,/orcd/scratch/orcd/008/manaal/child-adult-diarization/mil/mil_results/seg_mil/pyannote_mean/test_predictions.csv,OK,2026-05-13T03:26:15+00:00
mil/mil_results/seg_mil/pyannote_noisy_or,seen_child_test,441,0.7596,val-tuned-by-balanced-accuracy,0.5,0.05,0.8634,0.4317,0.6559,0.5,0.7596,1.0,0.3064,0.6461,0.8634,0.5,0.8634,0.5,/orcd/scratch/orcd/008/manaal/child-adult-diarization/mil/mil_results/seg_mil/pyannote_noisy_or/test_predictions.csv,OK,2026-05-13T03:26:15+00:00
mil/mil_results/seg_mil/pyannote_top_k,seen_child_test,441,0.7596,val-tuned-by-balanced-accuracy,0.7,0.55,0.8362,0.6117,0.7283,0.6041,0.8061,0.8687,0.5843,0.7891,0.873,0.5953,0.8634,0.5,/orcd/scratch/orcd/008/manaal/child-adult-diarization/mil/mil_results/seg_mil/pyannote_top_k/test_predictions.csv,OK,2026-05-13T03:26:15+00:00
mil/mil_results/seg_mil/pyannote_transformer,seen_child_test,441,0.7596,val-tuned-by-balanced-accuracy,0.5,0.1,0.873,0.6055,0.7444,0.5953,0.7975,0.9642,0.5692,0.7779,0.873,0.5953,0.8634,0.5,/orcd/scratch/orcd/008/manaal/child-adult-diarization/mil/mil_results/seg_mil/pyannote_transformer/test_predictions.csv,OK,2026-05-13T03:26:15+00:00
mil/mil_results/seg_mil/usc_sail_attention,seen_child_test,441,0.7596,val-tuned-by-balanced-accuracy,0.9,0.5,0.8485,0.5717,0.7154,0.5682,0.7877,0.9194,0.5979,0.7989,0.8714,0.5474,0.8634,0.5,/orcd/scratch/orcd/008/manaal/child-adult-diarization/mil/mil_results/seg_mil/usc_sail_attention/test_predictions.csv,OK,2026-05-13T03:26:15+00:00
mil/mil_results/seg_mil/usc_sail_auto_pool,seen_child_test,441,0.7596,val-tuned-by-balanced-accuracy,0.95,0.55,0.8707,0.5402,0.7118,0.5539,0.7801,0.9851,0.5416,0.7609,0.8714,0.5474,0.8634,0.5,/orcd/scratch/orcd/008/manaal/child-adult-diarization/mil/mil_results/seg_mil/usc_sail_auto_pool/test_predictions.csv,OK,2026-05-13T03:26:15+00:00
mil/mil_results/seg_mil/usc_sail_dsmil,seen_child_test,441,0.7596,val-tuned-by-balanced-accuracy,0.95,0.85,0.8373,0.5597,0.7039,0.5577,0.7839,0.8985,0.6058,0.8081,0.8719,0.5586,0.8634,0.5,/orcd/scratch/orcd/008/manaal/child-adult-diarization/mil/mil_results/seg_mil/usc_sail_dsmil/test_predictions.csv,OK,2026-05-13T03:26:15+00:00
mil/mil_results/seg_mil/usc_sail_exp_softmax_pool,seen_child_test,441,0.7596,val-tuned-by-balanced-accuracy,0.95,0.55,0.8704,0.5463,0.7146,0.5571,0.7815,0.9821,0.5707,0.7759,0.8714,0.5474,0.8634,0.5,/orcd/scratch/orcd/008/manaal/child-adult-diarization/mil/mil_results/seg_mil/usc_sail_exp_softmax_pool/test_predictions.csv,OK,2026-05-13T03:26:15+00:00
mil/mil_results/seg_mil/usc_sail_gated_attention,seen_child_test,441,0.7596,val-tuned-by-balanced-accuracy,0.9,0.5,0.8087,0.5606,0.6894,0.5579,0.7859,0.8328,0.6005,0.7967,0.8714,0.5474,0.8634,0.5,/orcd/scratch/orcd/008/manaal/child-adult-diarization/mil/mil_results/seg_mil/usc_sail_gated_attention/test_predictions.csv,OK,2026-05-13T03:26:15+00:00
mil/mil_results/seg_mil/usc_sail_gmap,seen_child_test,441,0.7596,val-tuned-by-balanced-accuracy,0.8,0.55,0.8217,0.5655,0.6985,0.5619,0.7869,0.8597,0.6102,0.8087,0.8714,0.5474,0.8634,0.5,/orcd/scratch/orcd/008/manaal/child-adult-diarization/mil/mil_results/seg_mil/usc_sail_gmap/test_predictions.csv,OK,2026-05-13T03:26:15+00:00
mil/mil_results/seg_mil/usc_sail_max,seen_child_test,441,0.7596,val-tuned-by-balanced-accuracy,0.8,0.65,0.8348,0.6205,0.7318,0.6138,0.8113,0.8597,0.7008,0.8756,0.8742,0.568,0.8634,0.5,/orcd/scratch/orcd/008/manaal/child-adult-diarization/mil/mil_results/seg_mil/usc_sail_max/test_predictions.csv,OK,2026-05-13T03:26:15+00:00
mil/mil_results/seg_mil/usc_sail_mean,seen_child_test,441,0.7596,val-tuned-by-balanced-accuracy,0.95,0.4,0.8707,0.5402,0.7118,0.5539,0.7801,0.9851,0.501,0.74,0.8714,0.5474,0.8634,0.5,/orcd/scratch/orcd/008/manaal/child-adult-diarization/mil/mil_results/seg_mil/usc_sail_mean/test_predictions.csv,OK,2026-05-13T03:26:15+00:00
mil/mil_results/seg_mil/usc_sail_noisy_or,seen_child_test,441,0.7596,val-tuned-by-balanced-accuracy,0.5,0.05,0.8634,0.4317,0.6559,0.5,0.7596,1.0,0.3067,0.6472,0.8634,0.5,0.8634,0.5,/orcd/scratch/orcd/008/manaal/child-adult-diarization/mil/mil_results/seg_mil/usc_sail_noisy_or/test_predictions.csv,OK,2026-05-13T03:26:15+00:00
mil/mil_results/seg_mil/usc_sail_top_k,seen_child_test,441,0.7596,val-tuned-by-balanced-accuracy,0.95,0.45,0.8685,0.5505,0.7157,0.5588,0.7823,0.9761,0.4908,0.7361,0.8714,0.5474,0.8634,0.5,/orcd/scratch/orcd/008/manaal/child-adult-diarization/mil/mil_results/seg_mil/usc_sail_top_k/test_predictions.csv,OK,2026-05-13T03:26:15+00:00
mil/mil_results/seg_mil/usc_sail_transformer,seen_child_test,441,0.7596,val-tuned-by-balanced-accuracy,0.5,0.25,0.8714,0.5274,0.706,0.5474,0.7775,0.991,0.5178,0.7888,0.8714,0.5474,0.8634,0.5,/orcd/scratch/orcd/008/manaal/child-adult-diarization/mil/mil_results/seg_mil/usc_sail_transformer/test_predictions.csv,OK,2026-05-13T03:26:15+00:00
mil/mil_results/seg_mil/vbx_attention,seen_child_test,441,0.7596,val-tuned-by-balanced-accuracy,0.75,0.55,0.8173,0.6877,0.755,0.7202,0.8824,0.7612,0.7913,0.917,0.875,0.64,0.8634,0.5,/orcd/scratch/orcd/008/manaal/child-adult-diarization/mil/mil_results/seg_mil/vbx_attention/test_predictions.csv,OK,2026-05-13T03:26:15+00:00
mil/mil_results/seg_mil/vbx_auto_pool,seen_child_test,441,0.7596,val-tuned-by-balanced-accuracy,0.75,0.55,0.809,0.6748,0.7445,0.7063,0.875,0.7522,0.7755,0.8998,0.8697,0.6099,0.8634,0.5,/orcd/scratch/orcd/008/manaal/child-adult-diarization/mil/mil_results/seg_mil/vbx_auto_pool/test_predictions.csv,OK,2026-05-13T03:26:15+00:00
mil/mil_results/seg_mil/vbx_dsmil,seen_child_test,441,0.7596,val-tuned-by-balanced-accuracy,0.75,0.55,0.8058,0.6756,0.7432,0.7113,0.8799,0.7433,0.7924,0.9181,0.8729,0.6273,0.8634,0.5,/orcd/scratch/orcd/008/manaal/child-adult-diarization/mil/mil_results/seg_mil/vbx_dsmil/test_predictions.csv,OK,2026-05-13T03:26:16+00:00
mil/mil_results/seg_mil/vbx_exp_softmax_pool,seen_child_test,441,0.7596,val-tuned-by-balanced-accuracy,0.75,0.6,0.8,0.6568,0.7312,0.6845,0.8621,0.7463,0.7828,0.9076,0.8768,0.6558,0.8634,0.5,/orcd/scratch/orcd/008/manaal/child-adult-diarization/mil/mil_results/seg_mil/vbx_exp_softmax_pool/test_predictions.csv,OK,2026-05-13T03:26:16+00:00
mil/mil_results/seg_mil/vbx_gated_attention,seen_child_test,441,0.7596,val-tuned-by-balanced-accuracy,0.8,0.55,0.7026,0.6187,0.6623,0.7161,0.931,0.5642,0.7897,0.9164,0.8741,0.632,0.8634,0.5,/orcd/scratch/orcd/008/manaal/child-adult-diarization/mil/mil_results/seg_mil/vbx_gated_attention/test_predictions.csv,OK,2026-05-13T03:26:15+00:00
mil/mil_results/seg_mil/vbx_gmap,seen_child_test,441,0.7596,val-tuned-by-balanced-accuracy,0.7,0.55,0.852,0.6936,0.7759,0.6942,0.8533,0.8507,0.7822,0.9068,0.8712,0.6114,0.8634,0.5,/orcd/scratch/orcd/008/manaal/child-adult-diarization/mil/mil_results/seg_mil/vbx_gmap/test_predictions.csv,OK,2026-05-13T03:26:16+00:00
mil/mil_results/seg_mil/vbx_max,seen_child_test,441,0.7596,val-tuned-by-balanced-accuracy,0.65,0.5,0.8571,0.6897,0.7766,0.6843,0.8459,0.8687,0.8024,0.9201,0.8764,0.6271,0.8634,0.5,/orcd/scratch/orcd/008/manaal/child-adult-diarization/mil/mil_results/seg_mil/vbx_max/test_predictions.csv,OK,2026-05-13T03:26:15+00:00
mil/mil_results/seg_mil/vbx_mean,seen_child_test,441,0.7596,val-tuned-by-balanced-accuracy,0.75,0.55,0.7915,0.657,0.7268,0.6929,0.871,0.7254,0.7635,0.8885,0.8685,0.6052,0.8634,0.5,/orcd/scratch/orcd/008/manaal/child-adult-diarization/mil/mil_results/seg_mil/vbx_mean/test_predictions.csv,OK,2026-05-13T03:26:15+00:00
