system_name,split,n_clips,pos_rate,threshold_source,tuned_threshold,f1,f1_macro,f1_weighted,balanced_accuracy,precision,recall,auroc,auprc,trivial_f1,trivial_f1_macro,trivial_balanced_accuracy,predictions_path,metrics_json_path,status,regenerated_at
baselines/baseline_results/wavlm_mean,seen_child_test,496,0.754,val-tuned,0.4699999999999999,0.8699,0.6016,0.7379,0.5933,0.7917,0.9652,0.7951,0.9226,0.8598,0.4299,0.5,/orcd/scratch/orcd/008/manaal/child-adult-diarization/baselines/baseline_results/wavlm_mean/test_predictions.csv,/orcd/scratch/orcd/008/manaal/child-adult-diarization/baselines/baseline_results/wavlm_mean/test_metrics_tuned.json,OK,2026-05-13T02:26:53+00:00
baselines/baseline_results/wavlm_stats_lw,seen_child_test,496,0.754,val-tuned,0.08,0.8628,0.4844,0.6767,0.5247,0.7634,0.992,0.7966,0.9146,0.8598,0.4299,0.5,/orcd/scratch/orcd/008/manaal/child-adult-diarization/baselines/baseline_results/wavlm_stats_lw/test_predictions.csv,/orcd/scratch/orcd/008/manaal/child-adult-diarization/baselines/baseline_results/wavlm_stats_lw/test_metrics_tuned.json,OK,2026-05-13T02:26:54+00:00
baselines/baseline_results/whisper_attn,seen_child_test,496,0.754,val-tuned,0.5399999999999999,0.8817,0.7368,0.8104,0.7237,0.8582,0.9064,0.8498,0.9473,0.8598,0.4299,0.5,/orcd/scratch/orcd/008/manaal/child-adult-diarization/baselines/baseline_results/whisper_attn/test_predictions.csv,/orcd/scratch/orcd/008/manaal/child-adult-diarization/baselines/baseline_results/whisper_attn/test_metrics_tuned.json,OK,2026-05-13T02:26:53+00:00
baselines/baseline_results/whisper_attn_aug,seen_child_test,496,0.754,val-tuned,0.625,0.8684,0.7187,0.7948,0.7117,0.8549,0.8824,0.8518,0.9484,0.8598,0.4299,0.5,/orcd/scratch/orcd/008/manaal/child-adult-diarization/baselines/baseline_results/whisper_attn_aug/test_predictions.csv,/orcd/scratch/orcd/008/manaal/child-adult-diarization/baselines/baseline_results/whisper_attn_aug/test_metrics_tuned.json,OK,2026-05-13T02:26:54+00:00
baselines/baseline_results/whisper_attn_aug_ptt,seen_child_test,496,0.754,val-tuned,0.4549999999999999,0.8782,0.7255,0.8031,0.7114,0.8518,0.9064,0.8478,0.9456,0.8598,0.4299,0.5,/orcd/scratch/orcd/008/manaal/child-adult-diarization/baselines/baseline_results/whisper_attn_aug_ptt/test_predictions.csv,/orcd/scratch/orcd/008/manaal/child-adult-diarization/baselines/baseline_results/whisper_attn_aug_ptt/test_metrics_tuned.json,OK,2026-05-13T02:26:54+00:00
baselines/baseline_results/whisper_attn_lw,seen_child_test,496,0.754,val-tuned,0.73,0.8498,0.586,0.72,0.5801,0.7877,0.9225,0.6448,0.8151,0.8598,0.4299,0.5,/orcd/scratch/orcd/008/manaal/child-adult-diarization/baselines/baseline_results/whisper_attn_lw/test_predictions.csv,/orcd/scratch/orcd/008/manaal/child-adult-diarization/baselines/baseline_results/whisper_attn_lw/test_metrics_tuned.json,OK,2026-05-13T02:26:54+00:00
baselines/baseline_results/whisper_attn_ptt,seen_child_test,496,0.754,val-tuned,0.4699999999999999,0.8737,0.7299,0.803,0.7225,0.8601,0.8877,0.8558,0.9507,0.8598,0.4299,0.5,/orcd/scratch/orcd/008/manaal/child-adult-diarization/baselines/baseline_results/whisper_attn_ptt/test_predictions.csv,/orcd/scratch/orcd/008/manaal/child-adult-diarization/baselines/baseline_results/whisper_attn_ptt/test_metrics_tuned.json,OK,2026-05-13T02:26:54+00:00
baselines/baseline_results/whisper_attn_unfreeze2,seen_child_test,496,0.754,val-tuned,0.075,0.8775,0.6835,0.7821,0.6619,0.8239,0.9385,0.8285,0.922,0.8598,0.4299,0.5,/orcd/scratch/orcd/008/manaal/child-adult-diarization/baselines/baseline_results/whisper_attn_unfreeze2/test_predictions.csv,/orcd/scratch/orcd/008/manaal/child-adult-diarization/baselines/baseline_results/whisper_attn_unfreeze2/test_metrics_tuned.json,OK,2026-05-13T02:26:54+00:00
baselines/baseline_results/whisper_mean,seen_child_test,496,0.754,val-tuned,0.3749999999999999,0.8837,0.7354,0.8108,0.7195,0.855,0.9144,0.8567,0.9509,0.8598,0.4299,0.5,/orcd/scratch/orcd/008/manaal/child-adult-diarization/baselines/baseline_results/whisper_mean/test_predictions.csv,/orcd/scratch/orcd/008/manaal/child-adult-diarization/baselines/baseline_results/whisper_mean/test_metrics_tuned.json,OK,2026-05-13T02:26:53+00:00
baselines/baseline_results/whisper_stats_lw,seen_child_test,496,0.754,val-tuned,0.5,0.8627,0.6132,0.74,0.6017,0.7964,0.9412,0.8183,0.9361,0.8598,0.4299,0.5,/orcd/scratch/orcd/008/manaal/child-adult-diarization/baselines/baseline_results/whisper_stats_lw/test_predictions.csv,/orcd/scratch/orcd/008/manaal/child-adult-diarization/baselines/baseline_results/whisper_stats_lw/test_metrics_tuned.json,OK,2026-05-13T02:26:54+00:00
baselines/clap_baseline_runs/clap_htsat_fused,seen_child_test,441,0.7596,val-tuned,0.45,0.8634,0.4317,0.6559,0.5,0.7596,1.0,0.7231,0.865,0.8634,0.4317,0.5,/orcd/scratch/orcd/008/manaal/child-adult-diarization/baselines/clap_baseline_runs/clap_htsat_fused/test_predictions.csv,/orcd/scratch/orcd/008/manaal/child-adult-diarization/baselines/clap_baseline_runs/clap_htsat_fused/test_metrics_tuned.json,OK,2026-05-13T02:26:54+00:00
baselines/clap_baseline_runs/clap_htsat_fused_cross_child,seen_child_test,496,0.754,val-tuned,0.45,0.8608,0.4385,0.653,0.5041,0.7556,1.0,0.653,0.8341,0.8598,0.4299,0.5,/orcd/scratch/orcd/008/manaal/child-adult-diarization/baselines/clap_baseline_runs/clap_htsat_fused_cross_child/test_predictions.csv,/orcd/scratch/orcd/008/manaal/child-adult-diarization/baselines/clap_baseline_runs/clap_htsat_fused_cross_child/test_metrics_tuned.json,OK,2026-05-13T02:26:54+00:00
baselines/ecapa_adapter_baseline_runs,seen_child_test,441,0.7596,val-tuned,0.05,0.7774,0.6494,0.7159,0.6936,0.8764,0.6985,0.718,0.8777,0.8634,0.4317,0.5,/orcd/scratch/orcd/008/manaal/child-adult-diarization/baselines/ecapa_adapter_baseline_runs/test_predictions.csv,/orcd/scratch/orcd/008/manaal/child-adult-diarization/baselines/ecapa_adapter_baseline_runs/test_metrics_tuned.json,OK,2026-05-13T02:26:54+00:00
baselines/panns_baseline_runs/cnn14,seen_child_test,441,0.7596,val-tuned,0.05,0.8791,0.7021,0.794,0.6829,0.8397,0.9224,0.7646,0.8904,0.8634,0.4317,0.5,/orcd/scratch/orcd/008/manaal/child-adult-diarization/baselines/panns_baseline_runs/cnn14/test_predictions.csv,/orcd/scratch/orcd/008/manaal/child-adult-diarization/baselines/panns_baseline_runs/cnn14/test_metrics_tuned.json,OK,2026-05-13T02:26:54+00:00
baselines/panns_baseline_runs/cnn14_cross_child,seen_child_test,496,0.754,val-tuned,0.4,0.934,0.8602,0.8977,0.8503,0.9219,0.9465,0.8872,0.9323,0.8598,0.4299,0.5,/orcd/scratch/orcd/008/manaal/child-adult-diarization/baselines/panns_baseline_runs/cnn14_cross_child/test_predictions.csv,/orcd/scratch/orcd/008/manaal/child-adult-diarization/baselines/panns_baseline_runs/cnn14_cross_child/test_metrics_tuned.json,OK,2026-05-13T02:26:54+00:00
baselines/panns_baseline_runs/cnn14_cross_child_clean,seen_child_test,496,0.754,val-tuned,0.05,0.8546,0.6412,0.7496,0.6281,0.8106,0.9037,0.7198,0.8428,0.8598,0.4299,0.5,/orcd/scratch/orcd/008/manaal/child-adult-diarization/baselines/panns_baseline_runs/cnn14_cross_child_clean/test_predictions.csv,/orcd/scratch/orcd/008/manaal/child-adult-diarization/baselines/panns_baseline_runs/cnn14_cross_child_clean/test_metrics_tuned.json,OK,2026-05-13T02:26:54+00:00
baselines/parakeet_baseline_runs/parakeet_tdt_0.6b_v2,seen_child_test,441,0.7596,val-tuned,0.2624242424242424,0.8634,0.4317,0.6559,0.5,0.7596,1.0,0.4567,0.7315,0.8634,0.4317,0.5,/orcd/scratch/orcd/008/manaal/child-adult-diarization/baselines/parakeet_baseline_runs/parakeet_tdt_0.6b_v2/test_predictions.csv,/orcd/scratch/orcd/008/manaal/child-adult-diarization/baselines/parakeet_baseline_runs/parakeet_tdt_0.6b_v2/test_metrics_tuned.json,OK,2026-05-13T02:26:54+00:00
baselines/parakeet_baseline_runs/parakeet_tdt_0.6b_v2_cross_child,seen_child_test,496,0.754,val-tuned,0.2178787878787878,0.8598,0.4299,0.6483,0.5,0.754,1.0,0.4191,0.709,0.8598,0.4299,0.5,/orcd/scratch/orcd/008/manaal/child-adult-diarization/baselines/parakeet_baseline_runs/parakeet_tdt_0.6b_v2_cross_child/test_predictions.csv,/orcd/scratch/orcd/008/manaal/child-adult-diarization/baselines/parakeet_baseline_runs/parakeet_tdt_0.6b_v2_cross_child/test_metrics_tuned.json,OK,2026-05-13T02:26:54+00:00
baselines/raw_ecapa_baseline_runs/max,seen_child_test,441,0.7596,val-tuned,0.25,0.8642,0.4838,0.6814,0.5223,0.768,0.9881,0.6526,0.8221,0.8634,0.4317,0.5,/orcd/scratch/orcd/008/manaal/child-adult-diarization/baselines/raw_ecapa_baseline_runs/max/test_predictions.csv,/orcd/scratch/orcd/008/manaal/child-adult-diarization/baselines/raw_ecapa_baseline_runs/max/test_metrics_tuned.json,OK,2026-05-13T02:26:54+00:00
baselines/raw_ecapa_baseline_runs/mean,seen_child_test,441,0.7596,val-tuned,0.05,0.8635,0.4671,0.6729,0.5144,0.765,0.991,0.5426,0.7693,0.8634,0.4317,0.5,/orcd/scratch/orcd/008/manaal/child-adult-diarization/baselines/raw_ecapa_baseline_runs/mean/test_predictions.csv,/orcd/scratch/orcd/008/manaal/child-adult-diarization/baselines/raw_ecapa_baseline_runs/mean/test_metrics_tuned.json,OK,2026-05-13T02:26:54+00:00
baselines/raw_ecapa_baseline_runs/top3,seen_child_test,441,0.7596,val-tuned,0.25,0.8665,0.501,0.6908,0.5318,0.7716,0.9881,0.6447,0.8161,0.8634,0.4317,0.5,/orcd/scratch/orcd/008/manaal/child-adult-diarization/baselines/raw_ecapa_baseline_runs/top3/test_predictions.csv,/orcd/scratch/orcd/008/manaal/child-adult-diarization/baselines/raw_ecapa_baseline_runs/top3/test_metrics_tuned.json,OK,2026-05-13T02:26:54+00:00
baselines/scene_analysis_runs/ast,all_children_coverage,3314,0.7426,val-tuned,0.05,0.7716,0.652,0.71,0.6884,0.8624,0.6981,0.7397,0.8805,0.8523,0.4261,0.5,/orcd/scratch/orcd/008/manaal/child-adult-diarization/baselines/scene_analysis_runs/ast/test_all_predictions.csv,/orcd/scratch/orcd/008/manaal/child-adult-diarization/baselines/scene_analysis_runs/ast/test_all_metrics_tuned.json,OK,2026-05-13T02:26:54+00:00
baselines/scene_analysis_runs/ast,seen_child_test,635,0.7575,val-tuned,0.05,0.7453,0.6094,0.6794,0.6498,0.8507,0.6632,0.6904,0.8687,0.862,0.431,0.5,/orcd/scratch/orcd/008/manaal/child-adult-diarization/baselines/scene_analysis_runs/ast/test_predictions.csv,/orcd/scratch/orcd/008/manaal/child-adult-diarization/baselines/scene_analysis_runs/ast/test_metrics_tuned.json,OK,2026-05-13T02:26:54+00:00
baselines/scene_analysis_runs/yamnet,all_children_coverage,3314,0.7426,val-tuned,0.05,0.6264,0.5738,0.5993,0.6806,0.9239,0.4738,0.8066,0.9098,0.8523,0.4261,0.5,/orcd/scratch/orcd/008/manaal/child-adult-diarization/baselines/scene_analysis_runs/yamnet/test_all_predictions.csv,/orcd/scratch/orcd/008/manaal/child-adult-diarization/baselines/scene_analysis_runs/yamnet/test_all_metrics_tuned.json,OK,2026-05-13T02:26:54+00:00
baselines/scene_analysis_runs/yamnet,seen_child_test,635,0.7575,val-tuned,0.05,0.5882,0.5297,0.5599,0.6436,0.9013,0.4366,0.766,0.8992,0.862,0.431,0.5,/orcd/scratch/orcd/008/manaal/child-adult-diarization/baselines/scene_analysis_runs/yamnet/test_predictions.csv,/orcd/scratch/orcd/008/manaal/child-adult-diarization/baselines/scene_analysis_runs/yamnet/test_metrics_tuned.json,OK,2026-05-13T02:26:54+00:00
baselines/vad_baseline_runs/energy,seen_child_test,441,0.7596,val-tuned,0.05,0.8564,0.4851,0.6779,0.5181,0.7665,0.9701,0.4284,0.6939,0.8634,0.4317,0.5,/orcd/scratch/orcd/008/manaal/child-adult-diarization/baselines/vad_baseline_runs/energy/test_predictions.csv,/orcd/scratch/orcd/008/manaal/child-adult-diarization/baselines/vad_baseline_runs/energy/test_metrics_tuned.json,OK,2026-05-13T02:26:54+00:00
baselines/vad_baseline_runs/energy_cross_child,seen_child_test,496,0.754,val-tuned,0.05,0.8632,0.5046,0.6868,0.5343,0.7672,0.9866,0.5021,0.729,0.8598,0.4299,0.5,/orcd/scratch/orcd/008/manaal/child-adult-diarization/baselines/vad_baseline_runs/energy_cross_child/test_predictions.csv,/orcd/scratch/orcd/008/manaal/child-adult-diarization/baselines/vad_baseline_runs/energy_cross_child/test_metrics_tuned.json,OK,2026-05-13T02:26:54+00:00
baselines/vad_baseline_runs/silero,seen_child_test,441,0.7596,val-tuned,0.05,0.7339,0.5763,0.6581,0.6049,0.8222,0.6627,0.6221,0.802,0.8634,0.4317,0.5,/orcd/scratch/orcd/008/manaal/child-adult-diarization/baselines/vad_baseline_runs/silero/test_predictions.csv,/orcd/scratch/orcd/008/manaal/child-adult-diarization/baselines/vad_baseline_runs/silero/test_metrics_tuned.json,OK,2026-05-13T02:26:54+00:00
baselines/vad_baseline_runs/silero_cross_child,seen_child_test,496,0.754,val-tuned,0.05,0.7472,0.5522,0.6513,0.5605,0.787,0.7112,0.6045,0.7925,0.8598,0.4299,0.5,/orcd/scratch/orcd/008/manaal/child-adult-diarization/baselines/vad_baseline_runs/silero_cross_child/test_predictions.csv,/orcd/scratch/orcd/008/manaal/child-adult-diarization/baselines/vad_baseline_runs/silero_cross_child/test_metrics_tuned.json,OK,2026-05-13T02:26:54+00:00
eend_eda_ecapa_enrollment_runs,seen_child_test,441,0.7596,default-0.5,0.5,0.4097,0.3918,0.4011,0.5162,0.7815,0.2776,0.5214,0.7674,0.8634,0.4317,0.5,/orcd/scratch/orcd/008/manaal/child-adult-diarization/eend_eda_ecapa_enrollment_runs/enroll_test_predictions.csv,,OK,2026-05-13T02:26:57+00:00
eend_eda_ecapa_enrollment_runs_cross_child,seen_child_test,496,0.754,default-0.5,0.5,0.0,0.1974,0.0971,0.5,0.0,0.0,0.5,0.754,0.8598,0.4299,0.5,/orcd/scratch/orcd/008/manaal/child-adult-diarization/eend_eda_ecapa_enrollment_runs_cross_child/enroll_test_predictions.csv,,OK,2026-05-13T02:26:58+00:00
eend_eda_ecapa_enrollment_runs_kfold3_f0,seen_child_test,795,0.7346,default-0.5,0.5,0.3245,0.3591,0.3429,0.4954,0.7262,0.2089,0.5506,0.7438,0.847,0.4235,0.5,/orcd/scratch/orcd/008/manaal/child-adult-diarization/eend_eda_ecapa_enrollment_runs_kfold3_f0/enroll_test_predictions.csv,,OK,2026-05-13T02:26:55+00:00
eend_eda_ecapa_enrollment_runs_kfold3_f1,seen_child_test,725,0.731,default-0.5,0.5,0.3834,0.3834,0.3834,0.4875,0.7128,0.2623,0.5148,0.7385,0.8446,0.4223,0.5,/orcd/scratch/orcd/008/manaal/child-adult-diarization/eend_eda_ecapa_enrollment_runs_kfold3_f1/enroll_test_predictions.csv,,OK,2026-05-13T02:26:55+00:00
eend_eda_ecapa_enrollment_runs_kfold3_f2,seen_child_test,663,0.7602,default-0.5,0.5,0.3761,0.3695,0.3729,0.4992,0.759,0.25,0.5644,0.7909,0.8638,0.4319,0.5,/orcd/scratch/orcd/008/manaal/child-adult-diarization/eend_eda_ecapa_enrollment_runs_kfold3_f2/enroll_test_predictions.csv,,OK,2026-05-13T02:26:54+00:00
ensemble_runs/advanced/bagged_stacker,seen_child_test,441,0.7596,val-tuned,0.605,0.9023,0.8014,0.8538,0.8063,0.9091,0.8955,0.8986,0.963,0.8634,0.4317,0.5,/orcd/scratch/orcd/008/manaal/child-adult-diarization/ensemble_runs/advanced/bagged_stacker/test_predictions.csv,/orcd/scratch/orcd/008/manaal/child-adult-diarization/ensemble_runs/advanced/bagged_stacker/test_metrics_tuned.json,OK,2026-05-13T02:26:57+00:00
ensemble_runs/advanced/blend_topk,seen_child_test,441,0.7596,val-tuned,0.5449999999999999,0.9036,0.7727,0.8406,0.7517,0.8722,0.9373,0.8945,0.9629,0.8634,0.4317,0.5,/orcd/scratch/orcd/008/manaal/child-adult-diarization/ensemble_runs/advanced/blend_topk/test_predictions.csv,/orcd/scratch/orcd/008/manaal/child-adult-diarization/ensemble_runs/advanced/blend_topk/test_metrics_tuned.json,OK,2026-05-13T02:26:57+00:00
ensemble_runs/advanced/calibrated_mean,seen_child_test,441,0.7596,val-tuned,0.62,0.8986,0.767,0.8353,0.7504,0.8732,0.9254,0.8875,0.9546,0.8634,0.4317,0.5,/orcd/scratch/orcd/008/manaal/child-adult-diarization/ensemble_runs/advanced/calibrated_mean/test_predictions.csv,/orcd/scratch/orcd/008/manaal/child-adult-diarization/ensemble_runs/advanced/calibrated_mean/test_metrics_tuned.json,OK,2026-05-13T02:26:57+00:00
ensemble_runs/advanced/confidence_weighted,seen_child_test,441,0.7596,val-tuned,0.2149999999999999,0.9094,0.7862,0.8502,0.7641,0.8778,0.9433,0.893,0.9623,0.8634,0.4317,0.5,/orcd/scratch/orcd/008/manaal/child-adult-diarization/ensemble_runs/advanced/confidence_weighted/test_predictions.csv,/orcd/scratch/orcd/008/manaal/child-adult-diarization/ensemble_runs/advanced/confidence_weighted/test_metrics_tuned.json,OK,2026-05-13T02:26:57+00:00
ensemble_runs/advanced/cv_stacked,seen_child_test,441,0.7596,val-tuned,0.6,0.9015,0.7951,0.8503,0.7951,0.9015,0.9015,0.8993,0.9642,0.8634,0.4317,0.5,/orcd/scratch/orcd/008/manaal/child-adult-diarization/ensemble_runs/advanced/cv_stacked/test_predictions.csv,/orcd/scratch/orcd/008/manaal/child-adult-diarization/ensemble_runs/advanced/cv_stacked/test_metrics_tuned.json,OK,2026-05-13T02:26:57+00:00
ensemble_runs/advanced/cv_stacked_then_offset,seen_child_test,441,0.7596,val-tuned,0.5299999999999999,0.9088,0.8009,0.857,0.7914,0.8957,0.9224,0.8931,0.9585,0.8634,0.4317,0.5,/orcd/scratch/orcd/008/manaal/child-adult-diarization/ensemble_runs/advanced/cv_stacked_then_offset/test_predictions.csv,/orcd/scratch/orcd/008/manaal/child-adult-diarization/ensemble_runs/advanced/cv_stacked_then_offset/test_metrics_tuned.json,OK,2026-05-13T02:26:57+00:00
ensemble_runs/advanced/fp_focused,seen_child_test,441,0.7596,val-tuned,0.245,0.9009,0.7977,0.8513,0.8015,0.9063,0.8955,0.8995,0.9628,0.8634,0.4317,0.5,/orcd/scratch/orcd/008/manaal/child-adult-diarization/ensemble_runs/advanced/fp_focused/test_predictions.csv,/orcd/scratch/orcd/008/manaal/child-adult-diarization/ensemble_runs/advanced/fp_focused/test_metrics_tuned.json,OK,2026-05-13T02:26:57+00:00
ensemble_runs/advanced/isotonic_weighted,seen_child_test,441,0.7596,val-tuned,0.5449999999999999,0.9036,0.7727,0.8406,0.7517,0.8722,0.9373,0.8945,0.9629,0.8634,0.4317,0.5,/orcd/scratch/orcd/008/manaal/child-adult-diarization/ensemble_runs/advanced/isotonic_weighted/test_predictions.csv,/orcd/scratch/orcd/008/manaal/child-adult-diarization/ensemble_runs/advanced/isotonic_weighted/test_metrics_tuned.json,OK,2026-05-13T02:26:57+00:00
ensemble_runs/advanced/mean,seen_child_test,441,0.7596,val-tuned,0.3949999999999999,0.905,0.7987,0.8539,0.7948,0.8997,0.9104,0.8847,0.9512,0.8634,0.4317,0.5,/orcd/scratch/orcd/008/manaal/child-adult-diarization/ensemble_runs/advanced/mean/test_predictions.csv,/orcd/scratch/orcd/008/manaal/child-adult-diarization/ensemble_runs/advanced/mean/test_metrics_tuned.json,OK,2026-05-13T02:26:57+00:00
ensemble_runs/advanced/pair_disagreement,seen_child_test,441,0.7596,val-tuned,0.6499999999999999,0.9024,0.8096,0.8578,0.8239,0.9221,0.8836,0.8978,0.9633,0.8634,0.4317,0.5,/orcd/scratch/orcd/008/manaal/child-adult-diarization/ensemble_runs/advanced/pair_disagreement/test_predictions.csv,/orcd/scratch/orcd/008/manaal/child-adult-diarization/ensemble_runs/advanced/pair_disagreement/test_metrics_tuned.json,OK,2026-05-13T02:26:57+00:00
ensemble_runs/advanced/per_child_offset,seen_child_test,441,0.7596,val-tuned,0.4849999999999999,0.9041,0.7819,0.8454,0.7661,0.881,0.9284,0.9002,0.9626,0.8634,0.4317,0.5,/orcd/scratch/orcd/008/manaal/child-adult-diarization/ensemble_runs/advanced/per_child_offset/test_predictions.csv,/orcd/scratch/orcd/008/manaal/child-adult-diarization/ensemble_runs/advanced/per_child_offset/test_metrics_tuned.json,OK,2026-05-13T02:26:57+00:00
ensemble_runs/advanced/per_timepoint,seen_child_test,441,0.7596,val-tuned,0.5549999999999999,0.9013,0.7856,0.8457,0.7775,0.8895,0.9134,0.8943,0.9597,0.8634,0.4317,0.5,/orcd/scratch/orcd/008/manaal/child-adult-diarization/ensemble_runs/advanced/per_timepoint/test_predictions.csv,/orcd/scratch/orcd/008/manaal/child-adult-diarization/ensemble_runs/advanced/per_timepoint/test_metrics_tuned.json,OK,2026-05-13T02:26:57+00:00
ensemble_runs/advanced/pure,seen_child_test,441,0.7596,val-tuned,0.6,0.9012,0.7964,0.8508,0.7983,0.9039,0.8985,0.8987,0.9628,0.8634,0.4317,0.5,/orcd/scratch/orcd/008/manaal/child-adult-diarization/ensemble_runs/advanced/pure/test_predictions.csv,/orcd/scratch/orcd/008/manaal/child-adult-diarization/ensemble_runs/advanced/pure/test_metrics_tuned.json,OK,2026-05-13T02:26:57+00:00
ensemble_runs/advanced/rank_stacker,seen_child_test,441,0.7596,val-tuned,0.4649999999999999,0.8964,0.7783,0.8397,0.773,0.8886,0.9045,0.896,0.9639,0.8634,0.4317,0.5,/orcd/scratch/orcd/008/manaal/child-adult-diarization/ensemble_runs/advanced/rank_stacker/test_predictions.csv,/orcd/scratch/orcd/008/manaal/child-adult-diarization/ensemble_runs/advanced/rank_stacker/test_metrics_tuned.json,OK,2026-05-13T02:26:57+00:00
ensemble_runs/advanced/topk_systems,seen_child_test,441,0.7596,val-tuned,0.625,0.8986,0.7977,0.8501,0.8065,0.911,0.8866,0.8968,0.9636,0.8634,0.4317,0.5,/orcd/scratch/orcd/008/manaal/child-adult-diarization/ensemble_runs/advanced/topk_systems/test_predictions.csv,/orcd/scratch/orcd/008/manaal/child-adult-diarization/ensemble_runs/advanced/topk_systems/test_metrics_tuned.json,OK,2026-05-13T02:26:57+00:00
ensemble_runs/advanced_av/audio_per_child,seen_child_test,441,0.7596,val-tuned,0.4849999999999999,0.9041,0.7819,0.8454,0.7661,0.881,0.9284,0.9002,0.9626,0.8634,0.4317,0.5,/orcd/scratch/orcd/008/manaal/child-adult-diarization/ensemble_runs/advanced_av/audio_per_child/test_predictions.csv,/orcd/scratch/orcd/008/manaal/child-adult-diarization/ensemble_runs/advanced_av/audio_per_child/test_metrics_tuned.json,OK,2026-05-13T02:26:58+00:00
ensemble_runs/advanced_av/audio_pure,seen_child_test,441,0.7596,val-tuned,0.6,0.9012,0.7964,0.8508,0.7983,0.9039,0.8985,0.8987,0.9628,0.8634,0.4317,0.5,/orcd/scratch/orcd/008/manaal/child-adult-diarization/ensemble_runs/advanced_av/audio_pure/test_predictions.csv,/orcd/scratch/orcd/008/manaal/child-adult-diarization/ensemble_runs/advanced_av/audio_pure/test_metrics_tuned.json,OK,2026-05-13T02:26:57+00:00
ensemble_runs/advanced_av/av_eligibility_only,seen_child_test,441,0.7596,val-tuned,0.615,0.9036,0.805,0.8562,0.811,0.9119,0.8955,0.9005,0.9637,0.8634,0.4317,0.5,/orcd/scratch/orcd/008/manaal/child-adult-diarization/ensemble_runs/advanced_av/av_eligibility_only/test_predictions.csv,/orcd/scratch/orcd/008/manaal/child-adult-diarization/ensemble_runs/advanced_av/av_eligibility_only/test_metrics_tuned.json,OK,2026-05-13T02:26:58+00:00
ensemble_runs/advanced_av/av_full,seen_child_test,441,0.7596,val-tuned,0.4549999999999999,0.9075,0.7853,0.8488,0.7658,0.8796,0.9373,0.8982,0.9596,0.8634,0.4317,0.5,/orcd/scratch/orcd/008/manaal/child-adult-diarization/ensemble_runs/advanced_av/av_full/test_predictions.csv,/orcd/scratch/orcd/008/manaal/child-adult-diarization/ensemble_runs/advanced_av/av_full/test_metrics_tuned.json,OK,2026-05-13T02:26:58+00:00
ensemble_runs/advanced_av/av_per_track_added,seen_child_test,441,0.7596,val-tuned,0.6599999999999999,0.8977,0.8013,0.8514,0.8162,0.9187,0.8776,0.902,0.9659,0.8634,0.4317,0.5,/orcd/scratch/orcd/008/manaal/child-adult-diarization/ensemble_runs/advanced_av/av_per_track_added/test_predictions.csv,/orcd/scratch/orcd/008/manaal/child-adult-diarization/ensemble_runs/advanced_av/av_per_track_added/test_metrics_tuned.json,OK,2026-05-13T02:26:58+00:00
ensemble_runs/advanced_av/av_pure_visual,seen_child_test,441,0.7596,val-tuned,0.6699999999999999,0.8943,0.7965,0.8473,0.8132,0.9182,0.8716,0.9019,0.9656,0.8634,0.4317,0.5,/orcd/scratch/orcd/008/manaal/child-adult-diarization/ensemble_runs/advanced_av/av_pure_visual/test_predictions.csv,/orcd/scratch/orcd/008/manaal/child-adult-diarization/ensemble_runs/advanced_av/av_pure_visual/test_metrics_tuned.json,OK,2026-05-13T02:26:58+00:00
ensemble_runs/advanced_av/av_pure_visual_motion,seen_child_test,441,0.7596,val-tuned,0.585,0.8949,0.7854,0.8423,0.7891,0.9003,0.8896,0.8916,0.9624,0.8634,0.4317,0.5,/orcd/scratch/orcd/008/manaal/child-adult-diarization/ensemble_runs/advanced_av/av_pure_visual_motion/test_predictions.csv,/orcd/scratch/orcd/008/manaal/child-adult-diarization/ensemble_runs/advanced_av/av_pure_visual_motion/test_metrics_tuned.json,OK,2026-05-13T02:26:58+00:00
ensemble_runs/advanced_av/av_visual_per_child,seen_child_test,441,0.7596,val-tuned,0.4549999999999999,0.9059,0.7828,0.8467,0.7643,0.8792,0.9343,0.8979,0.9595,0.8634,0.4317,0.5,/orcd/scratch/orcd/008/manaal/child-adult-diarization/ensemble_runs/advanced_av/av_visual_per_child/test_predictions.csv,/orcd/scratch/orcd/008/manaal/child-adult-diarization/ensemble_runs/advanced_av/av_visual_per_child/test_metrics_tuned.json,OK,2026-05-13T02:26:58+00:00
ensemble_runs/candidate_all_available_lr,seen_child_test,441,0.7596,val-tuned-by-balanced-accuracy,0.65,0.8906,0.7929,0.8437,0.8134,0.9204,0.8627,0.8745,0.9518,0.8634,0.4317,0.5,/orcd/scratch/orcd/008/manaal/child-adult-diarization/ensemble_runs/test_predictions.csv,,OK,2026-05-13T02:40:54+00:00
ensemble_runs/candidate_all_available_mean,seen_child_test,441,0.7596,val-tuned-by-balanced-accuracy,0.4,0.8612,0.76,0.8126,0.7992,0.9247,0.806,0.8679,0.943,0.8634,0.4317,0.5,/orcd/scratch/orcd/008/manaal/child-adult-diarization/ensemble_runs/test_predictions.csv,,OK,2026-05-13T02:40:54+00:00
