system_name,combined_f1,combined_balanced_accuracy,combined_auroc,14m_auroc,14m_balanced_accuracy,14m_f1_weighted,36m_auroc,36m_balanced_accuracy,36m_f1_weighted,delta_36m_minus_14m_auroc,flagged_large_delta,n_14m,n_36m
mil/mil_results/whisper_mil_acmil_topk,0.8754,0.7007,0.8163,0.7996000695531212,0.7270039993044688,0.7804916892706978,0.826094137076796,0.6338563170933114,0.8149308556611927,0.02649406752367478,False,233.0,208
mil/mil_results/seg_mil/babar_vtc_exp_softmax_pool,0.8768,0.6558,0.8161,0.8258563728047296,0.684359241870979,0.7620199702242392,0.8059454995871181,0.5967795210569777,0.8015540553629197,-0.019910873217611424,False,233.0,208
mil/mil_results/seg_mil/babar_vtc_dsmil,0.8634,0.5,0.815,0.8298556772735176,0.5,0.5703047753572011,0.7892650701899256,0.5,0.755325055521906,-0.04059060708359197,False,233.0,208
mil/mil_results/hubert_large_mil_layersum,0.8784,0.6077,0.8128,0.7915145192140497,0.6201095461658842,0.709607086289204,0.8255986787778695,0.5685383980181667,0.8040156347717323,0.03408415956381983,False,233.0,208
mil/mil_results/seg_mil/babar_vtc_auto_pool,0.8849,0.6601,0.8127,0.820639888715006,0.6804034081029386,0.7601078924538999,0.8054500412881916,0.6112303881090009,0.819588062211013,-0.015189847426814396,False,233.0,208
pyannote/babar_augmented/12_16m_ratio1.0,0.8526,0.7953,0.8125,0.8117283950617283,0.7947313510693792,0.8069759351359793,,1.0,1.0,,False,233.0,1
vtc_ecapa_enrollment_runs,0.424,0.6043,0.8125,0.8049034950443401,0.7380020865936359,0.7864710580165114,0.7970272502064408,0.7452518579686209,0.8597675087306713,-0.007876244837899282,False,233.0,208
mil/mil_results/whisper_mil_lr3e-04_seed42,0.8865,0.644,0.8103,0.7859502695183446,0.6724917405668579,0.7559869138543829,0.8355078447563997,0.5770437654830718,0.8060756447853221,0.04955757523805515,False,233.0,208
baseline_results_seen_child/whisper_stats_lw,0.8705,0.6963,0.8102,0.8126412797774301,0.7124413145539906,0.7586771636957265,0.7702725020644096,0.6311312964492155,0.8230076709993608,-0.0423687777130205,False,233.0,208
mil/mil_results/whisper_mil_cross_child_synth_cap1x,0.887,0.674,0.8082,0.7665296704881389,0.6599971158699257,0.7841983184685787,0.8721670486376368,0.6994525082760377,0.8146251045457628,0.10563737814949792,True,274.0,205
mil/mil_results/seg_mil/babar_vtc_gated_attention,0.8743,0.6464,0.808,0.83150756390193,0.6804034081029386,0.7601078924538999,0.7672997522708506,0.5796036333608588,0.7908272475446991,-0.06420781163107947,True,233.0,208
baselines/baseline_results/wavlm_attn,0.8744,0.662,0.8079,0.7975340687865022,0.675571418270964,0.7809602346327329,0.8409727527374586,0.6602368220015279,0.7872885080202152,0.0434386839509564,False,274.0,205
vtc_ecapa_enrollment_runs_kfold3_f1,0.3851,0.5935,0.8077,0.789638343136028,0.7605118258040295,0.8015558115069288,0.8245501942343079,0.7677877734614598,0.8579406536120578,0.03491185109827988,False,384.0,341
pseudo_frame/results/wavlm_pseudo_frame_synth,0.8673,0.5397,0.8061,0.7875152147452616,0.5532516084159277,0.6409437612577552,0.823121387283237,0.5170107349298101,0.766083176985616,0.03560617253797538,False,233.0,208
pyannote/vtc_age_stratified/12_16m/12_16m,0.8529,0.7384,0.8061,0.8049034950443401,0.7380020865936359,0.7864710580165114,,1.0,1.0,,False,233.0,1
baseline_results_seen_child/fused_attn_unfreeze2_whisper_large_kfold3_f1,0.8936,0.7723,0.804,0.8129458140407959,0.7880740833437617,0.8294636928670172,0.7867511756287059,0.7435084849723983,0.8423489291986459,-0.02619463841209002,False,384.0,341
pseudo_frame/results/speaker_informed_asd_per_track,0.885,0.6249,0.8033,0.7931664058424621,0.6003303773256825,0.6930430599443475,0.8226259289843105,0.6741535920726672,0.8564560439560439,0.02945952314184841,False,233.0,208
baseline_results_seen_child/wavlm_attn_lw,0.8686,0.666,0.8032,0.792470874630499,0.6856198921926622,0.7477567103216056,0.79289843104872,0.6025598678777869,0.80868438308404,0.000427556418221009,False,233.0,208
mil/mil_results/seg_mil/vbx_max,0.8764,0.6271,0.8024,0.7957311771865763,0.655320813771518,0.7404729127864604,0.8100743187448389,0.5654830718414533,0.792433110367893,0.014343141558262662,False,233.0,208
vtc_ecapa_enrollment_runs_kfold3_f2,0.3728,0.5825,0.8021,0.7756258679578125,0.7368164245768118,0.7884060911048144,0.8191176470588235,0.7822021116138763,0.8893572723317089,0.043491779101010986,False,356.0,307
baselines/baseline_results/fused_attn_unfreeze2,0.8965,0.7646,0.7994,0.7840147090633788,0.7629245078953061,0.8248175182481752,0.8236567354214415,0.7778838808250573,0.8645042471096546,0.03964202635806269,False,274.0,205
baseline_results_seen_child/fused_attn_unfreeze2_kfold3_f2,0.8913,0.7564,0.798,0.7974514881957737,0.7535375145441578,0.8067836019622361,0.7964555052790346,0.7663273001508295,0.8570221421711828,-0.00099598291673908,False,356.0,307
baselines/baseline_results/wavlm_stats_lw,0.8628,0.5247,0.7966,0.7655202249621458,0.5076789963227342,0.661134283397057,0.8517952635599695,0.5392156862745098,0.6879485337747103,0.0862750385978237,True,274.0,205
pyannote/vtc_age_stratified/34_38m/34_38m,0.9159,0.745,0.7963,,,,0.796345514950166,0.7450166112956811,0.8590912273331933,,False,,207
baselines/baseline_results/wavlm_mean,0.8699,0.5933,0.7951,0.7818876631336072,0.6053428509625784,0.7440445134173121,0.8417366946778712,0.5751846193022664,0.7231219512195123,0.05984903154426391,True,274.0,205
mil/mil_results/seg_mil/babar_vtc_gmap,0.8795,0.63,0.7934,0.8127282211789254,0.6522343940184315,0.73684863258806,0.759867877786953,0.5741535920726673,0.8026211210173475,-0.05286034339197243,True,233.0,208
mil/mil_results/seg_mil/babar_vtc_mean,0.8837,0.6554,0.7926,0.804642670839854,0.6804034081029386,0.7601078924538999,0.7765483071841454,0.5969446738232865,0.8118880438362728,-0.02809436365570861,False,233.0,208
mil/mil_results/seg_mil/vbx_dsmil,0.8729,0.6273,0.7924,0.7823422013562858,0.6531038080333855,0.7354995681851061,0.7978530140379853,0.5654830718414533,0.792433110367893,0.015510812681699404,False,233.0,208
baseline_results_seen_child/wavlm_attn,0.8762,0.6447,0.7917,0.7842983828899323,0.6883150756390193,0.7638394074669499,0.7897605284888521,0.5483071841453344,0.7809016164994425,0.0054621455989198875,False,233.0,208
mil/mil_results/seg_mil/vbx_attention,0.875,0.64,0.7913,0.7807772561293687,0.6601460615545123,0.7412928251953822,0.7991742361684557,0.5911643270024773,0.8047661108700592,0.018396980039087074,False,233.0,208
mil/mil_results/seg_mil/babar_vtc_attention,0.8798,0.6268,0.79,0.8126412797774301,0.6482785602503912,0.7344552934176418,0.7483071841453344,0.5741535920726673,0.8026211210173475,-0.06433409563209569,True,233.0,208
mil/mil_results/seg_mil/vbx_gated_attention,0.8741,0.632,0.7897,0.7806903147278733,0.6531038080333855,0.7354995681851061,0.7942196531791907,0.5797687861271676,0.8004873192202893,0.01352933845131743,False,233.0,208
baseline_results_seen_child/fused_attn_unfreeze2_kfold3_f0,0.891,0.7201,0.7891,0.7839004831911176,0.723784311709674,0.784132178236668,0.7914840182648402,0.7230593607305936,0.858914607077829,0.007583535073722558,False,421.0,373
mil/mil_results/whisper_mil_acmil_max_kfold3_f2,0.8825,0.6256,0.7885,0.7367788912659985,0.6167848965957287,0.7124403428257302,0.8521870286576169,0.6458144796380091,0.8362665499862252,0.11540813739161837,True,356.0,307
mil/mil_results/seg_mil/babar_vtc_top_k,0.8813,0.6283,0.7864,0.8024691358024691,0.6513649800034776,0.7380638177178618,0.7473162675474814,0.5741535920726673,0.8026211210173475,-0.055152868254987775,True,233.0,208
baseline_results_seen_child/wavlm_stats_lw,0.8757,0.6015,0.7839,0.8002956007650843,0.6372804729612241,0.7257361842062675,0.7271676300578034,0.5199009083402146,0.7689238952536825,-0.07312797070728094,True,233.0,208
pseudo_frame/results/wavlm_pseudo_frame_kfold3_f2,0.8651,0.518,0.7833,0.7569342791727658,0.5100026273317569,0.5919723113964688,0.8122926093514329,0.5345399698340875,0.7792858603154542,0.05535833017866709,True,356.0,307
mil/mil_results/seg_mil/vbx_exp_softmax_pool,0.8768,0.6558,0.7828,0.7799947835159103,0.6891844896539732,0.7618238963736288,0.7781998348472337,0.576878612716763,0.7970365699873897,-0.001794948668676688,False,233.0,208
mil/mil_results/seg_mil/vbx_gmap,0.8712,0.6114,0.7822,0.7766910102590854,0.6240653799339245,0.7124442857295362,0.7917423616845582,0.5797687861271676,0.8004873192202893,0.01505135142547287,False,233.0,208
mil/mil_results/whisper_mil_cross_child_synth_v4,0.8799,0.5971,0.7795,0.7220419640925806,0.6145720672002307,0.7610513322953056,0.8571428571428573,0.5817417876241405,0.7284643280248154,0.13510089305027673,True,274.0,205
baselines/audio_llm_baseline_runs/qwen2_audio_7b_cross_child,0.8693,0.5589,0.7791,0.771793207873675,0.5500396567885212,0.7035169711821562,0.7863509039979627,0.565380697733639,0.7139419764471437,0.0145576961242877,False,274.0,205
baselines/audio_llm_baseline_runs/qwen25_omni_7b_synth_2shot,0.8745,0.6288,0.779,0.7623891497130932,0.6522343940184315,0.73684863258806,0.7900908340214698,0.576878612716763,0.7970365699873897,0.027701684308376606,False,233.0,208
baseline_results_seen_child/wavlm_mean,0.8643,0.6119,0.778,0.767605633802817,0.6297600417318727,0.7130702243076057,0.7697770437654831,0.5625928984310488,0.7890865946043057,0.002171409962666071,False,233.0,208
mil/mil_results/wavlm_mil/age_stratified/12_16m,0.8525,0.6286,0.7762,0.7760389497478699,0.6284993914101895,0.7205088598084408,,1.0,1.0,,False,233.0,1
mil/mil_results/whisper_tiny_mil,0.8803,0.638,0.7755,0.7881238045557295,0.6755781603199443,0.7596971414689448,0.7438480594549959,0.5625928984310488,0.7890865946043057,-0.04427574510073362,False,233.0,208
mil/mil_results/seg_mil/vbx_auto_pool,0.8697,0.6099,0.7755,0.7693879325334724,0.628021213701965,0.7151429511207429,0.7732452518579687,0.5654830718414533,0.792433110367893,0.003857319324496289,False,233.0,208
mil/mil_results/wavlm_mil_acmil_topk,0.884,0.6345,0.7752,0.7668231611893583,0.6566684054946965,0.7464033512612057,0.773905862923204,0.5940545004128819,0.8083123160992012,0.00708270173384562,False,233.0,208
mil/mil_results/seg_mil/babar_vtc_max,0.8635,0.5288,0.7746,0.8020344287949922,0.5360806816205876,0.6211944141574046,0.7073492981007432,0.5170107349298101,0.766083176985616,-0.094685130694249,True,233.0,208
mil/mil_results/wavlm_mil,0.8823,0.6186,0.7711,0.7760389497478699,0.6284993914101895,0.7205088598084408,0.7585466556564822,0.5998348472336912,0.8154960981047937,-0.01749229409138775,False,233.0,208
mil/mil_results/seg_mil/vbx_top_k,0.868,0.594,0.7698,0.7643453312467398,0.6130672926447575,0.7031872229648913,0.770933113129645,0.5511973575557391,0.7841342550086713,0.006587781882905208,False,233.0,208
baselines/audio_llm_baseline_runs/qwen25_omni_7b,0.8743,0.6464,0.7696,0.7394366197183098,0.6680577290905929,0.745317008052593,0.793063583815029,0.5911643270024773,0.8047661108700592,0.05362696409671919,True,233.0,208
baselines/audio_llm_baseline_runs/qwen25_omni_7b_5shot,0.8743,0.6464,0.7696,0.7394366197183098,0.6680577290905929,0.745317008052593,0.793063583815029,0.5911643270024773,0.8047661108700592,0.05362696409671919,True,233.0,208
baselines/audio_llm_baseline_runs/qwen25_omni_7b_2shot,0.8727,0.6449,0.7694,0.738828029907842,0.6649713093375065,0.7416486606482166,0.7953757225433526,0.5911643270024773,0.8047661108700592,0.05654769263551063,True,233.0,208
pseudo_frame/results/wavlm_pseudo_frame_kfold3_f1,0.8466,0.5077,0.7667,0.7600425478663496,0.5081967213114754,0.5654052294129434,0.7776017174401963,0.5068493150684932,0.6986396799639584,0.017559169573846733,False,384.0,341
mil/mil_results/seg_mil/vbx_mean,0.8685,0.6052,0.7635,0.7573030777256129,0.6209789601808381,0.7089597974642908,0.7656482246077623,0.5654830718414533,0.792433110367893,0.008345146882149379,False,233.0,208
pseudo_frame/results/wavlm_pseudo_frame_synth_v1,0.876,0.5663,0.7631,0.7335246044166231,0.5783342027473483,0.6700002186674406,0.7966969446738233,0.5399669694467382,0.7848143236074271,0.0631723402572002,True,233.0,208
mil/mil_results/wavlm_mil_acmil_max,0.8703,0.6355,0.7598,0.7588245522517822,0.639019300991132,0.7237105592897187,0.7521056977704377,0.6253509496284062,0.8155888301211568,-0.006718854481344572,False,233.0,208
mil/mil_results/wavlm_mil/age_stratified/34_38m,0.9126,0.5998,0.7585,,,,0.7584717607973422,0.5997508305647841,0.8146300256065045,,False,,207
mil/mil_results/whisper_mil_acmil_max_kfold3_f1,0.8617,0.6029,0.752,0.7184019521962208,0.60796521086222,0.6892345442714936,0.7812819464322224,0.591545696176651,0.768703238455175,0.06287999423600155,True,384.0,341
mil/mil_results/hubert_large_mil,0.8779,0.5966,0.748,0.7655190401669275,0.614414884367936,0.7069864326015457,0.7032204789430222,0.5598678777869529,0.7939553725844049,-0.06229856122390531,True,233.0,208
mil/mil_results/seg_mil/babar_vtc_transformer,0.8495,0.6848,0.7456,0.7609111458876717,0.6820552947313511,0.7328211455202687,0.6906688687035508,0.6707679603633361,0.8135486834047765,-0.0702422771841209,True,233.0,208
pyannote/babar_augmented/34_38m_ratio1.0,0.8262,0.7663,0.7452,,,,0.7451827242524918,0.7662790697674419,0.7733967477583713,,False,,207
pseudo_frame/results/audio2video_distilled,0.8696,0.5491,0.7379,0.7299600069553122,0.557207442183968,0.6462891238354443,0.7481420313790257,0.534186622625929,0.7787273295809881,0.018182024423713528,False,233.0,208
mil/mil_results/whisper_mil_cross_child_synth_v3,0.8612,0.5509,0.7361,0.7309106640709496,0.5377460523469608,0.691725154407636,0.7521008403361344,0.5752482811306341,0.7213159100521641,0.021190176265184824,False,274.0,205
mil/mil_results/wav2vec2_large_mil,0.8767,0.6238,0.7357,0.740827682142236,0.638149886976178,0.7247991222691922,0.7157720891824938,0.5855491329479768,0.807471092305031,-0.025055592959742246,False,233.0,208
mil/mil_results/wavlm_mil_acmil_gated,0.8713,0.5794,0.7356,0.7122239610502521,0.5659885237350026,0.6575752486393635,0.7742361684558217,0.6027250206440958,0.819139510953211,0.062012207405569564,True,233.0,208
mil/mil_results/whisper_mil_acmil_gated,0.8762,0.5807,0.7354,0.7474352286558859,0.6065032168318553,0.6997198334222111,0.6906688687035507,0.5312964492155243,0.7757095845331139,-0.056766359952335144,True,233.0,208
pyannote/pyannote_age_stratified/12_16m/12_16m,0.8319,0.686,0.7349,0.7355242566510172,0.6856198921926622,0.7477567103216056,,1.0,1.0,,False,233.0,1
mil/mil_results/whisper_mil_acmil,0.8722,0.6338,0.7338,0.7459572248304642,0.656190227786472,0.7391258743919665,0.6941370767960364,0.585383980181668,0.7977520621174137,-0.051820148034427804,True,233.0,208
mil/mil_results/wavlm_mil_acmil,0.87,0.5603,0.7329,0.7170057381324987,0.5580768561989219,0.6483608887439941,0.7605284888521884,0.5627580511973576,0.7972783887351504,0.043522750719689696,False,233.0,208
ensemble_runs/metadata_router_learned,0.8729,0.6273,0.7311,0.7236132846461485,0.6350634672230917,0.721248684103976,0.7273327828241123,0.6054500412881916,0.8122886728655959,0.003719498177963798,False,233.0,208
mil/mil_results/whisper_mil_lr3e-04_seed1,0.8801,0.574,0.7304,0.7398713267257868,0.5845070422535211,0.676285437360104,0.6938067712634186,0.5542526837324525,0.7945990180032734,-0.046064555462368206,False,233.0,208
mil/mil_results/wavlm_mil_tsmil_concat,0.8809,0.5808,0.7297,0.6985750822067957,0.6009773474607234,0.7008051139422411,0.72203332199932,0.5383373002380143,0.7874723151244891,0.02345823979252437,False,229.0,207
mil/mil_results/seg_mil/vbx_transformer,0.8691,0.5844,0.7292,0.7363501999652234,0.59811337158755,0.690018917242089,0.7179190751445087,0.5540875309661437,0.7873858808641417,-0.01843112482071474,False,233.0,208
mil/mil_results/wavlm_mil_tsmil_film,0.8742,0.5479,0.7273,0.6983010595542564,0.5568597004018999,0.6545528060811904,0.7210132607956478,0.5265215912954777,0.7803499497652421,0.022712201241391394,False,229.0,207
mil/mil_results/seg_mil/pyannote_max,0.8716,0.6082,0.7255,0.7276995305164319,0.6372804729612241,0.7257361842062675,0.7113129644921552,0.5483071841453344,0.7809016164994425,-0.016386566024276683,False,233.0,208
baselines/audio_llm_baseline_runs/qwen2_audio_7b_2shot,0.8709,0.6146,0.7251,0.7185706833594158,0.6240653799339245,0.7124442857295362,0.7199009083402147,0.5911643270024773,0.8047661108700592,0.001330224980798933,False,233.0,208
baselines/audio_llm_baseline_runs/qwen2_audio_7b,0.8709,0.6146,0.7251,0.7185706833594158,0.6240653799339245,0.7124442857295362,0.7199009083402147,0.5911643270024773,0.8047661108700592,0.001330224980798933,False,233.0,208
baselines/audio_llm_baseline_runs/qwen2_audio_7b_5shot,0.8709,0.6146,0.7251,0.7185706833594158,0.6240653799339245,0.7124442857295362,0.7199009083402147,0.5911643270024773,0.8047661108700592,0.001330224980798933,False,233.0,208
vbx_ecapa_enrollment_runs_kfold3_f2,0.4906,0.6089,0.7172,0.6880606538302744,0.6047367038246444,0.6990715314884571,0.7392156862745098,0.6073529411764707,0.8162983830736273,0.05115503244423547,True,356.0,307
baselines/audio_llm_baseline_runs/qwen2_audio_7b_synth_2shot,0.8633,0.5608,0.7127,0.7036167623022083,0.5488175969396627,0.639457109414191,0.7090008257638316,0.5826589595375723,0.8039646042363434,0.005384063461623345,False,233.0,208
baselines/audio_llm_baseline_runs/qwen2_audio_7b_synth_2shot_v1,0.8633,0.5608,0.7127,0.7036167623022083,0.5488175969396627,0.639457109414191,0.7090008257638316,0.5826589595375723,0.8039646042363434,0.005384063461623345,False,233.0,208
vbx_ecapa_enrollment_runs_kfold3_f1,0.4905,0.6015,0.711,0.7003503941934677,0.5861907145538732,0.6638221142783509,0.7085974238397056,0.589066653036189,0.7626020094526912,0.008247029646237913,False,384.0,341
baselines/audio_llm_baseline_runs/qwen25_omni_7b_target_2shot,0.8598,0.561,0.7096,0.7344374891323249,0.58094244479221,0.6729124752195262,0.6546655656482245,0.5197357555739058,0.7637620898490464,-0.07977192348410034,True,233.0,208
baselines/audio_llm_baseline_runs/qwen25_omni_7b_target_5shot,0.8598,0.561,0.7096,0.7344374891323249,0.58094244479221,0.6729124752195262,0.6546655656482245,0.5197357555739058,0.7637620898490464,-0.07977192348410034,True,233.0,208
mil/mil_results/wavlm_mil_hardneg_synth,0.8534,0.5007,0.7059,0.6774474004520954,0.4995218222917753,0.5824069429219644,0.7443435177539225,0.4942196531791907,0.7505327785670792,0.0668961173018271,True,233.0,208
mil/mil_results/whisper_mil_cross_child_synth,0.8568,0.5496,0.7049,0.694931141394477,0.5302833657797966,0.6846926518921344,0.7294372294372294,0.581869111280876,0.7233531461365034,0.03450608804275246,False,274.0,205
ensemble_runs/metadata_router_rule,0.8832,0.6938,0.7047,0.7409146235437315,0.7173535037384802,0.7830940884450691,0.6156895127993394,0.6396366639141206,0.8223682260717514,-0.12522511074439213,True,233.0,208
pyannote_ecapa_enrollment_runs_kfold3_f2,0.0797,0.5145,0.7044,0.677738993356604,0.5966295086889615,0.6835583427692129,0.7062594268476621,0.6246229260935143,0.8239130439920206,0.02852043349105804,False,356.0,307
pyannote/vbx_age_stratified/12_16m/12_16m,0.8424,0.6233,0.7039,0.7035298209007129,0.6231959659189706,0.713080982199395,,1.0,1.0,,False,233.0,1
mil/mil_results/whisper_base_mil,0.8697,0.6099,0.702,0.7156146757085724,0.6240653799339245,0.7124442857295362,0.6629232039636663,0.576878612716763,0.7970365699873897,-0.05269147174490607,True,233.0,208
mil/mil_results/seg_mil/usc_sail_max,0.8742,0.568,0.7008,0.7263084680925057,0.5712919492262215,0.6622405338109898,0.6591246903385631,0.5627580511973576,0.7972783887351504,-0.06718377775394258,True,233.0,208
pyannote/usc_sail_age_stratified/34_38m/34_38m,0.9056,0.6167,0.6977,,,,0.6976744186046512,0.6166943521594684,0.8150653068527465,,False,,207
pyannote_ecapa_enrollment_runs_kfold3_f1,0.0617,0.5058,0.6958,0.6885871605556252,0.6268927543486422,0.7004086742818827,0.6856726640768759,0.6002862400327131,0.7654025171727767,-0.0029144964787493066,False,384.0,341
mil/mil_results/wavlm_mil_layersum,0.8656,0.5094,0.6954,0.6686663189010608,0.5140845070422535,0.5899041324776869,0.742691990090834,0.5,0.755325055521906,0.07402567118977321,True,233.0,208
vbx_ecapa_enrollment_runs_kfold3_f0,0.4278,0.5805,0.6914,0.6746684486480929,0.5817055618381823,0.6556803855289604,0.6988356164383561,0.6290182648401826,0.8033423508139234,0.024167167790263178,False,421.0,373
sortformer_ecapa_enrollment_runs,0.0743,0.51,0.6907,0.6993566336289341,0.6437576073726309,0.7043698790479906,0.6385631709331131,0.5677126341866225,0.7561790475293232,-0.06079346269582098,True,233.0,208
mil/mil_results/seg_mil/pyannote_gmap,0.874,0.6176,0.6906,0.6891844896539732,0.6474091462354373,0.7355313204846151,0.6961189099917424,0.5597027250206441,0.785760823875578,0.006934420337769254,False,233.0,208
mil/mil_results/wavlm_mil_cross_child,0.8627,0.5123,0.6902,0.6779147739563054,0.5,0.6502420444026284,0.7314744079449962,0.5294117647058824,0.6775737645016898,0.05355963398869079,True,274.0,205
pseudo_frame/results/wavlm_pseudo_frame_c1distill,0.8649,0.5159,0.6902,0.682490001738828,0.5180403408102938,0.5969603635445595,0.7238645747316267,0.5113955408753096,0.7640174932391292,0.041374572992798675,False,233.0,208
mil/mil_results/seg_mil/pyannote_dsmil,0.8731,0.6097,0.6901,0.6882281342375239,0.6333246391931838,0.7229747414338986,0.6964492155243601,0.5625928984310488,0.7890865946043057,0.008221081286836185,False,233.0,208
mil/mil_results/seg_mil/pyannote_gated_attention,0.8747,0.6112,0.689,0.6869240132150929,0.6364110589462701,0.7265134180267905,0.6947976878612717,0.5625928984310488,0.7890865946043057,0.00787367464617883,False,233.0,208
mil/mil_results/seg_mil/pyannote_attention,0.8721,0.6194,0.6864,0.6864893062076161,0.6443227264823509,0.7319395883919406,0.689512799339389,0.5710982658959538,0.790204987320372,0.0030234931317729696,False,233.0,208
sortformer_ecapa_enrollment_runs_kfold3_f2,0.0976,0.5164,0.6854,0.6268438238937057,0.5798708854108021,0.6619522579205328,0.7497737556561086,0.6607466063348416,0.823237923626031,0.12292993176240286,True,356.0,307
sortformer_ecapa_enrollment_runs_kfold3_f0,0.066,0.5124,0.6806,0.6323763750385526,0.5795980261128817,0.6482696301007397,0.7273972602739726,0.6471461187214611,0.7861991644223041,0.09502088523541996,True,421.0,373
pyannote_ecapa_enrollment_runs_kfold3_f0,0.0562,0.5051,0.6801,0.6460882080806004,0.6131772386141667,0.68402952732,0.7027853881278538,0.6447488584474885,0.8038652637960401,0.05669718004725344,True,421.0,373
pyannote_ecapa_enrollment_runs,0.0575,0.5008,0.6784,0.7355242566510172,0.6856198921926622,0.7477567103216056,0.5486374896779521,0.5678777869529315,0.7669570458031997,-0.18688676697306505,True,233.0,208
vbx_ecapa_enrollment_runs,0.4893,0.59,0.6747,0.7036167623022084,0.6460615545122588,0.7296395425516743,0.5988439306358382,0.5365813377374071,0.7596746588029577,-0.10477283166637019,True,233.0,208
sortformer_ecapa_enrollment_runs_kfold3_f1,0.0826,0.5114,0.6714,0.6388124139657115,0.5595357276936553,0.6279508817761688,0.6799734205683909,0.6320537722347168,0.7795507279027726,0.041161006602679406,False,384.0,341
mil/mil_results/wavlm_mil_tinyvox,0.8657,0.5238,0.6698,0.653886280646844,0.5219961745783341,0.6036111796893817,0.6923203963666391,0.5256812551610239,0.7746315575262943,0.03843411571979516,False,233.0,208
mil/mil_results/whisper_mil_acmil_max_kfold3_f0,0.8576,0.5679,0.6687,0.6226482985504267,0.5624293204482369,0.6322408252367415,0.7242922374429224,0.579041095890411,0.7784321861254975,0.10164393889249568,True,421.0,373
mil/mil_results/seg_mil/pyannote_exp_softmax_pool,0.8764,0.6271,0.6675,0.6760128673274213,0.6443227264823509,0.7319395883919406,0.6606110652353426,0.5911643270024773,0.8047661108700592,-0.015401802092078642,False,233.0,208
joint_asr_diar_ecapa_enrollment_runs,0.1163,0.5078,0.6631,0.5825508607198748,0.5718135976351939,0.5916322337955953,0.735755573905863,0.6644921552436003,0.7663609467455621,0.15320471318598816,True,233.0,208
pyannote/pyannote_enrollment_runs,0.8575,0.6379,0.6613,0.7189184489653972,0.6697965571205008,0.7415815520041206,0.5365813377374071,0.5680429397192404,0.7771826462005923,-0.18233711122799012,True,233.0,208
mil/mil_results/whisper_mil_cross_child_synth_cap2x,0.8517,0.5415,0.6591,0.6409979090056962,0.5302833657797966,0.6846926518921344,0.6970970206264324,0.5623249299719888,0.704752970606629,0.05609911162073622,True,274.0,205
mil/mil_results/seg_mil_synth/usc_sail_synth_combined_gated_attention,0.8707,0.5539,0.659,0.6721439749608763,0.5673361154581812,0.6573425887155867,0.6457473162675474,0.5312964492155243,0.7757095845331139,-0.026396658693328856,False,233.0,208
whisper-modeling/usc_sail_enrollment_runs,0.4545,0.5529,0.6581,0.6391931837941227,0.6201095461658842,0.709607086289204,0.6982658959537573,0.628241123038811,0.8192841880341881,0.05907271215963461,True,233.0,208
mil/mil_results/wavlm_mil_hardneg_synth_v1,0.8634,0.5,0.6568,0.6481481481481481,0.5,0.5703047753572011,0.6634186622625929,0.5,0.755325055521906,0.0152705141144448,False,233.0,208
mil/mil_results/wavlm_mil_kfold3_f2,0.869,0.5316,0.6471,0.6110047667304733,0.5213564538527943,0.6057659155833452,0.730844645550528,0.5537707390648567,0.7925281341502134,0.11983987882005465,True,356.0,307
mil/mil_results/wavlm_mil_kfold3_f0,0.8494,0.5164,0.6458,0.6369898221445461,0.5164876118022,0.5689862793020001,0.6683561643835617,0.5172146118721461,0.7326543036838266,0.03136634223901558,False,421.0,373
baselines/baseline_results/whisper_attn_lw,0.8498,0.5801,0.6448,0.5898767034393251,0.5612156608263033,0.7027637216642686,0.7040998217468805,0.6112808759867583,0.7463309542245459,0.11422311830755538,True,274.0,205
mil/mil_results/wavlm_mil_hardneg,0.8634,0.5,0.6421,0.6138062945574682,0.5,0.5703047753572011,0.6881915772089183,0.5,0.755325055521906,0.07438528265145017,True,233.0,208
pyannote/usc_sail_age_stratified/12_16m/12_16m,0.8255,0.612,0.6395,0.6391931837941227,0.6117197009215788,0.6985720700554141,,1.0,1.0,,False,233.0,1
mil/mil_results/seg_mil_synth_v1/usc_sail_synth_combined_transformer,0.8714,0.5474,0.6365,0.6171100678142931,0.5532516084159277,0.6409437612577552,0.6546655656482246,0.5370767960363336,0.7817614566284778,0.03755549783393153,False,233.0,208
mil/mil_results/seg_mil_synth_v1/usc_sail_synth_combined_gated_attention,0.8648,0.5623,0.6361,0.6324986958789777,0.5629021039819162,0.6544942623200317,0.642279108175062,0.5569777043765483,0.7906587647153684,0.009780412296084284,False,233.0,208
mil/mil_results/whisper_mil_cross_child_synth_v3_2k,0.8538,0.5126,0.6292,0.6137428798038792,0.5250198283942605,0.6788910582625948,0.6698497580850522,0.4968805704099822,0.6476097560975609,0.056106878281173,True,274.0,205
mil/mil_results/wavlm_mil_cross_child_synth_v1,0.8637,0.5164,0.6199,0.6387627081981399,0.5074626865671642,0.6587886431945041,0.5996944232238349,0.5294117647058824,0.6775737645016898,-0.03906828497430492,False,274.0,205
mil/mil_results/wavlm_mil_kfold3_f1,0.8477,0.5219,0.6177,0.6270491803278689,0.5229633337504693,0.5893992995997713,0.6132181557963609,0.5186822735636885,0.7103726452166869,-0.013831024531508085,False,384.0,341
mil/mil_results/seg_mil/usc_sail_gmap,0.8714,0.5474,0.6102,0.6353677621283255,0.5532516084159277,0.6409437612577552,0.5763831544178365,0.5370767960363336,0.7817614566284778,-0.05898460771048897,True,233.0,208
