audio_path,child_id,timepoint,task,session,#_children,#_adults,has_interaction,multi_child,FP_count,baseline_fused_attn,baseline_fused_attn_lw,baseline_fused_attn_unfreeze2,baseline_wavlm_attn,baseline_wavlm_attn_lw,baseline_wavlm_mean,baseline_wavlm_stats_lw,baseline_whisper_attn,baseline_whisper_attn_aug,baseline_whisper_attn_aug_ptt,baseline_whisper_attn_lw,baseline_whisper_attn_ptt,baseline_whisper_attn_unfreeze2,baseline_whisper_mean,baseline_whisper_stats_lw,babar,usc_sail_role_only,usc_sail_enrollment,pyannote
/orcd/scratch/bcs/001/sensein/sails/BIDS_data/final_bids-dataset/derivatives/preprocessed/sub-C1G1X2G4C6/ses-02/beh/sub-C1G1X2G4C6_ses-02_task-toyplay_run-05_audio.wav,C1G1X2G4C6,36_month,toyplay,2,1,0,True,False,8,0,0,0,0,1,1,1,0,0,1,1,1,1,0,1,0,0,0,0
/orcd/scratch/bcs/001/sensein/sails/BIDS_data/final_bids-dataset/derivatives/preprocessed/sub-C1G1X2G4C6/ses-01/beh/sub-C1G1X2G4C6_ses-01_task-generalsocialcommunicationinteraction_run-01_audio.wav,C1G1X2G4C6,14_month,generalsocialcommunicationinteraction,1,1,0,False,False,8,0,0,0,0,1,0,1,1,1,1,1,0,0,1,1,0,0,0,0
/orcd/scratch/bcs/001/sensein/sails/BIDS_data/final_bids-dataset/derivatives/preprocessed/sub-D8G5K7I0D6/ses-01/beh/sub-D8G5K7I0D6_ses-01_task-toyplay_run-03_audio.wav,D8G5K7I0D6,14_month,toyplay,1,1,0,True,False,8,0,1,0,1,1,1,1,0,0,0,1,0,1,0,1,0,0,0,0
/orcd/scratch/bcs/001/sensein/sails/BIDS_data/final_bids-dataset/derivatives/preprocessed/sub-N3L7A1I2B9/ses-02/beh/sub-N3L7A1I2B9_ses-02_task-dailyroutine_run-02_audio.wav,N3L7A1I2B9,36_month,dailyroutine,2,1,1,False,False,8,0,1,0,0,1,0,1,0,1,1,1,1,0,0,1,0,0,0,0
/orcd/scratch/bcs/001/sensein/sails/BIDS_data/final_bids-dataset/derivatives/preprocessed/sub-Z3H6O7C3O9/ses-01/beh/sub-Z3H6O7C3O9_ses-01_task-dailyroutine_run-02_audio.wav,Z3H6O7C3O9,14_month,dailyroutine,1,1,0,True,False,8,1,1,0,1,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0
/orcd/scratch/bcs/001/sensein/sails/BIDS_data/final_bids-dataset/derivatives/preprocessed/sub-N3L7A1I2B9/ses-02/beh/sub-N3L7A1I2B9_ses-02_task-motorplay_run-05_audio.wav,N3L7A1I2B9,36_month,motorplay,2,1,0,True,False,8,0,0,0,1,1,1,1,0,0,1,1,1,0,0,1,0,0,0,0
/orcd/scratch/bcs/001/sensein/sails/BIDS_data/final_bids-dataset/derivatives/preprocessed/sub-F3N4H0K1Z1/ses-02/beh/sub-F3N4H0K1Z1_ses-02_task-generalsocialcommunicationinteraction_run-02_audio.wav,F3N4H0K1Z1,36_month,generalsocialcommunicationinteraction,2,1,0,True,False,7,0,0,1,0,0,1,1,0,0,1,1,1,1,0,0,0,0,0,0
/orcd/scratch/bcs/001/sensein/sails/BIDS_data/final_bids-dataset/derivatives/preprocessed/sub-F3N4H0K1Z1/ses-01/beh/sub-F3N4H0K1Z1_ses-01_task-generalsocialcommunicationinteraction_run-05_audio.wav,F3N4H0K1Z1,14_month,generalsocialcommunicationinteraction,1,1,0,True,False,7,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
/orcd/scratch/bcs/001/sensein/sails/BIDS_data/final_bids-dataset/derivatives/preprocessed/sub-N3L7A1I2B9/ses-01/beh/sub-N3L7A1I2B9_ses-01_task-generalsocialcommunicationinteraction_run-14_audio.wav,N3L7A1I2B9,14_month,generalsocialcommunicationinteraction,1,1,0,True,False,7,1,0,0,0,1,1,1,0,0,1,0,1,0,0,1,0,0,0,0
/orcd/scratch/bcs/001/sensein/sails/BIDS_data/final_bids-dataset/derivatives/preprocessed/sub-T2H0J0N2Z5/ses-01/beh/sub-T2H0J0N2Z5_ses-01_task-socialroutine_run-01_audio.wav,T2H0J0N2Z5,14_month,socialroutine,1,1,0,True,False,7,1,1,0,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0
/orcd/scratch/bcs/001/sensein/sails/BIDS_data/final_bids-dataset/derivatives/preprocessed/sub-F3N4H0K1Z1/ses-01/beh/sub-F3N4H0K1Z1_ses-01_task-bookshare_run-01_audio.wav,F3N4H0K1Z1,14_month,bookshare,1,2,0,False,True,7,0,1,0,1,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0
/orcd/scratch/bcs/001/sensein/sails/BIDS_data/final_bids-dataset/derivatives/preprocessed/sub-C0O6X3N5Y7/ses-01/beh/sub-C0O6X3N5Y7_ses-01_task-generalsocialcommunicationinteraction_run-02_audio.wav,C0O6X3N5Y7,14_month,generalsocialcommunicationinteraction,1,1,0,True,False,7,0,0,0,1,1,1,1,0,0,0,1,0,1,0,1,0,0,0,0
/orcd/scratch/bcs/001/sensein/sails/BIDS_data/final_bids-dataset/derivatives/preprocessed/sub-C0O6X3N5Y7/ses-01/beh/sub-C0O6X3N5Y7_ses-01_task-toyplay_run-02_audio.wav,C0O6X3N5Y7,14_month,toyplay,1,1,0,False,False,7,0,0,0,1,0,1,1,0,0,0,1,0,1,1,1,0,0,0,0
/orcd/scratch/bcs/001/sensein/sails/BIDS_data/final_bids-dataset/derivatives/preprocessed/sub-N3L7A1I2B9/ses-01/beh/sub-N3L7A1I2B9_ses-01_task-generalsocialcommunicationinteraction_run-41_audio.wav,N3L7A1I2B9,14_month,generalsocialcommunicationinteraction,1,1,1,True,False,6,0,0,0,1,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0
/orcd/scratch/bcs/001/sensein/sails/BIDS_data/final_bids-dataset/derivatives/preprocessed/sub-C1G1X2G4C6/ses-02/beh/sub-C1G1X2G4C6_ses-02_task-toyplay_run-01_audio.wav,C1G1X2G4C6,36_month,toyplay,2,1,0,True,False,6,1,1,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0
/orcd/scratch/bcs/001/sensein/sails/BIDS_data/final_bids-dataset/derivatives/preprocessed/sub-D4Y7P4G2V4/ses-01/beh/sub-D4Y7P4G2V4_ses-01_task-motorplay_run-11_audio.wav,D4Y7P4G2V4,14_month,motorplay,1,2,0,True,True,6,0,1,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0
/orcd/scratch/bcs/001/sensein/sails/BIDS_data/final_bids-dataset/derivatives/preprocessed/sub-N3L7A1I2B9/ses-01/beh/sub-N3L7A1I2B9_ses-01_task-generalsocialcommunicationinteraction_run-75_audio.wav,N3L7A1I2B9,14_month,generalsocialcommunicationinteraction,1,1,0,True,False,6,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,1,0,0,1
/orcd/scratch/bcs/001/sensein/sails/BIDS_data/final_bids-dataset/derivatives/preprocessed/sub-C1G1X2G4C6/ses-01/beh/sub-C1G1X2G4C6_ses-01_task-toyplay_run-01_audio.wav,C1G1X2G4C6,14_month,toyplay,1,2,0,False,True,6,0,0,0,1,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0
/orcd/scratch/bcs/001/sensein/sails/BIDS_data/final_bids-dataset/derivatives/preprocessed/sub-N3L7A1I2B9/ses-01/beh/sub-N3L7A1I2B9_ses-01_task-bookshare_run-02_audio.wav,N3L7A1I2B9,14_month,bookshare,1,1,1,True,False,6,0,0,0,0,1,0,1,0,1,0,1,0,0,1,1,0,0,0,0
/orcd/scratch/bcs/001/sensein/sails/BIDS_data/final_bids-dataset/derivatives/preprocessed/sub-C0O6X3N5Y7/ses-01/beh/sub-C0O6X3N5Y7_ses-01_task-generalsocialcommunicationinteraction_run-10_audio.wav,C0O6X3N5Y7,14_month,generalsocialcommunicationinteraction,1,1,0,True,False,5,0,0,0,0,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0
/orcd/scratch/bcs/001/sensein/sails/BIDS_data/final_bids-dataset/derivatives/preprocessed/sub-C0O6X3N5Y7/ses-01/beh/sub-C0O6X3N5Y7_ses-01_task-generalsocialcommunicationinteraction_run-09_audio.wav,C0O6X3N5Y7,14_month,generalsocialcommunicationinteraction,1,7,3,True,True,5,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,1
/orcd/scratch/bcs/001/sensein/sails/BIDS_data/final_bids-dataset/derivatives/preprocessed/sub-C1G1X2G4C6/ses-02/beh/sub-C1G1X2G4C6_ses-02_task-toyplay_run-03_audio.wav,C1G1X2G4C6,36_month,toyplay,2,1,0,False,False,5,0,0,0,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0
/orcd/scratch/bcs/001/sensein/sails/BIDS_data/final_bids-dataset/derivatives/preprocessed/sub-N3L7A1I2B9/ses-01/beh/sub-N3L7A1I2B9_ses-01_task-generalsocialcommunicationinteraction_run-45_audio.wav,N3L7A1I2B9,14_month,generalsocialcommunicationinteraction,1,1,1,True,False,5,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0
/orcd/scratch/bcs/001/sensein/sails/BIDS_data/final_bids-dataset/derivatives/preprocessed/sub-N3L7A1I2B9/ses-01/beh/sub-N3L7A1I2B9_ses-01_task-other_run-03_audio.wav,N3L7A1I2B9,14_month,other,1,1,0,False,False,5,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0
/orcd/scratch/bcs/001/sensein/sails/BIDS_data/final_bids-dataset/derivatives/preprocessed/sub-N3L7A1I2B9/ses-01/beh/sub-N3L7A1I2B9_ses-01_task-dailyroutine_run-01_audio.wav,N3L7A1I2B9,14_month,dailyroutine,1,1,0,False,False,5,0,0,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0
/orcd/scratch/bcs/001/sensein/sails/BIDS_data/final_bids-dataset/derivatives/preprocessed/sub-Y4W4H9A8X5/ses-01/beh/sub-Y4W4H9A8X5_ses-01_task-generalsocialcommunicationinteraction_run-02_audio.wav,Y4W4H9A8X5,14_month,generalsocialcommunicationinteraction,1,1,0,True,False,4,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0
/orcd/scratch/bcs/001/sensein/sails/BIDS_data/final_bids-dataset/derivatives/preprocessed/sub-Q9W9P7Z3J7/ses-02/beh/sub-Q9W9P7Z3J7_ses-02_task-motorplay_run-01_audio.wav,Q9W9P7Z3J7,36_month,motorplay,2,1,0,False,False,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
/orcd/scratch/bcs/001/sensein/sails/BIDS_data/final_bids-dataset/derivatives/preprocessed/sub-N3L7A1I2B9/ses-01/beh/sub-N3L7A1I2B9_ses-01_task-generalsocialcommunicationinteraction_run-48_audio.wav,N3L7A1I2B9,14_month,generalsocialcommunicationinteraction,1,1,0,True,False,4,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0
/orcd/scratch/bcs/001/sensein/sails/BIDS_data/final_bids-dataset/derivatives/preprocessed/sub-N3L7A1I2B9/ses-01/beh/sub-N3L7A1I2B9_ses-01_task-other_run-05_audio.wav,N3L7A1I2B9,14_month,other,1,0,1,False,False,4,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0
/orcd/scratch/bcs/001/sensein/sails/BIDS_data/final_bids-dataset/derivatives/preprocessed/sub-R6R8Q6A7K0/ses-01/beh/sub-R6R8Q6A7K0_ses-01_task-generalsocialcommunicationinteraction_run-01_audio.wav,R6R8Q6A7K0,14_month,generalsocialcommunicationinteraction,1,1,1,True,False,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
/orcd/scratch/bcs/001/sensein/sails/BIDS_data/final_bids-dataset/derivatives/preprocessed/sub-S6T9X3C8Y2/ses-01/beh/sub-S6T9X3C8Y2_ses-01_task-motorplay_run-02_audio.wav,S6T9X3C8Y2,14_month,motorplay,1,2,0,True,True,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
/orcd/scratch/bcs/001/sensein/sails/BIDS_data/final_bids-dataset/derivatives/preprocessed/sub-S7Y0I2P0S8/ses-02/beh/sub-S7Y0I2P0S8_ses-02_task-dailyroutine_run-03_audio.wav,S7Y0I2P0S8,36_month,dailyroutine,2,1,0,True,False,4,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0
/orcd/scratch/bcs/001/sensein/sails/BIDS_data/final_bids-dataset/derivatives/preprocessed/sub-V7D7K3H8B4/ses-01/beh/sub-V7D7K3H8B4_ses-01_task-bookshare_run-02_audio.wav,V7D7K3H8B4,14_month,bookshare,1,1,0,False,False,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
/orcd/scratch/bcs/001/sensein/sails/BIDS_data/final_bids-dataset/derivatives/preprocessed/sub-L4M8P2T7S0/ses-02/beh/sub-L4M8P2T7S0_ses-02_task-motorplay_run-02_audio.wav,L4M8P2T7S0,36_month,motorplay,2,1,0,True,False,4,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0
/orcd/scratch/bcs/001/sensein/sails/BIDS_data/final_bids-dataset/derivatives/preprocessed/sub-F8N7H3T0O1/ses-02/beh/sub-F8N7H3T0O1_ses-02_task-motorplay_run-01_audio.wav,F8N7H3T0O1,36_month,motorplay,2,2,0,False,True,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
/orcd/scratch/bcs/001/sensein/sails/BIDS_data/final_bids-dataset/derivatives/preprocessed/sub-N3L7A1I2B9/ses-01/beh/sub-N3L7A1I2B9_ses-01_task-dailyroutine_run-08_audio.wav,N3L7A1I2B9,14_month,dailyroutine,1,1,0,False,False,4,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
/orcd/scratch/bcs/001/sensein/sails/BIDS_data/final_bids-dataset/derivatives/preprocessed/sub-F6J0V8B6S4/ses-02/beh/sub-F6J0V8B6S4_ses-02_task-generalsocialcommunicationinteraction_run-02_audio.wav,F6J0V8B6S4,36_month,generalsocialcommunicationinteraction,2,1,1,True,False,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
/orcd/scratch/bcs/001/sensein/sails/BIDS_data/final_bids-dataset/derivatives/preprocessed/sub-E3O3H8O7H4/ses-01/beh/sub-E3O3H8O7H4_ses-01_task-toyplay_run-01_audio.wav,E3O3H8O7H4,14_month,toyplay,1,2,0,True,True,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
/orcd/scratch/bcs/001/sensein/sails/BIDS_data/final_bids-dataset/derivatives/preprocessed/sub-C0O6X3N5Y7/ses-01/beh/sub-C0O6X3N5Y7_ses-01_task-bookshare_run-01_audio.wav,C0O6X3N5Y7,14_month,bookshare,1,1,0,True,False,4,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1
/orcd/scratch/bcs/001/sensein/sails/BIDS_data/final_bids-dataset/derivatives/preprocessed/sub-A6Y4Y7X2G1/ses-01/beh/sub-A6Y4Y7X2G1_ses-01_task-generalsocialcommunicationinteraction_run-04_audio.wav,A6Y4Y7X2G1,14_month,generalsocialcommunicationinteraction,1,1,0,True,False,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
/orcd/scratch/bcs/001/sensein/sails/BIDS_data/final_bids-dataset/derivatives/preprocessed/sub-C1I8N8L4Q4/ses-02/beh/sub-C1I8N8L4Q4_ses-02_task-other_run-01_audio.wav,C1I8N8L4Q4,36_month,other,2,2,0,False,True,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
/orcd/scratch/bcs/001/sensein/sails/BIDS_data/final_bids-dataset/derivatives/preprocessed/sub-B1S3L8Q7Y6/ses-01/beh/sub-B1S3L8Q7Y6_ses-01_task-motorplay_run-03_audio.wav,B1S3L8Q7Y6,14_month,motorplay,1,2,0,True,True,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
/orcd/scratch/bcs/001/sensein/sails/BIDS_data/final_bids-dataset/derivatives/preprocessed/sub-A2P7X9N8L7/ses-01/beh/sub-A2P7X9N8L7_ses-01_task-motorplay_run-07_audio.wav,A2P7X9N8L7,14_month,motorplay,1,1,1,True,False,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
/orcd/scratch/bcs/001/sensein/sails/BIDS_data/final_bids-dataset/derivatives/preprocessed/sub-C1G1X2G4C6/ses-01/beh/sub-C1G1X2G4C6_ses-01_task-toyplay_run-03_audio.wav,C1G1X2G4C6,14_month,toyplay,1,1,0,False,False,4,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0
/orcd/scratch/bcs/001/sensein/sails/BIDS_data/final_bids-dataset/derivatives/preprocessed/sub-A6S0V1J3G6/ses-01/beh/sub-A6S0V1J3G6_ses-01_task-other_run-04_audio.wav,A6S0V1J3G6,14_month,other,1,1,0,False,False,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
/orcd/scratch/bcs/001/sensein/sails/BIDS_data/final_bids-dataset/derivatives/preprocessed/sub-A1H3H9Y3T1/ses-01/beh/sub-A1H3H9Y3T1_ses-01_task-generalsocialcommunicationinteraction_run-04_audio.wav,A1H3H9Y3T1,14_month,generalsocialcommunicationinteraction,1,1,0,True,False,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
/orcd/scratch/bcs/001/sensein/sails/BIDS_data/final_bids-dataset/derivatives/preprocessed/sub-O6F1J9U1J2/ses-02/beh/sub-O6F1J9U1J2_ses-02_task-generalsocialcommunicationinteraction_run-04_audio.wav,O6F1J9U1J2,36_month,generalsocialcommunicationinteraction,2,1,0,True,False,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
/orcd/scratch/bcs/001/sensein/sails/BIDS_data/final_bids-dataset/derivatives/preprocessed/sub-B9P5V1I5O5/ses-02/beh/sub-B9P5V1I5O5_ses-02_task-motorplay_run-03_audio.wav,B9P5V1I5O5,36_month,motorplay,2,2,-1,True,True,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
/orcd/scratch/bcs/001/sensein/sails/BIDS_data/final_bids-dataset/derivatives/preprocessed/sub-D8G5K7I0D6/ses-01/beh/sub-D8G5K7I0D6_ses-01_task-toyplay_run-02_audio.wav,D8G5K7I0D6,14_month,toyplay,1,1,0,True,False,3,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
/orcd/scratch/bcs/001/sensein/sails/BIDS_data/final_bids-dataset/derivatives/preprocessed/sub-C4C7T6W2I0/ses-02/beh/sub-C4C7T6W2I0_ses-02_task-motorplay_run-02_audio.wav,C4C7T6W2I0,36_month,motorplay,2,2,0,True,True,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
/orcd/scratch/bcs/001/sensein/sails/BIDS_data/final_bids-dataset/derivatives/preprocessed/sub-C5L2D6N1W6/ses-01/beh/sub-C5L2D6N1W6_ses-01_task-toyplay_run-01_audio.wav,C5L2D6N1W6,14_month,toyplay,1,1,0,True,False,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
/orcd/scratch/bcs/001/sensein/sails/BIDS_data/final_bids-dataset/derivatives/preprocessed/sub-C1G1X2G4C6/ses-01/beh/sub-C1G1X2G4C6_ses-01_task-toyplay_run-05_audio.wav,C1G1X2G4C6,14_month,toyplay,1,2,2,True,True,3,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
/orcd/scratch/bcs/001/sensein/sails/BIDS_data/final_bids-dataset/derivatives/preprocessed/sub-C1G1X2G4C6/ses-01/beh/sub-C1G1X2G4C6_ses-01_task-toyplay_run-04_audio.wav,C1G1X2G4C6,14_month,toyplay,1,1,0,False,False,3,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0
/orcd/scratch/bcs/001/sensein/sails/BIDS_data/final_bids-dataset/derivatives/preprocessed/sub-B1S3L8Q7Y6/ses-02/beh/sub-B1S3L8Q7Y6_ses-02_task-motorplay_run-01_audio.wav,B1S3L8Q7Y6,36_month,motorplay,2,1,0,True,False,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
/orcd/scratch/bcs/001/sensein/sails/BIDS_data/final_bids-dataset/derivatives/preprocessed/sub-W9K7Y8Y0V6/ses-02/beh/sub-W9K7Y8Y0V6_ses-02_task-generalsocialinteraction_run-01_audio.wav,W9K7Y8Y0V6,36_month,generalsocialinteraction,2,1,2,True,False,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
/orcd/scratch/bcs/001/sensein/sails/BIDS_data/final_bids-dataset/derivatives/preprocessed/sub-W7P7J6H1H6/ses-01/beh/sub-W7P7J6H1H6_ses-01_task-motorplay_run-05_audio.wav,W7P7J6H1H6,14_month,motorplay,1,1,1,True,False,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
/orcd/scratch/bcs/001/sensein/sails/BIDS_data/final_bids-dataset/derivatives/preprocessed/sub-T8P2Z1M9O9/ses-01/beh/sub-T8P2Z1M9O9_ses-01_task-toyplay_run-09_audio.wav,T8P2Z1M9O9,14_month,toyplay,1,1,0,True,False,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
/orcd/scratch/bcs/001/sensein/sails/BIDS_data/final_bids-dataset/derivatives/preprocessed/sub-U6O5F2B7T5/ses-01/beh/sub-U6O5F2B7T5_ses-01_task-toyplay_run-01_audio.wav,U6O5F2B7T5,14_month,toyplay,1,1,0,False,False,3,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
/orcd/scratch/bcs/001/sensein/sails/BIDS_data/final_bids-dataset/derivatives/preprocessed/sub-Z1J6X4Y3Z4/ses-01/beh/sub-Z1J6X4Y3Z4_ses-01_task-toyplay_run-01_audio.wav,Z1J6X4Y3Z4,14_month,toyplay,1,1,0,True,False,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
/orcd/scratch/bcs/001/sensein/sails/BIDS_data/final_bids-dataset/derivatives/preprocessed/sub-Z2E7T3I3H2/ses-01/beh/sub-Z2E7T3I3H2_ses-01_task-motorplay_run-03_audio.wav,Z2E7T3I3H2,14_month,motorplay,1,1,0,True,False,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
/orcd/scratch/bcs/001/sensein/sails/BIDS_data/final_bids-dataset/derivatives/preprocessed/sub-S9D2T7Y9B1/ses-02/beh/sub-S9D2T7Y9B1_ses-02_task-specialoccasion_run-02_audio.wav,S9D2T7Y9B1,36_month,specialoccasion,2,2,0,True,True,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
/orcd/scratch/bcs/001/sensein/sails/BIDS_data/final_bids-dataset/derivatives/preprocessed/sub-S2C4T1Y7V7/ses-02/beh/sub-S2C4T1Y7V7_ses-02_task-motorplay_run-01_audio.wav,S2C4T1Y7V7,36_month,motorplay,2,1,0,False,False,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
/orcd/scratch/bcs/001/sensein/sails/BIDS_data/final_bids-dataset/derivatives/preprocessed/sub-G4J8F6F4X0/ses-02/beh/sub-G4J8F6F4X0_ses-02_task-generalsocialcommunicationinteraction_run-25_audio.wav,G4J8F6F4X0,36_month,generalsocialcommunicationinteraction,2,1,0,True,False,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
/orcd/scratch/bcs/001/sensein/sails/BIDS_data/final_bids-dataset/derivatives/preprocessed/sub-R2C7W8X7N9/ses-01/beh/sub-R2C7W8X7N9_ses-01_task-motorplay_run-02_audio.wav,R2C7W8X7N9,14_month,motorplay,1,1,2,True,False,3,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
/orcd/scratch/bcs/001/sensein/sails/BIDS_data/final_bids-dataset/derivatives/preprocessed/sub-Q9W9P7Z3J7/ses-02/beh/sub-Q9W9P7Z3J7_ses-02_task-other_run-04_audio.wav,Q9W9P7Z3J7,36_month,other,2,1,0,True,False,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
/orcd/scratch/bcs/001/sensein/sails/BIDS_data/final_bids-dataset/derivatives/preprocessed/sub-S4O9O2E5Z0/ses-01/beh/sub-S4O9O2E5Z0_ses-01_task-other_run-01_audio.wav,S4O9O2E5Z0,14_month,other,1,2,0,False,True,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
/orcd/scratch/bcs/001/sensein/sails/BIDS_data/final_bids-dataset/derivatives/preprocessed/sub-T8P2Z1M9O9/ses-01/beh/sub-T8P2Z1M9O9_ses-01_task-motorplay_run-11_audio.wav,T8P2Z1M9O9,14_month,motorplay,1,1,0,False,False,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
/orcd/scratch/bcs/001/sensein/sails/BIDS_data/final_bids-dataset/derivatives/preprocessed/sub-S6T9X3C8Y2/ses-01/beh/sub-S6T9X3C8Y2_ses-01_task-motorplay_run-12_audio.wav,S6T9X3C8Y2,14_month,motorplay,1,2,0,False,True,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0
/orcd/scratch/bcs/001/sensein/sails/BIDS_data/final_bids-dataset/derivatives/preprocessed/sub-S7F0B6H3A3/ses-01/beh/sub-S7F0B6H3A3_ses-01_task-generalsocialcommunicationinteraction_run-01_audio.wav,S7F0B6H3A3,14_month,generalsocialcommunicationinteraction,1,1,0,True,False,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0
/orcd/scratch/bcs/001/sensein/sails/BIDS_data/final_bids-dataset/derivatives/preprocessed/sub-I8T4E2J3M6/ses-02/beh/sub-I8T4E2J3M6_ses-02_task-motorplay_run-07_audio.wav,I8T4E2J3M6,36_month,motorplay,2,2,0,True,True,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
/orcd/scratch/bcs/001/sensein/sails/BIDS_data/final_bids-dataset/derivatives/preprocessed/sub-I8T4E2J3M6/ses-01/beh/sub-I8T4E2J3M6_ses-01_task-specialoccasion_run-04_audio.wav,I8T4E2J3M6,14_month,specialoccasion,1,2,1,True,True,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
/orcd/scratch/bcs/001/sensein/sails/BIDS_data/final_bids-dataset/derivatives/preprocessed/sub-I8T4E2J3M6/ses-01/beh/sub-I8T4E2J3M6_ses-01_task-dailyroutine_run-03_audio.wav,I8T4E2J3M6,14_month,dailyroutine,1,1,0,False,False,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
/orcd/scratch/bcs/001/sensein/sails/BIDS_data/final_bids-dataset/derivatives/preprocessed/sub-G4J8F6F4X0/ses-02/beh/sub-G4J8F6F4X0_ses-02_task-specialoccasion_run-01_audio.wav,G4J8F6F4X0,36_month,specialoccasion,2,1,0,True,False,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
/orcd/scratch/bcs/001/sensein/sails/BIDS_data/final_bids-dataset/derivatives/preprocessed/sub-E7Z4G3O5K2/ses-01/beh/sub-E7Z4G3O5K2_ses-01_task-socialroutine_run-01_audio.wav,E7Z4G3O5K2,14_month,socialroutine,1,1,0,True,False,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
