audio_path,n_diarizers_fp,pct_diarizers,diarizers,#_adults,#_children,#_people_interacting,has_interaction,n_children_cat,n_adults_cat,Context,Location,child_id,timepoint_norm,task
/orcd/scratch/bcs/001/sensein/sails/BIDS_data/final_bids-dataset/derivatives/preprocessed/sub-B4Q3G8H2N3/ses-01/beh/sub-B4Q3G8H2N3 2_ses-01_task-unknown_run-13_audio.wav,5,0.455,"EEND-EDA, Pyannote, Sortformer, WavLM-MIL, Whisper-MIL",0.0,1.0,1.0,True,1,0,general social communication interaction,inside private,B4Q3G8H2N3,14_month,unknown
/orcd/scratch/bcs/001/sensein/sails/BIDS_data/final_bids-dataset/derivatives/preprocessed/sub-C0O6X3N5Y7/ses-01/beh/sub-C0O6X3N5Y7_ses-01_task-generalsocialcommunicationinteraction_run-09_audio.wav,5,0.455,"EEND-EDA, Pyannote, USC-SAIL, VBx, VTC",3.0,7.0,1.0,True,2+,2+,general social communication interaction,inside public,C0O6X3N5Y7,14_month,generalsocialcommunicationinteraction
/orcd/scratch/bcs/001/sensein/sails/BIDS_data/final_bids-dataset/derivatives/preprocessed/sub-M5H7X4O2M2/ses-01/beh/sub-M5H7X4O2M2_ses-01_task-generalsocialcommunicationinteraction_run-02_audio.wav,5,0.455,"EEND-EDA, Sortformer, USC-SAIL, VBx, WavLM-MIL",1.0,1.0,2.0,True,1,1,general social communication interaction,inside private,M5H7X4O2M2,14_month,generalsocialcommunicationinteraction
/orcd/scratch/bcs/001/sensein/sails/BIDS_data/final_bids-dataset/derivatives/preprocessed/sub-D4Y7P4G2V4/ses-02/beh/sub-D4Y7P4G2V4_ses-02_task-generalsocialcommunicationinteraction_run-02_audio.wav,5,0.455,"EEND-EDA, Pyannote, Sortformer, VBx, WavLM-MIL",1.0,1.0,2.0,True,1,1,general social communication interaction,outside private,D4Y7P4G2V4,36_month,generalsocialcommunicationinteraction
/orcd/scratch/bcs/001/sensein/sails/BIDS_data/final_bids-dataset/derivatives/preprocessed/sub-C0O6X3N5Y7/ses-01/beh/sub-C0O6X3N5Y7_ses-01_task-bookshare_run-01_audio.wav,5,0.455,"EEND-EDA, Pyannote, Sortformer, VBx, WavLM-MIL",0.0,1.0,1.0,True,1,0,book share,inside private,C0O6X3N5Y7,14_month,bookshare
/orcd/scratch/bcs/001/sensein/sails/BIDS_data/final_bids-dataset/derivatives/preprocessed/sub-S4C2W1M7Q0/ses-02/beh/sub-S4C2W1M7Q0_ses-02_task-dailyroutine_run-01_audio.wav,5,0.455,"EEND-EDA, Pyannote, Sortformer, VBx, WavLM-MIL",1.0,5.0,1.0,True,2+,1,daily routine,inside private,S4C2W1M7Q0,36_month,dailyroutine
/orcd/scratch/bcs/001/sensein/sails/BIDS_data/final_bids-dataset/derivatives/preprocessed/sub-A8P5O6Z7X6/ses-01/beh/sub-A8P5O6Z7X6_ses-01_task-motorplay_run-01_audio.wav,5,0.455,"EEND-EDA, USC-SAIL, VTC, WavLM-MIL, Whisper-MIL",1.0,2.0,1.0,True,2+,1,motor play,inside private,A8P5O6Z7X6,14_month,motorplay
/orcd/scratch/bcs/001/sensein/sails/BIDS_data/final_bids-dataset/derivatives/preprocessed/sub-G4J8F6F4X0/ses-01/beh/sub-G4J8F6F4X0_ses-01_task-generalsocialcommunicationinteraction_run-05_audio.wav,5,0.455,"EEND-EDA, Sortformer, USC-SAIL, VBx, WavLM-MIL",0.0,1.0,1.0,True,1,0,general social communication interaction,inside private,G4J8F6F4X0,14_month,generalsocialcommunicationinteraction
/orcd/scratch/bcs/001/sensein/sails/BIDS_data/final_bids-dataset/derivatives/preprocessed/sub-L4M8P2T7S0/ses-02/beh/sub-L4M8P2T7S0_ses-02_task-motorplay_run-09_audio.wav,5,0.455,"EEND-EDA, Pyannote, Sortformer, VBx, WavLM-MIL",0.0,1.0,1.0,True,1,0,motor play,outside public,L4M8P2T7S0,36_month,motorplay
/orcd/scratch/bcs/001/sensein/sails/BIDS_data/final_bids-dataset/derivatives/preprocessed/sub-S2C4T1Y7V7/ses-01/beh/sub-S2C4T1Y7V7_ses-01_task-generalsocialcommunicationinteraction_run-04_audio.wav,5,0.455,"EEND-EDA, Pyannote, Sortformer, VBx, WavLM-MIL",0.0,2.0,1.0,True,2+,0,general social communication interaction,inside private,S2C4T1Y7V7,14_month,generalsocialcommunicationinteraction
/orcd/scratch/bcs/001/sensein/sails/BIDS_data/final_bids-dataset/derivatives/preprocessed/sub-B9P5V1I5O5/ses-01/beh/sub-B9P5V1I5O5_ses-01_task-toyplay_run-06_audio.wav,5,0.455,"EEND-EDA, USC-SAIL, VBx, WavLM-MIL, Whisper-MIL",0.0,1.0,0.0,False,1,0,toy play,inside private,B9P5V1I5O5,14_month,toyplay
/orcd/scratch/bcs/001/sensein/sails/BIDS_data/final_bids-dataset/derivatives/preprocessed/sub-E7Z4G3O5K2/ses-01/beh/sub-E7Z4G3O5K2 2_ses-01_task-unknown_run-06_audio.wav,4,0.364,"EEND-EDA, Pyannote, VBx, WavLM-MIL",0.0,2.0,0.0,False,2+,0,toy play,inside private,E7Z4G3O5K2,14_month,unknown
/orcd/scratch/bcs/001/sensein/sails/BIDS_data/final_bids-dataset/derivatives/preprocessed/sub-I8T4E2J3M6/ses-01/beh/sub-I8T4E2J3M6_ses-01_task-dailyroutine_run-03_audio.wav,4,0.364,"EEND-EDA, Pyannote, USC-SAIL, VBx",0.0,1.0,0.0,False,1,0,daily routine,inside private,I8T4E2J3M6,14_month,dailyroutine
/orcd/scratch/bcs/001/sensein/sails/BIDS_data/final_bids-dataset/derivatives/preprocessed/sub-M5H7X4O2M2/ses-02/beh/sub-M5H7X4O2M2_ses-02_task-other_run-04_audio.wav,4,0.364,"EEND-EDA, Pyannote, USC-SAIL, VBx",1.0,3.0,0.0,False,2+,1,other,outside public,M5H7X4O2M2,36_month,other
/orcd/scratch/bcs/001/sensein/sails/BIDS_data/final_bids-dataset/derivatives/preprocessed/sub-R6R8Q6A7K0/ses-01/beh/sub-R6R8Q6A7K0_ses-01_task-motorplay_run-10_audio.wav,4,0.364,"EEND-EDA, Pyannote, Sortformer, VBx",0.0,1.0,1.0,True,1,0,motor play,inside private,R6R8Q6A7K0,14_month,motorplay
/orcd/scratch/bcs/001/sensein/sails/BIDS_data/final_bids-dataset/derivatives/preprocessed/sub-Q9W9P7Z3J7/ses-02/beh/sub-Q9W9P7Z3J7_ses-02_task-other_run-04_audio.wav,4,0.364,"Pyannote, Sortformer, USC-SAIL, VBx",0.0,1.0,1.0,True,1,0,other,outside private,Q9W9P7Z3J7,36_month,other
/orcd/scratch/bcs/001/sensein/sails/BIDS_data/final_bids-dataset/derivatives/preprocessed/sub-J3J0V4T8C3/ses-01/beh/sub-J3J0V4T8C3_ses-01_task-generalsocialcommunicationinteraction_run-04_audio.wav,4,0.364,"EEND-EDA, Sortformer, USC-SAIL, WavLM-MIL",0.0,1.0,1.0,True,1,0,general social communication interaction,inside public,J3J0V4T8C3,14_month,generalsocialcommunicationinteraction
/orcd/scratch/bcs/001/sensein/sails/BIDS_data/final_bids-dataset/derivatives/preprocessed/sub-N3C7S2N8O0/ses-01/beh/sub-N3C7S2N8O0_ses-01_task-motorplay_run-01_audio.wav,4,0.364,"EEND-EDA, TalkNet-ASD, USC-SAIL, VBx",0.0,1.0,0.0,False,1,0,motor play,inside public,N3C7S2N8O0,14_month,motorplay
/orcd/scratch/bcs/001/sensein/sails/BIDS_data/final_bids-dataset/derivatives/preprocessed/sub-N3L7A1I2B9/ses-01/beh/sub-N3L7A1I2B9_ses-01_task-generalsocialcommunicationinteraction_run-45_audio.wav,4,0.364,"EEND-EDA, Sortformer, USC-SAIL, VBx",1.0,1.0,1.0,True,1,1,general social communication interaction,inside private,N3L7A1I2B9,14_month,generalsocialcommunicationinteraction
/orcd/scratch/bcs/001/sensein/sails/BIDS_data/final_bids-dataset/derivatives/preprocessed/sub-Z3H6O7C3O9/ses-02/beh/sub-Z3H6O7C3O9_ses-02_task-other_run-01_audio.wav,4,0.364,"EEND-EDA, Sortformer, VBx, WavLM-MIL",0.0,2.0,0.0,False,2+,0,other,inside private,Z3H6O7C3O9,36_month,other
/orcd/scratch/bcs/001/sensein/sails/BIDS_data/final_bids-dataset/derivatives/preprocessed/sub-A6Y4Y7X2G1/ses-01/beh/sub-A6Y4Y7X2G1_ses-01_task-other_run-02_audio.wav,4,0.364,"EEND-EDA, Sortformer, VBx, WavLM-MIL",1.0,1.0,0.0,False,1,1,other,inside public,A6Y4Y7X2G1,14_month,other
/orcd/scratch/bcs/001/sensein/sails/BIDS_data/final_bids-dataset/derivatives/preprocessed/sub-R6R8Q6A7K0/ses-01/beh/sub-R6R8Q6A7K0_ses-01_task-motorplay_run-08_audio.wav,4,0.364,"EEND-EDA, Sortformer, USC-SAIL, VBx",0.0,1.0,0.0,False,1,0,motor play,outside private,R6R8Q6A7K0,14_month,motorplay
/orcd/scratch/bcs/001/sensein/sails/BIDS_data/final_bids-dataset/derivatives/preprocessed/sub-T8P2Z1M9O9/ses-01/beh/sub-T8P2Z1M9O9_ses-01_task-motorplay_run-12_audio.wav,4,0.364,"EEND-EDA, Sortformer, WavLM-MIL, Whisper-MIL",0.0,1.0,0.0,False,1,0,motor play,inside public,T8P2Z1M9O9,14_month,motorplay
/orcd/scratch/bcs/001/sensein/sails/BIDS_data/final_bids-dataset/derivatives/preprocessed/sub-G4J8F6F4X0/ses-01/beh/sub-G4J8F6F4X0_ses-01_task-other_run-03_audio.wav,3,0.273,"EEND-EDA, USC-SAIL, WavLM-MIL",0.0,1.0,0.0,False,1,0,other,inside private,G4J8F6F4X0,14_month,other
/orcd/scratch/bcs/001/sensein/sails/BIDS_data/final_bids-dataset/derivatives/preprocessed/sub-A6Y4Y7X2G1/ses-01/beh/sub-A6Y4Y7X2G1_ses-01_task-toyplay_run-01_audio.wav,3,0.273,"EEND-EDA, USC-SAIL, VBx",0.0,1.0,1.0,True,1,0,toy play,inside public,A6Y4Y7X2G1,14_month,toyplay
/orcd/scratch/bcs/001/sensein/sails/BIDS_data/final_bids-dataset/derivatives/preprocessed/sub-B1S3L8Q7Y6/ses-01/beh/sub-B1S3L8Q7Y6_ses-01_task-other_run-02_audio.wav,3,0.273,"EEND-EDA, Sortformer, USC-SAIL",0.0,1.0,0.0,False,1,0,other,inside private,B1S3L8Q7Y6,14_month,other
/orcd/scratch/bcs/001/sensein/sails/BIDS_data/final_bids-dataset/derivatives/preprocessed/sub-Z1J6X4Y3Z4/ses-02/beh/sub-Z1J6X4Y3Z4_ses-02_task-generalsocialcommunicationinteraction_run-07_audio.wav,3,0.273,"EEND-EDA, USC-SAIL, VTC",2.0,3.0,1.0,True,2+,2+,general social communication interaction,inside public,Z1J6X4Y3Z4,36_month,generalsocialcommunicationinteraction
/orcd/scratch/bcs/001/sensein/sails/BIDS_data/final_bids-dataset/derivatives/preprocessed/sub-Y4W4H9A8X5/ses-02/beh/sub-Y4W4H9A8X5_ses-02_task-specialoccasion_run-03_audio.wav,3,0.273,"USC-SAIL, WavLM-MIL, Whisper-MIL",2.0,6.0,,True,2+,2+,special occasion,inside public,Y4W4H9A8X5,36_month,specialoccasion
/orcd/scratch/bcs/001/sensein/sails/BIDS_data/final_bids-dataset/derivatives/preprocessed/sub-M5Y0K3C9L0/ses-01/beh/sub-M5Y0K3C9L0_ses-01_task-motorplay_run-01_audio.wav,3,0.273,"Sortformer, USC-SAIL, WavLM-MIL",2.0,1.0,2.0,True,1,2+,motor play,outside public,M5Y0K3C9L0,14_month,motorplay
/orcd/scratch/bcs/001/sensein/sails/BIDS_data/final_bids-dataset/derivatives/preprocessed/sub-G4J8F6F4X0/ses-01/beh/sub-G4J8F6F4X0_ses-01_task-toyplay_run-02_audio.wav,3,0.273,"Sortformer, USC-SAIL, WavLM-MIL",0.0,1.0,0.0,False,1,0,toy play,inside private,G4J8F6F4X0,14_month,toyplay
/orcd/scratch/bcs/001/sensein/sails/BIDS_data/final_bids-dataset/derivatives/preprocessed/sub-K6I1Q4G2V4/ses-01/beh/sub-K6I1Q4G2V4_ses-01_task-motorplay_run-02_audio.wav,3,0.273,"EEND-EDA, Sortformer, WavLM-MIL",0.0,1.0,0.0,False,1,0,motor play,outside private,K6I1Q4G2V4,14_month,motorplay
/orcd/scratch/bcs/001/sensein/sails/BIDS_data/final_bids-dataset/derivatives/preprocessed/sub-S0M6Z7D5X7/ses-02/beh/sub-S0M6Z7D5X7_ses-02_task-specialoccasion_run-02_audio.wav,3,0.273,"EEND-EDA, Sortformer, USC-SAIL",0.0,2.0,0.0,False,2+,0,special occasion,outside private,S0M6Z7D5X7,36_month,specialoccasion
/orcd/scratch/bcs/001/sensein/sails/BIDS_data/final_bids-dataset/derivatives/preprocessed/sub-H3B5L5F8T1/ses-01/beh/sub-H3B5L5F8T1_ses-01_task-toyplay_run-01_audio.wav,2,0.182,"USC-SAIL, WavLM-MIL",0.0,1.0,0.0,False,1,0,toy play,inside private,H3B5L5F8T1,14_month,toyplay
/orcd/scratch/bcs/001/sensein/sails/BIDS_data/final_bids-dataset/derivatives/preprocessed/sub-J3J0V4T8C3/ses-01/beh/sub-J3J0V4T8C3_ses-01_task-toyplay_run-02_audio.wav,2,0.182,"Sortformer, USC-SAIL",0.0,1.0,0.0,False,1,0,toy play,inside private,J3J0V4T8C3,14_month,toyplay
/orcd/scratch/bcs/001/sensein/sails/BIDS_data/final_bids-dataset/derivatives/preprocessed/sub-N3L7A1I2B9/ses-01/beh/sub-N3L7A1I2B9_ses-01_task-other_run-11_audio.wav,2,0.182,"EEND-EDA, Sortformer",0.0,1.0,0.0,False,1,0,other,inside private,N3L7A1I2B9,14_month,other
/orcd/scratch/bcs/001/sensein/sails/BIDS_data/final_bids-dataset/derivatives/preprocessed/sub-L0B0Q5O3Q3/ses-01/beh/sub-L0B0Q5O3Q3_ses-01_task-toyplay_run-01_audio.wav,2,0.182,"EEND-EDA, WavLM-MIL",0.0,1.0,0.0,False,1,0,toy play,inside private,L0B0Q5O3Q3,14_month,toyplay
/orcd/scratch/bcs/001/sensein/sails/BIDS_data/final_bids-dataset/derivatives/preprocessed/sub-C1G1X2G4C6/ses-02/beh/sub-C1G1X2G4C6_ses-02_task-toyplay_run-03_audio.wav,1,0.091,EEND-EDA,0.0,1.0,0.0,False,1,0,toy play,outside public,C1G1X2G4C6,36_month,toyplay
/orcd/scratch/bcs/001/sensein/sails/BIDS_data/final_bids-dataset/derivatives/preprocessed/sub-B1S3L8Q7Y6/ses-01/beh/sub-B1S3L8Q7Y6_ses-01_task-other_run-03_audio.wav,1,0.091,EEND-EDA,0.0,1.0,0.0,False,1,0,other,inside private,B1S3L8Q7Y6,14_month,other
/orcd/scratch/bcs/001/sensein/sails/BIDS_data/final_bids-dataset/derivatives/preprocessed/sub-N3C7S2N8O0/ses-02/beh/sub-N3C7S2N8O0_ses-02_task-motorplay_run-05_audio.wav,1,0.091,EEND-EDA,0.0,1.0,0.0,False,1,0,motor play,outside public,N3C7S2N8O0,36_month,motorplay
/orcd/scratch/bcs/001/sensein/sails/BIDS_data/final_bids-dataset/derivatives/preprocessed/sub-H3B5L5F8T1/ses-01/beh/sub-H3B5L5F8T1_ses-01_task-toyplay_run-10_audio.wav,1,0.091,EEND-EDA,0.0,1.0,0.0,False,1,0,toy play,outside private,H3B5L5F8T1,14_month,toyplay
/orcd/scratch/bcs/001/sensein/sails/BIDS_data/final_bids-dataset/derivatives/preprocessed/sub-S2C4T1Y7V7/ses-02/beh/sub-S2C4T1Y7V7_ses-02_task-motorplay_run-06_audio.wav,1,0.091,EEND-EDA,0.0,1.0,0.0,False,1,0,motor play,inside private,S2C4T1Y7V7,36_month,motorplay
/orcd/scratch/bcs/001/sensein/sails/BIDS_data/final_bids-dataset/derivatives/preprocessed/sub-S9B3J7I4R1/ses-01/beh/sub-S9B3J7I4R1_ses-01_task-other_run-01_audio.wav,1,0.091,EEND-EDA,0.0,1.0,0.0,False,1,0,other,inside public,S9B3J7I4R1,14_month,other
