diarizer,child_id,timepoint_norm,n_clips,n_fp,n_fn,accuracy
VTC-KCHI,A5X1S7S1E7,14_month,3,0,0,1.0
VTC-KCHI,A6S0V1J3G6,14_month,1,0,0,1.0
VTC-KCHI,A6Y4Y7X2G1,14_month,6,2,0,0.6667
VTC-KCHI,A6Z2B3J2A9,14_month,2,0,0,1.0
VTC-KCHI,A8P5O6Z7X6,14_month,1,0,0,1.0
VTC-KCHI,B1L0B3F6F1,14_month,3,0,0,1.0
VTC-KCHI,B1S3L8Q7Y6,14_month,17,1,3,0.7647
VTC-KCHI,B2R3Q8L2Y3,14_month,4,0,0,1.0
VTC-KCHI,B4Q3G8H2N3,14_month,8,0,4,0.5
VTC-KCHI,B8I6G9P2G8,36_month,1,0,0,1.0
VTC-KCHI,B9P5V1I5O5,14_month,2,0,0,1.0
VTC-KCHI,C0O6X3N5Y7,14_month,10,0,2,0.8
VTC-KCHI,C1G1X2G4C6,14_month,3,1,0,0.6667
VTC-KCHI,C1I8N8L4Q4,36_month,2,1,0,0.5
VTC-KCHI,C3A8Q4J6E5,14_month,1,0,0,1.0
VTC-KCHI,C4C7T6W2I0,14_month,3,1,0,0.6667
VTC-KCHI,C5L2D6N1W6,14_month,2,1,0,0.5
VTC-KCHI,C5U1P3X9F0,14_month,8,0,2,0.75
VTC-KCHI,D4Y7P4G2V4,14_month,5,0,2,0.6
VTC-KCHI,D8G5K7I0D6,14_month,4,1,1,0.5
VTC-KCHI,D8O8B2C4X2,14_month,3,0,0,1.0
VTC-KCHI,D9N0U7M9X3,36_month,1,0,0,1.0
VTC-KCHI,E2P5Q8S5A7,14_month,3,0,1,0.6667
VTC-KCHI,E3O3H8O7H4,14_month,3,1,0,0.6667
VTC-KCHI,E7G3N4A1K5,36_month,2,0,0,1.0
VTC-KCHI,E7T7O3G7J5,14_month,3,0,0,1.0
VTC-KCHI,E7Z4G3O5K2,14_month,4,0,1,0.75
VTC-KCHI,F3N4H0K1Z1,14_month,12,1,0,0.9167
VTC-KCHI,F6J0V8B6S4,36_month,1,1,0,0.0
VTC-KCHI,F8N7H3T0O1,14_month,6,2,0,0.6667
VTC-KCHI,F8V2U5P1A0,14_month,5,0,0,1.0
VTC-KCHI,G2N1M4K2S0,14_month,1,0,0,1.0
VTC-KCHI,G3A6S5R9F7,14_month,5,0,1,0.8
VTC-KCHI,G3D3S2N7W8,14_month,2,0,1,0.5
VTC-KCHI,G4J8F6F4X0,14_month,11,0,0,1.0
VTC-KCHI,G8Q8I6N0I3,14_month,2,0,1,0.5
VTC-KCHI,H3B5L5F8T1,14_month,5,0,1,0.8
VTC-KCHI,H7C3T0K5E5,14_month,4,0,2,0.5
VTC-KCHI,I8T4E2J3M6,14_month,8,1,1,0.75
VTC-KCHI,J3J0V4T8C3,14_month,12,0,2,0.8333
VTC-KCHI,J4J6X7C4D9,14_month,5,0,2,0.6
VTC-KCHI,K6I1Q4G2V4,14_month,2,0,0,1.0
VTC-KCHI,K6O1J5K7Z0,14_month,7,0,1,0.8571
VTC-KCHI,L0B0Q5O3Q3,14_month,10,0,0,1.0
VTC-KCHI,L0C6T6H2C6,14_month,3,0,0,1.0
VTC-KCHI,L3F0P2N3D1,14_month,1,0,0,1.0
VTC-KCHI,L4K0P3T4Q8,14_month,2,0,0,1.0
VTC-KCHI,L4M1H7J7G3,14_month,8,0,0,1.0
VTC-KCHI,L4M8P2T7S0,36_month,7,0,1,0.8571
VTC-KCHI,L5Q0Z1W8S2,14_month,1,0,0,1.0
VTC-KCHI,L5V8G4A3K7,14_month,1,0,0,1.0
VTC-KCHI,L6F2P7K8P1,14_month,5,0,1,0.8
VTC-KCHI,L7Z6Q2U6Y6,36_month,2,0,0,1.0
VTC-KCHI,M2N1C8G1C8,14_month,1,0,0,1.0
VTC-KCHI,M4R4B8C7G8,36_month,1,0,0,1.0
VTC-KCHI,M5F7G8S4F0,14_month,3,0,0,1.0
VTC-KCHI,M5H7X4O2M2,14_month,3,0,0,1.0
VTC-KCHI,M5O1K4W9O1,14_month,5,0,3,0.4
VTC-KCHI,M5Y0K3C9L0,14_month,3,0,0,1.0
VTC-KCHI,N2H7T0A7U5,36_month,1,1,0,0.0
VTC-KCHI,N2Z6J3E5Q5,14_month,6,0,0,1.0
VTC-KCHI,N3C7S2N8O0,14_month,5,0,0,1.0
VTC-KCHI,N3L7A1I2B9,14_month,25,2,1,0.88
VTC-KCHI,N5I9D3R2M1,14_month,4,0,1,0.75
VTC-KCHI,N6O9P4J0Q2,14_month,1,0,0,1.0
VTC-KCHI,O2U2C6W2S9,14_month,3,0,0,1.0
VTC-KCHI,O5Q7I1O6N2,14_month,4,0,0,1.0
VTC-KCHI,O6F1J9U1J2,14_month,4,0,0,1.0
VTC-KCHI,O7X6W5O8E0,14_month,3,0,0,1.0
VTC-KCHI,P3A4R4S2O3,14_month,2,0,0,1.0
VTC-KCHI,Q9W9P7Z3J7,14_month,6,1,2,0.5
VTC-KCHI,R2C7W8X7N9,14_month,2,2,0,0.0
VTC-KCHI,R4O0P4P3J4,14_month,3,0,2,0.3333
VTC-KCHI,R6R8Q6A7K0,14_month,8,1,1,0.75
VTC-KCHI,S0M6Z7D5X7,14_month,3,0,0,1.0
VTC-KCHI,S2C4T1Y7V7,14_month,6,0,1,0.8333
VTC-KCHI,S4C2W1M7Q0,36_month,4,0,3,0.25
VTC-KCHI,S4O9O2E5Z0,14_month,4,0,0,1.0
VTC-KCHI,S6T9X3C8Y2,14_month,2,2,0,0.0
VTC-KCHI,S7F0B6H3A3,14_month,5,1,1,0.6
VTC-KCHI,S7Y0I2P0S8,14_month,5,0,0,1.0
VTC-KCHI,S9B3J7I4R1,14_month,6,0,2,0.6667
VTC-KCHI,S9D2T7Y9B1,14_month,3,0,0,1.0
VTC-KCHI,T1G8F8W8Y8,14_month,4,0,0,1.0
VTC-KCHI,T2H0J0N2Z5,14_month,5,1,0,0.8
VTC-KCHI,T8P2Z1M9O9,14_month,4,0,0,1.0
VTC-KCHI,U6O5F2B7T5,14_month,3,0,1,0.6667
VTC-KCHI,V7D7K3H8B4,14_month,3,1,0,0.6667
VTC-KCHI,V9X2Q7S1E1,14_month,1,0,0,1.0
VTC-KCHI,W2E0Z9B7Z8,36_month,1,0,0,1.0
VTC-KCHI,W3I4D2X4Z4,14_month,5,0,0,1.0
VTC-KCHI,W3O7N1N8U2,14_month,2,0,0,1.0
VTC-KCHI,W3P0N4W0X9,14_month,6,0,2,0.6667
VTC-KCHI,W4O4B5W7K0,36_month,2,0,0,1.0
VTC-KCHI,W7P7J6H1H6,14_month,2,0,1,0.5
VTC-KCHI,W9K7Y8Y0V6,36_month,3,0,0,1.0
VTC-KCHI,W9S0D6Q7Z5,14_month,1,0,0,1.0
VTC-KCHI,X1U1P0D1X3,14_month,3,0,0,1.0
VTC-KCHI,X2N4R2N5V8,36_month,2,0,0,1.0
VTC-KCHI,Y4W4H9A8X5,36_month,2,0,0,1.0
VTC-KCHI,Y6Z4H0C5U2,14_month,2,0,0,1.0
VTC-KCHI,Z1J6X4Y3Z4,14_month,3,0,0,1.0
VTC-KCHI,Z2E7T3I3H2,14_month,4,0,1,0.75
VTC-KCHI,Z3H6O7C3O9,36_month,1,0,0,1.0
VBx,A1H3H9Y3T1,14_month,3,1,0,0.6667
VBx,A2M5H0V6E3,14_month,3,0,0,1.0
VBx,A2P7X9N8L7,14_month,5,1,0,0.8
VBx,A3G3T7I1A5,14_month,4,0,0,1.0
VBx,A4E8K1L5Y2,36_month,3,0,0,1.0
VBx,A5X1S7S1E7,14_month,3,0,0,1.0
VBx,A6S0V1J3G6,14_month,1,1,0,0.0
VBx,A6Y4Y7X2G1,14_month,6,4,1,0.1667
VBx,A6Z2B3J2A9,14_month,2,0,0,1.0
VBx,A8P5O6Z7X6,14_month,1,0,0,1.0
VBx,B1L0B3F6F1,14_month,3,0,0,1.0
VBx,B1S3L8Q7Y6,14_month,17,2,2,0.7647
VBx,B2R3Q8L2Y3,14_month,4,0,0,1.0
VBx,B4Q3G8H2N3,14_month,8,0,3,0.625
VBx,B8I6G9P2G8,36_month,1,1,0,0.0
VBx,B9P5V1I5O5,14_month,2,2,0,0.0
VBx,C0O6X3N5Y7,14_month,10,2,1,0.7
VBx,C1G1X2G4C6,14_month,3,2,0,0.3333
VBx,C1I8N8L4Q4,36_month,2,1,0,0.5
VBx,C3A8Q4J6E5,14_month,1,0,0,1.0
VBx,C4C7T6W2I0,14_month,3,1,0,0.6667
VBx,C5L2D6N1W6,14_month,2,1,0,0.5
VBx,C5U1P3X9F0,14_month,8,0,0,1.0
VBx,D4Y7P4G2V4,14_month,5,1,0,0.8
VBx,D8G5K7I0D6,14_month,4,1,0,0.75
VBx,D8O8B2C4X2,14_month,3,0,0,1.0
VBx,D9N0U7M9X3,36_month,1,0,0,1.0
VBx,E2P5Q8S5A7,14_month,3,1,0,0.6667
VBx,E3O3H8O7H4,14_month,3,1,0,0.6667
VBx,E7G3N4A1K5,36_month,2,0,2,0.0
VBx,E7T7O3G7J5,14_month,3,1,0,0.6667
VBx,E7Z4G3O5K2,14_month,4,2,0,0.5
VBx,F3N4H0K1Z1,14_month,12,1,1,0.8333
VBx,F6J0V8B6S4,36_month,1,1,0,0.0
VBx,F8N7H3T0O1,14_month,6,1,0,0.8333
VBx,F8V2U5P1A0,14_month,5,1,0,0.8
VBx,G2N1M4K2S0,14_month,1,0,0,1.0
VBx,G3A6S5R9F7,14_month,5,2,1,0.4
VBx,G3D3S2N7W8,14_month,2,1,0,0.5
VBx,G4J8F6F4X0,14_month,11,3,0,0.7273
VBx,G8Q8I6N0I3,14_month,2,0,0,1.0
VBx,H3B5L5F8T1,14_month,5,0,1,0.8
VBx,H7C3T0K5E5,14_month,4,0,3,0.25
VBx,I8T4E2J3M6,14_month,8,6,0,0.25
VBx,J3J0V4T8C3,14_month,12,0,1,0.9167
VBx,J4J6X7C4D9,14_month,5,0,1,0.8
VBx,K6I1Q4G2V4,14_month,2,0,0,1.0
VBx,K6O1J5K7Z0,14_month,7,0,0,1.0
VBx,L0B0Q5O3Q3,14_month,10,1,0,0.9
VBx,L0C6T6H2C6,14_month,3,0,0,1.0
VBx,L3F0P2N3D1,14_month,1,0,0,1.0
VBx,L4K0P3T4Q8,14_month,2,0,0,1.0
VBx,L4M1H7J7G3,14_month,8,0,0,1.0
VBx,L4M8P2T7S0,36_month,7,1,0,0.8571
VBx,L5Q0Z1W8S2,14_month,1,0,0,1.0
VBx,L5V8G4A3K7,14_month,1,1,0,0.0
VBx,L6F2P7K8P1,14_month,5,0,1,0.8
VBx,L7Z6Q2U6Y6,36_month,2,0,0,1.0
VBx,M2N1C8G1C8,14_month,1,0,0,1.0
VBx,M4R4B8C7G8,36_month,1,1,0,0.0
VBx,M5F7G8S4F0,14_month,3,0,0,1.0
VBx,M5H7X4O2M2,14_month,3,2,0,0.3333
VBx,M5O1K4W9O1,14_month,5,0,2,0.6
VBx,M5Y0K3C9L0,14_month,3,0,0,1.0
VBx,N2H7T0A7U5,36_month,1,1,0,0.0
VBx,N2Z6J3E5Q5,14_month,6,0,0,1.0
VBx,N3C7S2N8O0,14_month,5,1,0,0.8
VBx,N3L7A1I2B9,14_month,25,5,1,0.76
VBx,N5I9D3R2M1,14_month,4,0,0,1.0
VBx,N6O9P4J0Q2,14_month,1,0,0,1.0
VBx,O2U2C6W2S9,14_month,3,0,0,1.0
VBx,O5Q7I1O6N2,14_month,4,0,0,1.0
VBx,O6F1J9U1J2,14_month,4,1,0,0.75
VBx,O7X6W5O8E0,14_month,3,0,0,1.0
VBx,P3A4R4S2O3,14_month,2,0,0,1.0
VBx,Q9W9P7Z3J7,14_month,6,2,0,0.6667
VBx,R2C7W8X7N9,14_month,2,2,0,0.0
VBx,R4O0P4P3J4,14_month,3,0,0,1.0
VBx,R6R8Q6A7K0,14_month,8,3,0,0.625
VBx,S0M6Z7D5X7,14_month,3,0,0,1.0
VBx,S2C4T1Y7V7,14_month,6,2,0,0.6667
VBx,S4C2W1M7Q0,36_month,4,1,1,0.5
VBx,S4O9O2E5Z0,14_month,4,1,0,0.75
VBx,S6T9X3C8Y2,14_month,2,1,0,0.5
VBx,S7F0B6H3A3,14_month,5,0,0,1.0
VBx,S7Y0I2P0S8,14_month,5,0,0,1.0
VBx,S9B3J7I4R1,14_month,6,0,1,0.8333
VBx,S9D2T7Y9B1,14_month,3,1,0,0.6667
VBx,T1G8F8W8Y8,14_month,4,0,0,1.0
VBx,T2H0J0N2Z5,14_month,5,1,0,0.8
VBx,T8P2Z1M9O9,14_month,4,2,0,0.5
VBx,U6O5F2B7T5,14_month,3,0,0,1.0
VBx,V7D7K3H8B4,14_month,3,1,0,0.6667
VBx,V9X2Q7S1E1,14_month,1,0,0,1.0
VBx,W2E0Z9B7Z8,36_month,1,0,0,1.0
VBx,W3I4D2X4Z4,14_month,5,0,0,1.0
VBx,W3O7N1N8U2,14_month,2,0,0,1.0
VBx,W3P0N4W0X9,14_month,6,0,0,1.0
VBx,W4O4B5W7K0,36_month,2,0,0,1.0
VBx,W7P7J6H1H6,14_month,2,1,1,0.0
VBx,W9K7Y8Y0V6,36_month,3,1,0,0.6667
VBx,W9S0D6Q7Z5,14_month,1,0,0,1.0
VBx,X1U1P0D1X3,14_month,3,0,0,1.0
VBx,X2N4R2N5V8,36_month,2,0,0,1.0
VBx,Y4W4H9A8X5,36_month,2,1,0,0.5
VBx,Y6Z4H0C5U2,14_month,2,0,0,1.0
VBx,Z1J6X4Y3Z4,14_month,3,1,0,0.6667
VBx,Z2E7T3I3H2,14_month,4,1,0,0.75
VBx,Z3H6O7C3O9,36_month,1,1,0,0.0
TalkNet-ASD,A1H3H9Y3T1,14_month,3,0,2,0.3333
TalkNet-ASD,A2M5H0V6E3,14_month,3,0,3,0.0
TalkNet-ASD,A2P7X9N8L7,14_month,5,1,4,0.0
TalkNet-ASD,A3G3T7I1A5,14_month,4,0,4,0.0
TalkNet-ASD,A4E8K1L5Y2,36_month,3,0,3,0.0
TalkNet-ASD,A5X1S7S1E7,14_month,3,0,1,0.6667
TalkNet-ASD,A6S0V1J3G6,14_month,1,0,0,1.0
TalkNet-ASD,A6Y4Y7X2G1,14_month,6,0,2,0.6667
TalkNet-ASD,A6Z2B3J2A9,14_month,2,0,2,0.0
TalkNet-ASD,A8P5O6Z7X6,14_month,1,0,0,1.0
TalkNet-ASD,B1L0B3F6F1,14_month,3,0,3,0.0
TalkNet-ASD,B1S3L8Q7Y6,14_month,17,0,11,0.3529
TalkNet-ASD,B2R3Q8L2Y3,14_month,4,0,4,0.0
TalkNet-ASD,B4Q3G8H2N3,14_month,8,0,6,0.25
TalkNet-ASD,B8I6G9P2G8,36_month,1,0,0,1.0
TalkNet-ASD,B9P5V1I5O5,14_month,2,0,0,1.0
TalkNet-ASD,C0O6X3N5Y7,14_month,10,0,7,0.3
TalkNet-ASD,C1G1X2G4C6,14_month,3,1,0,0.6667
TalkNet-ASD,C1I8N8L4Q4,36_month,2,0,1,0.5
TalkNet-ASD,C3A8Q4J6E5,14_month,1,0,1,0.0
TalkNet-ASD,C4C7T6W2I0,14_month,3,0,1,0.6667
TalkNet-ASD,C5L2D6N1W6,14_month,2,0,1,0.5
TalkNet-ASD,C5U1P3X9F0,14_month,8,0,7,0.125
TalkNet-ASD,D4Y7P4G2V4,14_month,5,0,3,0.4
TalkNet-ASD,D8G5K7I0D6,14_month,4,0,3,0.25
TalkNet-ASD,D8O8B2C4X2,14_month,3,0,1,0.6667
TalkNet-ASD,D9N0U7M9X3,36_month,1,0,1,0.0
TalkNet-ASD,E2P5Q8S5A7,14_month,3,0,2,0.3333
TalkNet-ASD,E3O3H8O7H4,14_month,3,0,2,0.3333
TalkNet-ASD,E7G3N4A1K5,36_month,2,0,2,0.0
TalkNet-ASD,E7T7O3G7J5,14_month,3,1,2,0.0
TalkNet-ASD,E7Z4G3O5K2,14_month,4,1,2,0.25
TalkNet-ASD,F3N4H0K1Z1,14_month,12,0,7,0.4167
TalkNet-ASD,F6J0V8B6S4,36_month,1,0,0,1.0
TalkNet-ASD,F8N7H3T0O1,14_month,6,0,4,0.3333
TalkNet-ASD,F8V2U5P1A0,14_month,5,0,2,0.6
TalkNet-ASD,G2N1M4K2S0,14_month,1,0,1,0.0
TalkNet-ASD,G3A6S5R9F7,14_month,5,1,1,0.6
TalkNet-ASD,G3D3S2N7W8,14_month,2,0,1,0.5
TalkNet-ASD,G4J8F6F4X0,14_month,11,0,4,0.6364
TalkNet-ASD,G8Q8I6N0I3,14_month,2,0,1,0.5
TalkNet-ASD,H3B5L5F8T1,14_month,5,0,3,0.4
TalkNet-ASD,H7C3T0K5E5,14_month,4,0,3,0.25
TalkNet-ASD,I8T4E2J3M6,14_month,8,0,2,0.75
TalkNet-ASD,J3J0V4T8C3,14_month,12,0,10,0.1667
TalkNet-ASD,J4J6X7C4D9,14_month,5,0,2,0.6
TalkNet-ASD,K6I1Q4G2V4,14_month,2,0,0,1.0
TalkNet-ASD,K6O1J5K7Z0,14_month,7,0,7,0.0
TalkNet-ASD,L0B0Q5O3Q3,14_month,10,0,7,0.3
TalkNet-ASD,L0C6T6H2C6,14_month,3,0,2,0.3333
TalkNet-ASD,L3F0P2N3D1,14_month,1,0,1,0.0
TalkNet-ASD,L4K0P3T4Q8,14_month,2,0,2,0.0
TalkNet-ASD,L4M1H7J7G3,14_month,8,0,6,0.25
TalkNet-ASD,L4M8P2T7S0,36_month,7,0,1,0.8571
TalkNet-ASD,L5Q0Z1W8S2,14_month,1,0,1,0.0
TalkNet-ASD,L5V8G4A3K7,14_month,1,0,0,1.0
TalkNet-ASD,L6F2P7K8P1,14_month,5,0,5,0.0
TalkNet-ASD,L7Z6Q2U6Y6,36_month,2,0,1,0.5
TalkNet-ASD,M2N1C8G1C8,14_month,1,0,1,0.0
TalkNet-ASD,M4R4B8C7G8,36_month,1,0,0,1.0
TalkNet-ASD,M5F7G8S4F0,14_month,3,0,2,0.3333
TalkNet-ASD,M5H7X4O2M2,14_month,3,0,1,0.6667
TalkNet-ASD,M5O1K4W9O1,14_month,5,0,4,0.2
TalkNet-ASD,M5Y0K3C9L0,14_month,3,0,1,0.6667
TalkNet-ASD,N2H7T0A7U5,36_month,1,0,0,1.0
TalkNet-ASD,N2Z6J3E5Q5,14_month,6,0,4,0.3333
TalkNet-ASD,N3C7S2N8O0,14_month,5,1,3,0.2
TalkNet-ASD,N3L7A1I2B9,14_month,25,0,15,0.4
TalkNet-ASD,N5I9D3R2M1,14_month,4,0,1,0.75
TalkNet-ASD,N6O9P4J0Q2,14_month,1,0,1,0.0
TalkNet-ASD,O2U2C6W2S9,14_month,3,0,3,0.0
TalkNet-ASD,O5Q7I1O6N2,14_month,4,0,2,0.5
TalkNet-ASD,O6F1J9U1J2,14_month,4,0,2,0.5
TalkNet-ASD,O7X6W5O8E0,14_month,3,0,3,0.0
TalkNet-ASD,P3A4R4S2O3,14_month,2,0,2,0.0
TalkNet-ASD,Q9W9P7Z3J7,14_month,6,0,4,0.3333
TalkNet-ASD,R2C7W8X7N9,14_month,2,0,0,1.0
TalkNet-ASD,R4O0P4P3J4,14_month,3,0,2,0.3333
TalkNet-ASD,R6R8Q6A7K0,14_month,8,0,4,0.5
TalkNet-ASD,S0M6Z7D5X7,14_month,3,0,1,0.6667
TalkNet-ASD,S2C4T1Y7V7,14_month,6,0,2,0.6667
TalkNet-ASD,S4C2W1M7Q0,36_month,4,0,3,0.25
TalkNet-ASD,S4O9O2E5Z0,14_month,4,0,2,0.5
TalkNet-ASD,S6T9X3C8Y2,14_month,2,0,0,1.0
TalkNet-ASD,S7F0B6H3A3,14_month,5,0,3,0.4
TalkNet-ASD,S7Y0I2P0S8,14_month,5,0,1,0.8
TalkNet-ASD,S9B3J7I4R1,14_month,6,0,5,0.1667
TalkNet-ASD,S9D2T7Y9B1,14_month,3,1,2,0.0
TalkNet-ASD,T1G8F8W8Y8,14_month,4,0,3,0.25
TalkNet-ASD,T2H0J0N2Z5,14_month,5,0,3,0.4
TalkNet-ASD,T8P2Z1M9O9,14_month,4,0,1,0.75
TalkNet-ASD,U6O5F2B7T5,14_month,3,0,3,0.0
TalkNet-ASD,V7D7K3H8B4,14_month,3,0,1,0.6667
TalkNet-ASD,V9X2Q7S1E1,14_month,1,0,1,0.0
TalkNet-ASD,W2E0Z9B7Z8,36_month,1,0,0,1.0
TalkNet-ASD,W3I4D2X4Z4,14_month,5,0,4,0.2
TalkNet-ASD,W3O7N1N8U2,14_month,2,0,2,0.0
TalkNet-ASD,W3P0N4W0X9,14_month,6,0,2,0.6667
TalkNet-ASD,W4O4B5W7K0,36_month,2,0,2,0.0
TalkNet-ASD,W7P7J6H1H6,14_month,2,0,1,0.5
TalkNet-ASD,W9K7Y8Y0V6,36_month,3,0,2,0.3333
TalkNet-ASD,W9S0D6Q7Z5,14_month,1,0,1,0.0
TalkNet-ASD,X1U1P0D1X3,14_month,3,0,3,0.0
TalkNet-ASD,X2N4R2N5V8,36_month,2,0,2,0.0
TalkNet-ASD,Y4W4H9A8X5,36_month,2,0,0,1.0
TalkNet-ASD,Y6Z4H0C5U2,14_month,2,0,2,0.0
TalkNet-ASD,Z1J6X4Y3Z4,14_month,3,0,1,0.6667
TalkNet-ASD,Z2E7T3I3H2,14_month,4,0,3,0.25
TalkNet-ASD,Z3H6O7C3O9,36_month,1,0,0,1.0
EEND-EDA,A1H3H9Y3T1,14_month,3,1,0,0.6667
EEND-EDA,A2M5H0V6E3,14_month,3,0,0,1.0
EEND-EDA,A2P7X9N8L7,14_month,5,1,0,0.8
EEND-EDA,A3G3T7I1A5,14_month,4,0,1,0.75
EEND-EDA,A4E8K1L5Y2,36_month,3,0,0,1.0
EEND-EDA,A5X1S7S1E7,14_month,3,0,0,1.0
EEND-EDA,A6S0V1J3G6,14_month,1,1,0,0.0
EEND-EDA,A6Y4Y7X2G1,14_month,6,3,1,0.3333
EEND-EDA,A6Z2B3J2A9,14_month,2,0,0,1.0
EEND-EDA,A8P5O6Z7X6,14_month,1,1,0,0.0
EEND-EDA,B1L0B3F6F1,14_month,3,0,0,1.0
EEND-EDA,B1S3L8Q7Y6,14_month,17,4,2,0.6471
EEND-EDA,B2R3Q8L2Y3,14_month,4,0,0,1.0
EEND-EDA,B4Q3G8H2N3,14_month,8,1,2,0.625
EEND-EDA,B8I6G9P2G8,36_month,1,1,0,0.0
EEND-EDA,B9P5V1I5O5,14_month,2,2,0,0.0
EEND-EDA,C0O6X3N5Y7,14_month,10,2,1,0.7
EEND-EDA,C1G1X2G4C6,14_month,3,3,0,0.0
EEND-EDA,C1I8N8L4Q4,36_month,2,1,0,0.5
EEND-EDA,C3A8Q4J6E5,14_month,1,0,1,0.0
EEND-EDA,C4C7T6W2I0,14_month,3,1,0,0.6667
EEND-EDA,C5L2D6N1W6,14_month,2,1,0,0.5
EEND-EDA,C5U1P3X9F0,14_month,8,0,1,0.875
EEND-EDA,D4Y7P4G2V4,14_month,5,1,1,0.6
EEND-EDA,D8G5K7I0D6,14_month,4,1,0,0.75
EEND-EDA,D8O8B2C4X2,14_month,3,0,0,1.0
EEND-EDA,D9N0U7M9X3,36_month,1,0,0,1.0
EEND-EDA,E2P5Q8S5A7,14_month,3,1,0,0.6667
EEND-EDA,E3O3H8O7H4,14_month,3,1,0,0.6667
EEND-EDA,E7G3N4A1K5,36_month,2,0,0,1.0
EEND-EDA,E7T7O3G7J5,14_month,3,1,0,0.6667
EEND-EDA,E7Z4G3O5K2,14_month,4,2,0,0.5
EEND-EDA,F3N4H0K1Z1,14_month,12,0,1,0.9167
EEND-EDA,F6J0V8B6S4,36_month,1,1,0,0.0
EEND-EDA,F8N7H3T0O1,14_month,6,1,0,0.8333
EEND-EDA,F8V2U5P1A0,14_month,5,1,0,0.8
EEND-EDA,G2N1M4K2S0,14_month,1,0,0,1.0
EEND-EDA,G3A6S5R9F7,14_month,5,2,0,0.6
EEND-EDA,G3D3S2N7W8,14_month,2,1,0,0.5
EEND-EDA,G4J8F6F4X0,14_month,11,4,0,0.6364
EEND-EDA,G8Q8I6N0I3,14_month,2,0,0,1.0
EEND-EDA,H3B5L5F8T1,14_month,5,1,1,0.6
EEND-EDA,H7C3T0K5E5,14_month,4,0,0,1.0
EEND-EDA,I8T4E2J3M6,14_month,8,6,0,0.25
EEND-EDA,J3J0V4T8C3,14_month,12,1,1,0.8333
EEND-EDA,J4J6X7C4D9,14_month,5,0,0,1.0
EEND-EDA,K6I1Q4G2V4,14_month,2,1,0,0.5
EEND-EDA,K6O1J5K7Z0,14_month,7,0,0,1.0
EEND-EDA,L0B0Q5O3Q3,14_month,10,2,1,0.7
EEND-EDA,L0C6T6H2C6,14_month,3,0,0,1.0
EEND-EDA,L3F0P2N3D1,14_month,1,0,0,1.0
EEND-EDA,L4K0P3T4Q8,14_month,2,0,0,1.0
EEND-EDA,L4M1H7J7G3,14_month,8,0,1,0.875
EEND-EDA,L4M8P2T7S0,36_month,7,1,0,0.8571
EEND-EDA,L5Q0Z1W8S2,14_month,1,0,0,1.0
EEND-EDA,L5V8G4A3K7,14_month,1,1,0,0.0
EEND-EDA,L6F2P7K8P1,14_month,5,0,1,0.8
EEND-EDA,L7Z6Q2U6Y6,36_month,2,0,0,1.0
EEND-EDA,M2N1C8G1C8,14_month,1,0,0,1.0
EEND-EDA,M4R4B8C7G8,36_month,1,1,0,0.0
EEND-EDA,M5F7G8S4F0,14_month,3,0,0,1.0
EEND-EDA,M5H7X4O2M2,14_month,3,2,0,0.3333
EEND-EDA,M5O1K4W9O1,14_month,5,0,3,0.4
EEND-EDA,M5Y0K3C9L0,14_month,3,0,0,1.0
EEND-EDA,N2H7T0A7U5,36_month,1,1,0,0.0
EEND-EDA,N2Z6J3E5Q5,14_month,6,0,0,1.0
EEND-EDA,N3C7S2N8O0,14_month,5,2,0,0.6
EEND-EDA,N3L7A1I2B9,14_month,25,6,0,0.76
EEND-EDA,N5I9D3R2M1,14_month,4,0,0,1.0
EEND-EDA,N6O9P4J0Q2,14_month,1,0,0,1.0
EEND-EDA,O2U2C6W2S9,14_month,3,0,0,1.0
EEND-EDA,O5Q7I1O6N2,14_month,4,0,0,1.0
EEND-EDA,O6F1J9U1J2,14_month,4,1,0,0.75
EEND-EDA,O7X6W5O8E0,14_month,3,0,1,0.6667
EEND-EDA,P3A4R4S2O3,14_month,2,0,0,1.0
EEND-EDA,Q9W9P7Z3J7,14_month,6,1,0,0.8333
EEND-EDA,R2C7W8X7N9,14_month,2,1,0,0.5
EEND-EDA,R4O0P4P3J4,14_month,3,0,0,1.0
EEND-EDA,R6R8Q6A7K0,14_month,8,3,0,0.625
EEND-EDA,S0M6Z7D5X7,14_month,3,1,0,0.6667
EEND-EDA,S2C4T1Y7V7,14_month,6,3,0,0.5
EEND-EDA,S4C2W1M7Q0,36_month,4,1,2,0.25
EEND-EDA,S4O9O2E5Z0,14_month,4,1,0,0.75
EEND-EDA,S6T9X3C8Y2,14_month,2,1,0,0.5
EEND-EDA,S7F0B6H3A3,14_month,5,1,1,0.6
EEND-EDA,S7Y0I2P0S8,14_month,5,0,0,1.0
EEND-EDA,S9B3J7I4R1,14_month,6,1,0,0.8333
EEND-EDA,S9D2T7Y9B1,14_month,3,1,0,0.6667
EEND-EDA,T1G8F8W8Y8,14_month,4,0,0,1.0
EEND-EDA,T2H0J0N2Z5,14_month,5,1,0,0.8
EEND-EDA,T8P2Z1M9O9,14_month,4,3,0,0.25
EEND-EDA,U6O5F2B7T5,14_month,3,0,0,1.0
EEND-EDA,V7D7K3H8B4,14_month,3,1,0,0.6667
EEND-EDA,V9X2Q7S1E1,14_month,1,0,0,1.0
