audio_path,child_id,timepoint_norm,label,kchi_total_dur,kchi_n_segments,kchi_mean_seg_dur,kchi_max_seg_dur,kchi_proportion,phon_n_utterances,phon_n_total,phon_n_unique,phon_n_consonants,phon_n_vowels,phon_cv_ratio,phon_mean_per_utt,phon_max_per_utt,phon_unique_ratio,sim_weighted_mean,sim_max,sim_top3_mean,prob,pred_label,outcome,task,session,prob_bin,confidence
/orcd/scratch/bcs/001/sensein/sails/BIDS_data/final_bids-dataset/derivatives/preprocessed/sub-G4J8F6F4X0/ses-02/beh/sub-G4J8F6F4X0_ses-02_task-generalsocialcommunicationinteraction_run-08_audio.wav,G4J8F6F4X0,36_month,1,0.86,1,0.86,0.86,0.0791391318851332,1,0,0,0,0,0.0,0.0,0,0.0,0.4498623501511964,0.4498623501511964,0.4498623501511964,0.2340064442093888,0,FN,generalsocialcommunicationinteraction,02,"(0.2, 0.4]",0.7659935557906112
/orcd/scratch/bcs/001/sensein/sails/BIDS_data/final_bids-dataset/derivatives/preprocessed/sub-A2P7X9N8L7/ses-01/beh/sub-A2P7X9N8L7_ses-01_task-motorplay_run-07_audio.wav,A2P7X9N8L7,14_month,0,2.22,3,0.7399999999999999,0.88,0.028094620022637,4,6,5,2,4,0.5,1.5,2,0.8333333333333334,0.518040469136896,0.5760212184952734,0.5096297401621449,0.7454893199498464,1,FP,motorplay,01,"(0.6, 0.8]",0.7454893199498464
/orcd/scratch/bcs/001/sensein/sails/BIDS_data/final_bids-dataset/derivatives/preprocessed/sub-T2H0J0N2Z5/ses-02/beh/sub-T2H0J0N2Z5_ses-02_task-toyplay_run-04_audio.wav,T2H0J0N2Z5,36_month,0,3.34,1,3.34,3.34,0.2254576444232562,1,4,3,2,2,1.0,4.0,4,0.75,0.4894880706148081,0.4894880706148081,0.4894880706148081,0.7452025369495967,1,FP,toyplay,02,"(0.6, 0.8]",0.7452025369495967
/orcd/scratch/bcs/001/sensein/sails/BIDS_data/final_bids-dataset/derivatives/preprocessed/sub-Q9W9P7Z3J7/ses-02/beh/sub-Q9W9P7Z3J7_ses-02_task-motorplay_run-01_audio.wav,Q9W9P7Z3J7,36_month,0,4.2,2,2.1,2.66,0.2103240304594265,2,13,4,6,7,0.8571428571428571,6.5,12,0.3076923076923077,0.4050397186637238,0.457312540698264,0.3860314197420728,0.7402989997511237,1,FP,motorplay,02,"(0.6, 0.8]",0.7402989997511237
/orcd/scratch/bcs/001/sensein/sails/BIDS_data/final_bids-dataset/derivatives/preprocessed/sub-A2P7X9N8L7/ses-02/beh/sub-A2P7X9N8L7_ses-02_task-motorplay_run-04_audio.wav,A2P7X9N8L7,36_month,1,1.9,2,0.95,1.46,0.0657287349164445,2,0,0,0,0,0.0,0.0,0,0.0,0.1653088119578582,0.4166483763234566,0.2531055090992659,0.267460404502178,0,FN,motorplay,02,"(0.2, 0.4]",0.732539595497822
/orcd/scratch/bcs/001/sensein/sails/BIDS_data/final_bids-dataset/derivatives/preprocessed/sub-F8N7H3T0O1/ses-02/beh/sub-F8N7H3T0O1_ses-02_task-motorplay_run-01_audio.wav,F8N7H3T0O1,36_month,0,2.6,3,0.8666666666666666,1.32,0.060548634671953,3,7,7,4,3,1.3333333333333333,2.333333333333333,4,1.0,0.4677034738051723,0.5211518425293965,0.4427167037054469,0.7316689217402214,1,FP,motorplay,02,"(0.6, 0.8]",0.7316689217402214
/orcd/scratch/bcs/001/sensein/sails/BIDS_data/final_bids-dataset/derivatives/preprocessed/sub-U6O5F2B7T5/ses-02/beh/sub-U6O5F2B7T5_ses-02_task-bookshare_run-01_audio.wav,U6O5F2B7T5,36_month,1,120.1,37,3.2459459459459463,14.54,0.6480734519219614,37,530,34,316,197,1.6040609137055837,14.324324324324325,54,0.0641509433962264,0.5731677761221041,0.7059978441682255,0.7017981293976359,0.2749047315544979,0,FN,bookshare,02,"(0.2, 0.4]",0.7250952684455021
/orcd/scratch/bcs/001/sensein/sails/BIDS_data/final_bids-dataset/derivatives/preprocessed/sub-C5U1P3X9F0/ses-01/beh/sub-C5U1P3X9F0_ses-01_task-toyplay_run-04_audio.wav,C5U1P3X9F0,14_month,1,0.4,1,0.4,0.4,0.0056697930259773,1,0,0,0,0,0.0,0.0,0,0.0,0.5109652066666739,0.5109652066666739,0.5109652066666739,0.289609543215689,0,FN,toyplay,01,"(0.2, 0.4]",0.710390456784311
/orcd/scratch/bcs/001/sensein/sails/BIDS_data/final_bids-dataset/derivatives/preprocessed/sub-G4J8F6F4X0/ses-01/beh/sub-G4J8F6F4X0_ses-01_task-other_run-08_audio.wav,G4J8F6F4X0,14_month,1,0.42,1,0.42,0.42,0.0154532848578504,1,0,0,0,0,0.0,0.0,0,0.0,0.4882098221995046,0.4882098221995046,0.4882098221995046,0.2944854839015419,0,FN,other,01,"(0.2, 0.4]",0.7055145160984582
/orcd/scratch/bcs/001/sensein/sails/BIDS_data/final_bids-dataset/derivatives/preprocessed/sub-L0B0Q5O3Q3/ses-01/beh/sub-L0B0Q5O3Q3_ses-01_task-motorplay_run-02_audio.wav,L0B0Q5O3Q3,14_month,1,0.5,1,0.5,0.5,0.0119297575873258,1,0,0,0,0,0.0,0.0,0,0.0,0.4044168430030364,0.4044168430030364,0.4044168430030364,0.2959880320766082,0,FN,motorplay,01,"(0.2, 0.4]",0.7040119679233918
/orcd/scratch/bcs/001/sensein/sails/BIDS_data/final_bids-dataset/derivatives/preprocessed/sub-A2P7X9N8L7/ses-01/beh/sub-A2P7X9N8L7_ses-01_task-motorplay_run-05_audio.wav,A2P7X9N8L7,14_month,1,0.4,1,0.4,0.4,0.048076923076923,1,0,0,0,0,0.0,0.0,0,0.0,0.3828703483940049,0.3828703483940049,0.3828703483940049,0.3077456771378924,0,FN,motorplay,01,"(0.2, 0.4]",0.6922543228621076
/orcd/scratch/bcs/001/sensein/sails/BIDS_data/final_bids-dataset/derivatives/preprocessed/sub-W3P0N4W0X9/ses-01/beh/sub-W3P0N4W0X9_ses-01_task-generalsocialcommunicationinteraction_run-01_audio.wav,W3P0N4W0X9,14_month,1,0.76,1,0.76,0.76,0.0343870980513035,1,0,0,0,0,0.0,0.0,0,0.0,0.4743082863969919,0.4743082863969919,0.4743082863969919,0.3156662066137493,0,FN,generalsocialcommunicationinteraction,01,"(0.2, 0.4]",0.6843337933862508
/orcd/scratch/bcs/001/sensein/sails/BIDS_data/final_bids-dataset/derivatives/preprocessed/sub-G8Q8I6N0I3/ses-01/beh/sub-G8Q8I6N0I3_ses-01_task-toyplay_run-01_audio.wav,G8Q8I6N0I3,14_month,1,1.12,1,1.12,1.12,0.0696022341074251,1,0,0,0,0,0.0,0.0,0,0.0,0.3690568406557817,0.3690568406557817,0.3690568406557817,0.3459317377069403,0,FN,toyplay,01,"(0.2, 0.4]",0.6540682622930597
/orcd/scratch/bcs/001/sensein/sails/BIDS_data/final_bids-dataset/derivatives/preprocessed/sub-N2H7T0A7U5/ses-02/beh/sub-N2H7T0A7U5_ses-02_task-toyplay_run-03_audio.wav,N2H7T0A7U5,36_month,0,2.24,4,0.56,0.68,0.0429704781784545,4,4,4,1,3,0.3333333333333333,1.0,2,1.0,0.4295040038903232,0.5510019874951742,0.4771174258451102,0.647711850636858,1,FP,toyplay,02,"(0.6, 0.8]",0.647711850636858
/orcd/scratch/bcs/001/sensein/sails/BIDS_data/final_bids-dataset/derivatives/preprocessed/sub-V7D7K3H8B4/ses-01/beh/sub-V7D7K3H8B4_ses-01_task-bookshare_run-02_audio.wav,V7D7K3H8B4,14_month,0,0.86,1,0.86,0.86,0.0552792485878883,2,2,2,1,1,1.0,1.0,2,1.0,0.2987337929974331,0.2987337929974331,0.2987337929974331,0.6447248453634065,1,FP,bookshare,01,"(0.6, 0.8]",0.6447248453634065
/orcd/scratch/bcs/001/sensein/sails/BIDS_data/final_bids-dataset/derivatives/preprocessed/sub-R6R8Q6A7K0/ses-02/beh/sub-R6R8Q6A7K0_ses-02_task-motorplay_run-15_audio.wav,R6R8Q6A7K0,36_month,1,0.54,1,0.54,0.54,0.0109152652005174,4,2,1,0,2,0.0,0.5,1,0.5,0.425093287026984,0.425093287026984,0.425093287026984,0.3571897126848201,0,FN,motorplay,02,"(0.2, 0.4]",0.64281028731518
/orcd/scratch/bcs/001/sensein/sails/BIDS_data/final_bids-dataset/derivatives/preprocessed/sub-S6T9X3C8Y2/ses-01/beh/sub-S6T9X3C8Y2_ses-01_task-motorplay_run-02_audio.wav,S6T9X3C8Y2,14_month,0,0.66,1,0.66,0.66,0.0170304451461618,1,3,2,3,0,3.0,3.0,3,0.6666666666666666,0.471816741975309,0.471816741975309,0.471816741975309,0.6326482064548123,1,FP,motorplay,01,"(0.6, 0.8]",0.6326482064548123
/orcd/scratch/bcs/001/sensein/sails/BIDS_data/final_bids-dataset/derivatives/preprocessed/sub-S7F0B6H3A3/ses-01/beh/sub-S7F0B6H3A3_ses-01_task-generalsocialcommunicationinteraction_run-01_audio.wav,S7F0B6H3A3,14_month,0,1.52,1,1.52,1.52,0.1021230851921526,1,1,1,0,1,0.0,1.0,1,1.0,0.4776629666569593,0.4776629666569593,0.4776629666569593,0.6251561263512395,1,FP,generalsocialcommunicationinteraction,01,"(0.6, 0.8]",0.6251561263512395
/orcd/scratch/bcs/001/sensein/sails/BIDS_data/final_bids-dataset/derivatives/preprocessed/sub-L6F2P7K8P1/ses-02/beh/sub-L6F2P7K8P1_ses-02_task-other_run-01_audio.wav,L6F2P7K8P1,36_month,1,0.8,1,0.8,0.8,0.0351920993736906,1,2,1,0,2,0.0,2.0,2,0.5,0.430342635516117,0.430342635516117,0.430342635516117,0.3884184151995088,0,FN,other,02,"(0.2, 0.4]",0.6115815848004912
/orcd/scratch/bcs/001/sensein/sails/BIDS_data/final_bids-dataset/derivatives/preprocessed/sub-S2C4T1Y7V7/ses-02/beh/sub-S2C4T1Y7V7_ses-02_task-motorplay_run-03_audio.wav,S2C4T1Y7V7,36_month,1,0.48,1,0.48,0.48,0.0329694388756047,1,2,1,0,2,0.0,2.0,2,0.5,0.0832057863231423,0.0832057863231423,0.0832057863231423,0.3923730580948786,0,FN,motorplay,02,"(0.2, 0.4]",0.6076269419051215
/orcd/scratch/bcs/001/sensein/sails/BIDS_data/final_bids-dataset/derivatives/preprocessed/sub-F8N7H3T0O1/ses-01/beh/sub-F8N7H3T0O1_ses-01_task-motorplay_run-02_audio.wav,F8N7H3T0O1,14_month,0,0.8,1,0.8,0.8,0.1644736842105263,1,7,5,5,2,2.5,7.0,7,0.7142857142857143,0.3555650017198549,0.3555650017198549,0.3555650017198549,0.6000076540866276,1,FP,motorplay,01,"(0.6, 0.8]",0.6000076540866276
/orcd/scratch/bcs/001/sensein/sails/BIDS_data/final_bids-dataset/derivatives/preprocessed/sub-R6R8Q6A7K0/ses-01/beh/sub-R6R8Q6A7K0_ses-01_task-generalsocialcommunicationinteraction_run-01_audio.wav,R6R8Q6A7K0,14_month,0,0.72,1,0.72,0.72,0.0221456692913385,1,3,2,2,1,2.0,3.0,3,0.6666666666666666,0.4223688965929327,0.4223688965929327,0.4223688965929327,0.5914809343571283,1,FP,generalsocialcommunicationinteraction,01,"(0.5, 0.6]",0.5914809343571283
/orcd/scratch/bcs/001/sensein/sails/BIDS_data/final_bids-dataset/derivatives/preprocessed/sub-A5X1S7S1E7/ses-02/beh/sub-A5X1S7S1E7_ses-02_task-dailyroutine_run-01_audio.wav,A5X1S7S1E7,36_month,1,2.56,1,2.56,2.56,0.0368236376108147,2,1,1,0,1,0.0,0.5,1,1.0,0.5694414644286078,0.5694414644286078,0.5694414644286078,0.4351919267505822,0,FN,dailyroutine,02,"(0.4, 0.5]",0.5648080732494178
/orcd/scratch/bcs/001/sensein/sails/BIDS_data/final_bids-dataset/derivatives/preprocessed/sub-E3O3H8O7H4/ses-01/beh/sub-E3O3H8O7H4_ses-01_task-toyplay_run-01_audio.wav,E3O3H8O7H4,14_month,0,1.16,2,0.5800000000000001,0.68,0.0370052098390791,2,5,4,2,3,0.6666666666666666,2.5,3,0.8,0.4669366890779414,0.4955193541856305,0.4609819671805062,0.558931271908588,1,FP,toyplay,01,"(0.5, 0.6]",0.558931271908588
/orcd/scratch/bcs/001/sensein/sails/BIDS_data/final_bids-dataset/derivatives/preprocessed/sub-S6T9X3C8Y2/ses-01/beh/sub-S6T9X3C8Y2_ses-01_task-motorplay_run-12_audio.wav,S6T9X3C8Y2,14_month,0,1.3,1,1.3,1.3,0.1317322794750975,1,3,3,1,2,0.5,3.0,3,1.0,0.4190487007598543,0.4190487007598543,0.4190487007598543,0.558717728495316,1,FP,motorplay,01,"(0.5, 0.6]",0.558717728495316
/orcd/scratch/bcs/001/sensein/sails/BIDS_data/final_bids-dataset/derivatives/preprocessed/sub-B1L0B3F6F1/ses-01/beh/sub-B1L0B3F6F1_ses-01_task-other_run-01_audio.wav,B1L0B3F6F1,14_month,1,0.7,1,0.7,0.7,0.0155154309272409,1,4,4,2,2,1.0,4.0,4,1.0,0.2782649536220447,0.2782649536220447,0.2782649536220447,0.441766475615155,0,FN,other,01,"(0.4, 0.5]",0.5582335243848451
/orcd/scratch/bcs/001/sensein/sails/BIDS_data/final_bids-dataset/derivatives/preprocessed/sub-N3L7A1I2B9/ses-01/beh/sub-N3L7A1I2B9_ses-01_task-generalsocialcommunicationinteraction_run-75_audio.wav,N3L7A1I2B9,14_month,0,3.76,1,3.76,3.76,0.2416860170819305,1,0,0,0,0,0.0,0.0,0,0.0,0.5082230181069318,0.5082230181069318,0.5082230181069318,0.5474085627124534,1,FP,generalsocialcommunicationinteraction,01,"(0.5, 0.6]",0.5474085627124534
/orcd/scratch/bcs/001/sensein/sails/BIDS_data/final_bids-dataset/derivatives/preprocessed/sub-W3P0N4W0X9/ses-02/beh/sub-W3P0N4W0X9_ses-02_task-motorplay_run-05_audio.wav,W3P0N4W0X9,36_month,1,0.0,0,0.0,0.0,0.0,5,10,5,5,5,1.0,2.0,2,0.5,0.0,0.0,0.0,0.4718944381689524,0,FN,motorplay,02,"(0.4, 0.5]",0.5281055618310476
/orcd/scratch/bcs/001/sensein/sails/BIDS_data/final_bids-dataset/derivatives/preprocessed/sub-F6J0V8B6S4/ses-02/beh/sub-F6J0V8B6S4_ses-02_task-generalsocialcommunicationinteraction_run-02_audio.wav,F6J0V8B6S4,36_month,0,1.28,2,0.64,0.68,0.0237403033380164,2,6,3,4,2,2.0,3.0,3,0.5,0.1953577471089755,0.2245311079047322,0.1970738271557847,0.51842711238395,1,FP,generalsocialcommunicationinteraction,02,"(0.5, 0.6]",0.51842711238395
/orcd/scratch/bcs/001/sensein/sails/BIDS_data/final_bids-dataset/derivatives/preprocessed/sub-R2C7W8X7N9/ses-01/beh/sub-R2C7W8X7N9_ses-01_task-specialoccasion_run-03_audio.wav,R2C7W8X7N9,14_month,0,0.94,1,0.94,0.94,0.0633527238722667,1,5,4,3,2,1.5,5.0,5,0.8,0.2782539705330742,0.2782539705330742,0.2782539705330742,0.5150705277285802,1,FP,specialoccasion,01,"(0.5, 0.6]",0.5150705277285802
/orcd/scratch/bcs/001/sensein/sails/BIDS_data/final_bids-dataset/derivatives/preprocessed/sub-N3L7A1I2B9/ses-01/beh/sub-N3L7A1I2B9_ses-01_task-dailyroutine_run-07_audio.wav,N3L7A1I2B9,14_month,1,1.98,3,0.66,0.84,0.0639696305794218,4,11,9,6,5,1.2,2.75,4,0.8181818181818182,0.3675031659594828,0.4769191292720579,0.3446041700383324,0.493279444646676,0,FN,dailyroutine,01,"(0.4, 0.5]",0.506720555353324
