system_name,system_family,train_split,train_children,train_clip_count,includes_synthetic,synth_corpus_version,synth_clip_count,pretrained_backbone,backbone_frozen,eval_splits,config_path,result_dir
mil/mil_results/whisper_mil_voiceconv_synth_half,mil_frame_window,synth_train_unknown,0,0,False,,0,openai/whisper-small,True,"[""seen_child_test""]",/orcd/scratch/orcd/008/manaal/child-adult-diarization/mil/mil_results/whisper_mil_voiceconv_synth_half/config.json,/orcd/scratch/orcd/008/manaal/child-adult-diarization/mil/mil_results/whisper_mil_voiceconv_synth_half
mil/mil_results/whisper_mil_voiceconv_synth_hardneg,mil_frame_window,synth_train_unknown,0,0,False,,0,openai/whisper-small,True,"[""seen_child_test""]",/orcd/scratch/orcd/008/manaal/child-adult-diarization/mil/mil_results/whisper_mil_voiceconv_synth_hardneg/config.json,/orcd/scratch/orcd/008/manaal/child-adult-diarization/mil/mil_results/whisper_mil_voiceconv_synth_hardneg
mil/mil_results/whisper_tiny_mil,mil_frame_window,seen_child_train,0,0,False,,0,openai/whisper-tiny,True,"[""seen_child_test""]",/orcd/scratch/orcd/008/manaal/child-adult-diarization/mil/mil_results/whisper_tiny_mil/config.json,/orcd/scratch/orcd/008/manaal/child-adult-diarization/mil/mil_results/whisper_tiny_mil
pseudo_frame/results/audio2video_distilled,pseudo_frame,seen_child_train,0,0,False,,0,openai/whisper-small or microsoft/wavlm-base-plus,True,"[""seen_child_test""]",/orcd/scratch/orcd/008/manaal/child-adult-diarization/pseudo_frame/results/audio2video_distilled/config.json,/orcd/scratch/orcd/008/manaal/child-adult-diarization/pseudo_frame/results/audio2video_distilled
pseudo_frame/results/avhubert_lipfusion,pseudo_frame,seen_child_train,0,0,False,,0,openai/whisper-small or microsoft/wavlm-base-plus,True,"[""unknown""]",/orcd/scratch/orcd/008/manaal/child-adult-diarization/pseudo_frame/results/avhubert_lipfusion/config.json,/orcd/scratch/orcd/008/manaal/child-adult-diarization/pseudo_frame/results/avhubert_lipfusion
pseudo_frame/results/avhubert_real_lipfusion,pseudo_frame,seen_child_train,0,0,False,,0,openai/whisper-small or microsoft/wavlm-base-plus,True,"[""unknown""]",/orcd/scratch/orcd/008/manaal/child-adult-diarization/pseudo_frame/results/avhubert_real_lipfusion/config.json,/orcd/scratch/orcd/008/manaal/child-adult-diarization/pseudo_frame/results/avhubert_real_lipfusion
pseudo_frame/results/speaker_informed_asd,pseudo_frame,seen_child_train,0,0,False,,0,openai/whisper-small or microsoft/wavlm-base-plus,True,"[""seen_child_test""]",/orcd/scratch/orcd/008/manaal/child-adult-diarization/pseudo_frame/results/speaker_informed_asd/config.json,/orcd/scratch/orcd/008/manaal/child-adult-diarization/pseudo_frame/results/speaker_informed_asd
pseudo_frame/results/speaker_informed_asd_per_track,pseudo_frame,seen_child_train,0,0,False,,0,openai/whisper-small or microsoft/wavlm-base-plus,True,"[""seen_child_test""]",/orcd/scratch/orcd/008/manaal/child-adult-diarization/pseudo_frame/results/speaker_informed_asd_per_track/config.json,/orcd/scratch/orcd/008/manaal/child-adult-diarization/pseudo_frame/results/speaker_informed_asd_per_track
pseudo_frame/results/wavlm_pseudo_frame,pseudo_frame,seen_child_train,0,0,False,,0,microsoft/wavlm-base-plus,True,"[""seen_child_test""]",/orcd/scratch/orcd/008/manaal/child-adult-diarization/pseudo_frame/results/wavlm_pseudo_frame/config.json,/orcd/scratch/orcd/008/manaal/child-adult-diarization/pseudo_frame/results/wavlm_pseudo_frame
pseudo_frame/results/wavlm_pseudo_frame_c1distill,pseudo_frame,seen_child_train,0,0,False,,0,microsoft/wavlm-base-plus,True,"[""seen_child_test""]",/orcd/scratch/orcd/008/manaal/child-adult-diarization/pseudo_frame/results/wavlm_pseudo_frame_c1distill/config.json,/orcd/scratch/orcd/008/manaal/child-adult-diarization/pseudo_frame/results/wavlm_pseudo_frame_c1distill
pseudo_frame/results/wavlm_pseudo_frame_kfold3_f0,pseudo_frame,seen_child_kfold3_legacy,0,0,False,,0,microsoft/wavlm-base-plus,True,"[""seen_child_test""]",/orcd/scratch/orcd/008/manaal/child-adult-diarization/pseudo_frame/results/wavlm_pseudo_frame_kfold3_f0/config.json,/orcd/scratch/orcd/008/manaal/child-adult-diarization/pseudo_frame/results/wavlm_pseudo_frame_kfold3_f0
pseudo_frame/results/wavlm_pseudo_frame_kfold3_f1,pseudo_frame,seen_child_kfold3_legacy,0,0,False,,0,microsoft/wavlm-base-plus,True,"[""seen_child_test""]",/orcd/scratch/orcd/008/manaal/child-adult-diarization/pseudo_frame/results/wavlm_pseudo_frame_kfold3_f1/config.json,/orcd/scratch/orcd/008/manaal/child-adult-diarization/pseudo_frame/results/wavlm_pseudo_frame_kfold3_f1
pseudo_frame/results/wavlm_pseudo_frame_kfold3_f2,pseudo_frame,seen_child_kfold3_legacy,0,0,False,,0,microsoft/wavlm-base-plus,True,"[""seen_child_test""]",/orcd/scratch/orcd/008/manaal/child-adult-diarization/pseudo_frame/results/wavlm_pseudo_frame_kfold3_f2/config.json,/orcd/scratch/orcd/008/manaal/child-adult-diarization/pseudo_frame/results/wavlm_pseudo_frame_kfold3_f2
pseudo_frame/results/wavlm_pseudo_frame_synth,pseudo_frame,synth_train_v2,0,0,True,v2,0,microsoft/wavlm-base-plus,True,"[""seen_child_test""]",/orcd/scratch/orcd/008/manaal/child-adult-diarization/pseudo_frame/results/wavlm_pseudo_frame_synth/config.json,/orcd/scratch/orcd/008/manaal/child-adult-diarization/pseudo_frame/results/wavlm_pseudo_frame_synth
pseudo_frame/results/wavlm_pseudo_frame_synth_v1,pseudo_frame,synth_train_v2,0,0,True,v2,0,microsoft/wavlm-base-plus,True,"[""seen_child_test""]",/orcd/scratch/orcd/008/manaal/child-adult-diarization/pseudo_frame/results/wavlm_pseudo_frame_synth_v1/config.json,/orcd/scratch/orcd/008/manaal/child-adult-diarization/pseudo_frame/results/wavlm_pseudo_frame_synth_v1
pseudo_frame/results/whisper_pseudo_frame,pseudo_frame,seen_child_train,0,0,False,,0,openai/whisper-small,True,"[""seen_child_test""]",/orcd/scratch/orcd/008/manaal/child-adult-diarization/pseudo_frame/results/whisper_pseudo_frame/config.json,/orcd/scratch/orcd/008/manaal/child-adult-diarization/pseudo_frame/results/whisper_pseudo_frame
pseudo_frame/results/whisper_pseudo_frame_kfold3_f0,pseudo_frame,seen_child_kfold3_legacy,0,0,False,,0,openai/whisper-small,True,"[""seen_child_test""]",/orcd/scratch/orcd/008/manaal/child-adult-diarization/pseudo_frame/results/whisper_pseudo_frame_kfold3_f0/config.json,/orcd/scratch/orcd/008/manaal/child-adult-diarization/pseudo_frame/results/whisper_pseudo_frame_kfold3_f0
pseudo_frame/results/whisper_pseudo_frame_kfold3_f1,pseudo_frame,seen_child_kfold3_legacy,0,0,False,,0,openai/whisper-small,True,"[""seen_child_test""]",/orcd/scratch/orcd/008/manaal/child-adult-diarization/pseudo_frame/results/whisper_pseudo_frame_kfold3_f1/config.json,/orcd/scratch/orcd/008/manaal/child-adult-diarization/pseudo_frame/results/whisper_pseudo_frame_kfold3_f1
pseudo_frame/results/whisper_pseudo_frame_kfold3_f2,pseudo_frame,seen_child_kfold3_legacy,0,0,False,,0,openai/whisper-small,True,"[""seen_child_test""]",/orcd/scratch/orcd/008/manaal/child-adult-diarization/pseudo_frame/results/whisper_pseudo_frame_kfold3_f2/config.json,/orcd/scratch/orcd/008/manaal/child-adult-diarization/pseudo_frame/results/whisper_pseudo_frame_kfold3_f2
baselines/audio_llm_baseline_runs/qwen25_omni_7b,audio_llm,zero_shot,0,0,False,,0,Qwen/Qwen2.5-Omni-7B,True,"[""seen_child_test""]",/orcd/scratch/orcd/008/manaal/child-adult-diarization/baselines/audio_llm_baseline_runs/qwen25_omni_7b/config.json,/orcd/scratch/orcd/008/manaal/child-adult-diarization/baselines/audio_llm_baseline_runs/qwen25_omni_7b
baselines/audio_llm_baseline_runs/qwen25_omni_7b_2shot,audio_llm,zero_shot,0,0,False,,0,Qwen/Qwen2.5-Omni-7B,True,"[""seen_child_test""]",/orcd/scratch/orcd/008/manaal/child-adult-diarization/baselines/audio_llm_baseline_runs/qwen25_omni_7b_2shot/config.json,/orcd/scratch/orcd/008/manaal/child-adult-diarization/baselines/audio_llm_baseline_runs/qwen25_omni_7b_2shot
baselines/audio_llm_baseline_runs/qwen25_omni_7b_5shot,audio_llm,zero_shot,0,0,False,,0,Qwen/Qwen2.5-Omni-7B,True,"[""seen_child_test""]",/orcd/scratch/orcd/008/manaal/child-adult-diarization/baselines/audio_llm_baseline_runs/qwen25_omni_7b_5shot/config.json,/orcd/scratch/orcd/008/manaal/child-adult-diarization/baselines/audio_llm_baseline_runs/qwen25_omni_7b_5shot
baselines/audio_llm_baseline_runs/qwen25_omni_7b_cross_child,audio_llm,zero_shot,0,0,False,,0,Qwen/Qwen2.5-Omni-7B,True,"[""seen_child_test""]",/orcd/scratch/orcd/008/manaal/child-adult-diarization/baselines/audio_llm_baseline_runs/qwen25_omni_7b_cross_child/config.json,/orcd/scratch/orcd/008/manaal/child-adult-diarization/baselines/audio_llm_baseline_runs/qwen25_omni_7b_cross_child
baselines/audio_llm_baseline_runs/qwen25_omni_7b_synth_2shot,audio_llm,zero_shot,0,0,False,,0,Qwen/Qwen2.5-Omni-7B,True,"[""seen_child_test""]",/orcd/scratch/orcd/008/manaal/child-adult-diarization/baselines/audio_llm_baseline_runs/qwen25_omni_7b_synth_2shot/config.json,/orcd/scratch/orcd/008/manaal/child-adult-diarization/baselines/audio_llm_baseline_runs/qwen25_omni_7b_synth_2shot
baselines/audio_llm_baseline_runs/qwen25_omni_7b_target_2shot,audio_llm,zero_shot,0,0,False,,0,Qwen/Qwen2.5-Omni-7B,True,"[""seen_child_test""]",/orcd/scratch/orcd/008/manaal/child-adult-diarization/baselines/audio_llm_baseline_runs/qwen25_omni_7b_target_2shot/config.json,/orcd/scratch/orcd/008/manaal/child-adult-diarization/baselines/audio_llm_baseline_runs/qwen25_omni_7b_target_2shot
baselines/audio_llm_baseline_runs/qwen25_omni_7b_target_5shot,audio_llm,zero_shot,0,0,False,,0,Qwen/Qwen2.5-Omni-7B,True,"[""seen_child_test""]",/orcd/scratch/orcd/008/manaal/child-adult-diarization/baselines/audio_llm_baseline_runs/qwen25_omni_7b_target_5shot/config.json,/orcd/scratch/orcd/008/manaal/child-adult-diarization/baselines/audio_llm_baseline_runs/qwen25_omni_7b_target_5shot
baselines/audio_llm_baseline_runs/qwen2_audio_7b,audio_llm,zero_shot,0,0,False,,0,Qwen/Qwen2-Audio-7B-Instruct,True,"[""seen_child_test""]",/orcd/scratch/orcd/008/manaal/child-adult-diarization/baselines/audio_llm_baseline_runs/qwen2_audio_7b/config.json,/orcd/scratch/orcd/008/manaal/child-adult-diarization/baselines/audio_llm_baseline_runs/qwen2_audio_7b
baselines/audio_llm_baseline_runs/qwen2_audio_7b_2shot,audio_llm,zero_shot,0,0,False,,0,Qwen/Qwen2-Audio-7B-Instruct,True,"[""seen_child_test""]",/orcd/scratch/orcd/008/manaal/child-adult-diarization/baselines/audio_llm_baseline_runs/qwen2_audio_7b_2shot/config.json,/orcd/scratch/orcd/008/manaal/child-adult-diarization/baselines/audio_llm_baseline_runs/qwen2_audio_7b_2shot
baselines/audio_llm_baseline_runs/qwen2_audio_7b_5shot,audio_llm,zero_shot,0,0,False,,0,Qwen/Qwen2-Audio-7B-Instruct,True,"[""seen_child_test""]",/orcd/scratch/orcd/008/manaal/child-adult-diarization/baselines/audio_llm_baseline_runs/qwen2_audio_7b_5shot/config.json,/orcd/scratch/orcd/008/manaal/child-adult-diarization/baselines/audio_llm_baseline_runs/qwen2_audio_7b_5shot
baselines/audio_llm_baseline_runs/qwen2_audio_7b_cross_child,audio_llm,zero_shot,0,0,False,,0,Qwen/Qwen2-Audio-7B-Instruct,True,"[""seen_child_test""]",/orcd/scratch/orcd/008/manaal/child-adult-diarization/baselines/audio_llm_baseline_runs/qwen2_audio_7b_cross_child/config.json,/orcd/scratch/orcd/008/manaal/child-adult-diarization/baselines/audio_llm_baseline_runs/qwen2_audio_7b_cross_child
baselines/audio_llm_baseline_runs/qwen2_audio_7b_synth_2shot,audio_llm,zero_shot,0,0,False,,0,Qwen/Qwen2-Audio-7B-Instruct,True,"[""seen_child_test""]",/orcd/scratch/orcd/008/manaal/child-adult-diarization/baselines/audio_llm_baseline_runs/qwen2_audio_7b_synth_2shot/config.json,/orcd/scratch/orcd/008/manaal/child-adult-diarization/baselines/audio_llm_baseline_runs/qwen2_audio_7b_synth_2shot
baselines/audio_llm_baseline_runs/qwen2_audio_7b_synth_2shot_v1,audio_llm,zero_shot,0,0,False,,0,Qwen/Qwen2-Audio-7B-Instruct,True,"[""seen_child_test""]",/orcd/scratch/orcd/008/manaal/child-adult-diarization/baselines/audio_llm_baseline_runs/qwen2_audio_7b_synth_2shot_v1/config.json,/orcd/scratch/orcd/008/manaal/child-adult-diarization/baselines/audio_llm_baseline_runs/qwen2_audio_7b_synth_2shot_v1
baselines/scene_analysis_runs/ast,audio_scene_analysis,zero_shot,0,0,False,,0,ast,True,"[""seen_child_test"", ""all_children_coverage""]",/orcd/scratch/orcd/008/manaal/child-adult-diarization/baselines/scene_analysis_runs/ast/config.json,/orcd/scratch/orcd/008/manaal/child-adult-diarization/baselines/scene_analysis_runs/ast
baselines/scene_analysis_runs/yamnet,audio_scene_analysis,zero_shot,0,0,False,,0,yamnet,True,"[""seen_child_test"", ""all_children_coverage""]",/orcd/scratch/orcd/008/manaal/child-adult-diarization/baselines/scene_analysis_runs/yamnet/config.json,/orcd/scratch/orcd/008/manaal/child-adult-diarization/baselines/scene_analysis_runs/yamnet
baselines/baseline_results/fused_attn,encoder_baseline,seen_child_train,0,0,True,v3_perturb,0,openai/whisper-small or microsoft/wavlm-base-plus,True,"[""seen_child_test""]",/orcd/scratch/orcd/008/manaal/child-adult-diarization/baselines/baseline_results/fused_attn/config.json,/orcd/scratch/orcd/008/manaal/child-adult-diarization/baselines/baseline_results/fused_attn
baselines/baseline_results/fused_attn_lw,encoder_baseline,seen_child_train,0,0,True,v3_perturb,0,openai/whisper-small or microsoft/wavlm-base-plus,True,"[""seen_child_test""]",/orcd/scratch/orcd/008/manaal/child-adult-diarization/baselines/baseline_results/fused_attn_lw/config.json,/orcd/scratch/orcd/008/manaal/child-adult-diarization/baselines/baseline_results/fused_attn_lw
baselines/baseline_results/fused_attn_unfreeze2,encoder_baseline,seen_child_train,0,0,True,v3_perturb,0,openai/whisper-small or microsoft/wavlm-base-plus,True,"[""seen_child_test""]",/orcd/scratch/orcd/008/manaal/child-adult-diarization/baselines/baseline_results/fused_attn_unfreeze2/config.json,/orcd/scratch/orcd/008/manaal/child-adult-diarization/baselines/baseline_results/fused_attn_unfreeze2
baselines/baseline_results/fused_stats_lw,encoder_baseline,seen_child_train,0,0,True,v3_perturb,0,openai/whisper-small or microsoft/wavlm-base-plus,True,"[""unknown""]",/orcd/scratch/orcd/008/manaal/child-adult-diarization/baselines/baseline_results/fused_stats_lw/config.json,/orcd/scratch/orcd/008/manaal/child-adult-diarization/baselines/baseline_results/fused_stats_lw
baselines/baseline_results/wavlm_attn,encoder_baseline,seen_child_train,0,0,True,v3_perturb,0,openai/whisper-small or microsoft/wavlm-base-plus,True,"[""seen_child_test""]",/orcd/scratch/orcd/008/manaal/child-adult-diarization/baselines/baseline_results/wavlm_attn/config.json,/orcd/scratch/orcd/008/manaal/child-adult-diarization/baselines/baseline_results/wavlm_attn
baselines/baseline_results/wavlm_attn_lw,encoder_baseline,seen_child_train,0,0,True,v3_perturb,0,openai/whisper-small or microsoft/wavlm-base-plus,True,"[""seen_child_test""]",/orcd/scratch/orcd/008/manaal/child-adult-diarization/baselines/baseline_results/wavlm_attn_lw/config.json,/orcd/scratch/orcd/008/manaal/child-adult-diarization/baselines/baseline_results/wavlm_attn_lw
baselines/baseline_results/wavlm_mean,encoder_baseline,seen_child_train,0,0,True,v3_perturb,0,openai/whisper-small or microsoft/wavlm-base-plus,True,"[""seen_child_test""]",/orcd/scratch/orcd/008/manaal/child-adult-diarization/baselines/baseline_results/wavlm_mean/config.json,/orcd/scratch/orcd/008/manaal/child-adult-diarization/baselines/baseline_results/wavlm_mean
baselines/baseline_results/wavlm_stats_lw,encoder_baseline,seen_child_train,0,0,True,v3_perturb,0,openai/whisper-small or microsoft/wavlm-base-plus,True,"[""seen_child_test""]",/orcd/scratch/orcd/008/manaal/child-adult-diarization/baselines/baseline_results/wavlm_stats_lw/config.json,/orcd/scratch/orcd/008/manaal/child-adult-diarization/baselines/baseline_results/wavlm_stats_lw
baselines/baseline_results/whisper_attn,encoder_baseline,seen_child_train,0,0,True,v3_perturb,0,openai/whisper-small or microsoft/wavlm-base-plus,True,"[""seen_child_test""]",/orcd/scratch/orcd/008/manaal/child-adult-diarization/baselines/baseline_results/whisper_attn/config.json,/orcd/scratch/orcd/008/manaal/child-adult-diarization/baselines/baseline_results/whisper_attn
baselines/baseline_results/whisper_attn_aug,encoder_baseline,seen_child_train,0,0,True,v3_perturb,0,openai/whisper-small or microsoft/wavlm-base-plus,True,"[""seen_child_test""]",/orcd/scratch/orcd/008/manaal/child-adult-diarization/baselines/baseline_results/whisper_attn_aug/config.json,/orcd/scratch/orcd/008/manaal/child-adult-diarization/baselines/baseline_results/whisper_attn_aug
baselines/baseline_results/whisper_attn_aug_ptt,encoder_baseline,seen_child_train,0,0,True,v3_perturb,0,openai/whisper-small or microsoft/wavlm-base-plus,True,"[""seen_child_test""]",/orcd/scratch/orcd/008/manaal/child-adult-diarization/baselines/baseline_results/whisper_attn_aug_ptt/config.json,/orcd/scratch/orcd/008/manaal/child-adult-diarization/baselines/baseline_results/whisper_attn_aug_ptt
baselines/baseline_results/whisper_attn_lw,encoder_baseline,seen_child_train,0,0,True,v3_perturb,0,openai/whisper-small or microsoft/wavlm-base-plus,True,"[""seen_child_test""]",/orcd/scratch/orcd/008/manaal/child-adult-diarization/baselines/baseline_results/whisper_attn_lw/config.json,/orcd/scratch/orcd/008/manaal/child-adult-diarization/baselines/baseline_results/whisper_attn_lw
baselines/baseline_results/whisper_attn_ptt,encoder_baseline,seen_child_train,0,0,True,v3_perturb,0,openai/whisper-small or microsoft/wavlm-base-plus,True,"[""seen_child_test""]",/orcd/scratch/orcd/008/manaal/child-adult-diarization/baselines/baseline_results/whisper_attn_ptt/config.json,/orcd/scratch/orcd/008/manaal/child-adult-diarization/baselines/baseline_results/whisper_attn_ptt
baselines/baseline_results/whisper_attn_unfreeze2,encoder_baseline,seen_child_train,0,0,True,v3_perturb,0,openai/whisper-small or microsoft/wavlm-base-plus,True,"[""seen_child_test""]",/orcd/scratch/orcd/008/manaal/child-adult-diarization/baselines/baseline_results/whisper_attn_unfreeze2/config.json,/orcd/scratch/orcd/008/manaal/child-adult-diarization/baselines/baseline_results/whisper_attn_unfreeze2
baselines/baseline_results/whisper_mean,encoder_baseline,seen_child_train,0,0,True,v3_perturb,0,openai/whisper-small or microsoft/wavlm-base-plus,True,"[""seen_child_test""]",/orcd/scratch/orcd/008/manaal/child-adult-diarization/baselines/baseline_results/whisper_mean/config.json,/orcd/scratch/orcd/008/manaal/child-adult-diarization/baselines/baseline_results/whisper_mean
baselines/baseline_results/whisper_stats_lw,encoder_baseline,seen_child_train,0,0,True,v3_perturb,0,openai/whisper-small or microsoft/wavlm-base-plus,True,"[""seen_child_test""]",/orcd/scratch/orcd/008/manaal/child-adult-diarization/baselines/baseline_results/whisper_stats_lw/config.json,/orcd/scratch/orcd/008/manaal/child-adult-diarization/baselines/baseline_results/whisper_stats_lw
ensemble_runs/cross_child_best_audio_mil,ensemble,cross_child_train,0,0,False,,0,composite of audio-MIL,True,"[""seen_child_test""]",/orcd/scratch/orcd/008/manaal/child-adult-diarization/ensemble_runs/cross_child_best_audio_mil/config.json,/orcd/scratch/orcd/008/manaal/child-adult-diarization/ensemble_runs/cross_child_best_audio_mil
ensemble_runs/cross_child_best_audio_mil_with_clap,ensemble,cross_child_train,0,0,False,,0,composite of audio-MIL,True,"[""seen_child_test""]",/orcd/scratch/orcd/008/manaal/child-adult-diarization/ensemble_runs/cross_child_best_audio_mil_with_clap/config.json,/orcd/scratch/orcd/008/manaal/child-adult-diarization/ensemble_runs/cross_child_best_audio_mil_with_clap
ensemble_runs/metadata_router_learned,ensemble,seen_child_train,0,0,False,,0,composite of audio-MIL,True,"[""seen_child_test""]",/orcd/scratch/orcd/008/manaal/child-adult-diarization/ensemble_runs/metadata_router_learned/config.json,/orcd/scratch/orcd/008/manaal/child-adult-diarization/ensemble_runs/metadata_router_learned
ensemble_runs/metadata_router_rule,ensemble,seen_child_train,0,0,False,,0,composite of audio-MIL,True,"[""seen_child_test""]",/orcd/scratch/orcd/008/manaal/child-adult-diarization/ensemble_runs/metadata_router_rule/config.json,/orcd/scratch/orcd/008/manaal/child-adult-diarization/ensemble_runs/metadata_router_rule
ensemble_runs/metadata_stack,ensemble,seen_child_train,0,0,False,,0,composite of audio-MIL,True,"[""seen_child_test""]",/orcd/scratch/orcd/008/manaal/child-adult-diarization/ensemble_runs/metadata_stack/config.json,/orcd/scratch/orcd/008/manaal/child-adult-diarization/ensemble_runs/metadata_stack
ensemble_runs/metadata_stack_11sys_backup,ensemble,seen_child_train,0,0,False,,0,composite of audio-MIL,True,"[""seen_child_test""]",/orcd/scratch/orcd/008/manaal/child-adult-diarization/ensemble_runs/metadata_stack_11sys_backup/config.json,/orcd/scratch/orcd/008/manaal/child-adult-diarization/ensemble_runs/metadata_stack_11sys_backup
ensemble_runs/metadata_stack_av,ensemble,seen_child_train,0,0,False,,0,composite of audio-MIL,True,"[""seen_child_test""]",/orcd/scratch/orcd/008/manaal/child-adult-diarization/ensemble_runs/metadata_stack_av/config.json,/orcd/scratch/orcd/008/manaal/child-adult-diarization/ensemble_runs/metadata_stack_av
ensemble_runs/metadata_stack_av_11sys_backup,ensemble,seen_child_train,0,0,False,,0,composite of audio-MIL,True,"[""seen_child_test""]",/orcd/scratch/orcd/008/manaal/child-adult-diarization/ensemble_runs/metadata_stack_av_11sys_backup/config.json,/orcd/scratch/orcd/008/manaal/child-adult-diarization/ensemble_runs/metadata_stack_av_11sys_backup
ensemble_runs/no_metadata_stack,ensemble,seen_child_train,0,0,False,,0,composite of audio-MIL,True,"[""seen_child_test""]",/orcd/scratch/orcd/008/manaal/child-adult-diarization/ensemble_runs/no_metadata_stack/config.json,/orcd/scratch/orcd/008/manaal/child-adult-diarization/ensemble_runs/no_metadata_stack
ensemble_runs/no_metadata_stack_audio,ensemble,seen_child_train,0,0,False,,0,composite of audio-MIL,True,"[""seen_child_test""]",/orcd/scratch/orcd/008/manaal/child-adult-diarization/ensemble_runs/no_metadata_stack_audio/config.json,/orcd/scratch/orcd/008/manaal/child-adult-diarization/ensemble_runs/no_metadata_stack_audio
