audio_path,label,error_count
/orcd/scratch/bcs/001/sensein/sails/BIDS_data/final_bids-dataset/derivatives/preprocessed/sub-C5L2D6N1W6/ses-01/beh/sub-C5L2D6N1W6_ses-01_task-socialroutine_run-02_audio.wav,1,3
/orcd/scratch/bcs/001/sensein/sails/BIDS_data/final_bids-dataset/derivatives/preprocessed/sub-C5L2D6N1W6/ses-01/beh/sub-C5L2D6N1W6_ses-01_task-unknown_run-02_audio.wav,0,8
/orcd/scratch/bcs/001/sensein/sails/BIDS_data/final_bids-dataset/derivatives/preprocessed/sub-C5L2D6N1W6/ses-02/beh/sub-C5L2D6N1W6_ses-02_task-generalsocialcommunicationinteraction_run-01_audio.wav,1,4
/orcd/scratch/bcs/001/sensein/sails/BIDS_data/final_bids-dataset/derivatives/preprocessed/sub-C5L2D6N1W6/ses-02/beh/sub-C5L2D6N1W6_ses-02_task-dailyroutine_run-01_audio.wav,0,3
/orcd/scratch/bcs/001/sensein/sails/BIDS_data/final_bids-dataset/derivatives/preprocessed/sub-C5L2D6N1W6/ses-02/beh/sub-C5L2D6N1W6_ses-02_task-generalsocialcommunicationinteraction_run-02_audio.wav,1,2
/orcd/scratch/bcs/001/sensein/sails/BIDS_data/final_bids-dataset/derivatives/preprocessed/sub-C5L2D6N1W6/ses-02/beh/sub-C5L2D6N1W6_ses-02_task-generalsocialcommunicationinteraction_run-03_audio.wav,1,3
/orcd/scratch/bcs/001/sensein/sails/BIDS_data/final_bids-dataset/derivatives/preprocessed/sub-C5U1P3X9F0/ses-01/beh/sub-C5U1P3X9F0_ses-01_task-generalsocialcommunicationinteraction_run-05_audio.wav,1,17
/orcd/scratch/bcs/001/sensein/sails/BIDS_data/final_bids-dataset/derivatives/preprocessed/sub-C5U1P3X9F0/ses-01/beh/sub-C5U1P3X9F0_ses-01_task-toyplay_run-06_audio.wav,0,1
/orcd/scratch/bcs/001/sensein/sails/BIDS_data/final_bids-dataset/derivatives/preprocessed/sub-C5U1P3X9F0/ses-01/beh/sub-C5U1P3X9F0_ses-01_task-toyplay_run-09_audio.wav,1,3
/orcd/scratch/bcs/001/sensein/sails/BIDS_data/final_bids-dataset/derivatives/preprocessed/sub-C5U1P3X9F0/ses-01/beh/sub-C5U1P3X9F0_ses-01_task-generalsocialcommunicationinteraction_run-09_audio.wav,1,6
/orcd/scratch/bcs/001/sensein/sails/BIDS_data/final_bids-dataset/derivatives/preprocessed/sub-C5U1P3X9F0/ses-01/beh/sub-C5U1P3X9F0_ses-01_task-toyplay_run-11_audio.wav,1,4
/orcd/scratch/bcs/001/sensein/sails/BIDS_data/final_bids-dataset/derivatives/preprocessed/sub-C5U1P3X9F0/ses-01/beh/sub-C5U1P3X9F0_ses-01_task-bookshare_run-02_audio.wav,1,1
/orcd/scratch/bcs/001/sensein/sails/BIDS_data/final_bids-dataset/derivatives/preprocessed/sub-C5U1P3X9F0/ses-01/beh/sub-C5U1P3X9F0_ses-01_task-dailyroutine_run-06_audio.wav,1,5
/orcd/scratch/bcs/001/sensein/sails/BIDS_data/final_bids-dataset/derivatives/preprocessed/sub-C5U1P3X9F0/ses-02/beh/sub-C5U1P3X9F0_ses-02_task-dailyroutine_run-01_audio.wav,1,2
/orcd/scratch/bcs/001/sensein/sails/BIDS_data/final_bids-dataset/derivatives/preprocessed/sub-C5U1P3X9F0/ses-02/beh/sub-C5U1P3X9F0_ses-02_task-motorplay_run-01_audio.wav,1,5
/orcd/scratch/bcs/001/sensein/sails/BIDS_data/final_bids-dataset/derivatives/preprocessed/sub-C5Z9H8S3N8/ses-02/beh/sub-C5Z9H8S3N8_ses-02_task-generalsocialcommunicationinteraction_run-02_audio.wav,1,8
/orcd/scratch/bcs/001/sensein/sails/BIDS_data/final_bids-dataset/derivatives/preprocessed/sub-C5Z9H8S3N8/ses-02/beh/sub-C5Z9H8S3N8_ses-02_task-other_run-02_audio.wav,0,1
/orcd/scratch/bcs/001/sensein/sails/BIDS_data/final_bids-dataset/derivatives/preprocessed/sub-D4Y7P4G2V4/ses-01/beh/sub-D4Y7P4G2V4_ses-01_task-motorplay_run-02_audio.wav,0,18
/orcd/scratch/bcs/001/sensein/sails/BIDS_data/final_bids-dataset/derivatives/preprocessed/sub-D4Y7P4G2V4/ses-01/beh/sub-D4Y7P4G2V4_ses-01_task-motorplay_run-07_audio.wav,1,5
/orcd/scratch/bcs/001/sensein/sails/BIDS_data/final_bids-dataset/derivatives/preprocessed/sub-D4Y7P4G2V4/ses-01/beh/sub-D4Y7P4G2V4_ses-01_task-motorplay_run-11_audio.wav,0,10
/orcd/scratch/bcs/001/sensein/sails/BIDS_data/final_bids-dataset/derivatives/preprocessed/sub-D4Y7P4G2V4/ses-02/beh/sub-D4Y7P4G2V4_ses-02_task-toyplay_run-02_audio.wav,0,16
/orcd/scratch/bcs/001/sensein/sails/BIDS_data/final_bids-dataset/derivatives/preprocessed/sub-D4Y7P4G2V4/ses-02/beh/sub-D4Y7P4G2V4_ses-02_task-toyplay_run-04_audio.wav,1,3
/orcd/scratch/bcs/001/sensein/sails/BIDS_data/final_bids-dataset/derivatives/preprocessed/sub-D4Y7P4G2V4/ses-02/beh/sub-D4Y7P4G2V4_ses-02_task-toyplay_run-13_audio.wav,1,4
/orcd/scratch/bcs/001/sensein/sails/BIDS_data/final_bids-dataset/derivatives/preprocessed/sub-D4Y7P4G2V4/ses-02/beh/sub-D4Y7P4G2V4_ses-02_task-motorplay_run-04_audio.wav,1,3
/orcd/scratch/bcs/001/sensein/sails/BIDS_data/final_bids-dataset/derivatives/preprocessed/sub-D7O9E3F9P9/ses-02/beh/sub-D7O9E3F9P9_ses-02_task-generalsocialcommunicationinteraction_run-01_audio.wav,1,10
/orcd/scratch/bcs/001/sensein/sails/BIDS_data/final_bids-dataset/derivatives/preprocessed/sub-D8G5K7I0D6/ses-01/beh/sub-D8G5K7I0D6_ses-01_task-socialroutine_run-02_audio.wav,1,4
/orcd/scratch/bcs/001/sensein/sails/BIDS_data/final_bids-dataset/derivatives/preprocessed/sub-D8G5K7I0D6/ses-01/beh/sub-D8G5K7I0D6_ses-01_task-generalsocialcommunicationinteraction_run-07_audio.wav,1,9
/orcd/scratch/bcs/001/sensein/sails/BIDS_data/final_bids-dataset/derivatives/preprocessed/sub-D8G5K7I0D6/ses-01/beh/sub-D8G5K7I0D6_ses-01_task-toyplay_run-03_audio.wav,0,20
/orcd/scratch/bcs/001/sensein/sails/BIDS_data/final_bids-dataset/derivatives/preprocessed/sub-D8G5K7I0D6/ses-02/beh/sub-D8G5K7I0D6_ses-02_task-generalsocialcommunicationinteraction_run-01_audio.wav,1,5
/orcd/scratch/bcs/001/sensein/sails/BIDS_data/final_bids-dataset/derivatives/preprocessed/sub-D8G5K7I0D6/ses-02/beh/sub-D8G5K7I0D6_ses-02_task-toyplay_run-01_audio.wav,1,7
/orcd/scratch/bcs/001/sensein/sails/BIDS_data/final_bids-dataset/derivatives/preprocessed/sub-D8O8B2C4X2/ses-01/beh/sub-D8O8B2C4X2_ses-01_task-socialroutine_run-01_audio.wav,1,2
/orcd/scratch/bcs/001/sensein/sails/BIDS_data/final_bids-dataset/derivatives/preprocessed/sub-D8O8B2C4X2/ses-01/beh/sub-D8O8B2C4X2_ses-01_task-specialoccasion_run-01_audio.wav,1,4
/orcd/scratch/bcs/001/sensein/sails/BIDS_data/final_bids-dataset/derivatives/preprocessed/sub-D8O8B2C4X2/ses-02/beh/sub-D8O8B2C4X2_ses-02_task-generalsocialcommunicationinteraction_run-04_audio.wav,1,1
/orcd/scratch/bcs/001/sensein/sails/BIDS_data/final_bids-dataset/derivatives/preprocessed/sub-D8O8B2C4X2/ses-02/beh/sub-D8O8B2C4X2_ses-02_task-generalsocialcommunicationinteraction_run-07_audio.wav,1,1
/orcd/scratch/bcs/001/sensein/sails/BIDS_data/final_bids-dataset/derivatives/preprocessed/sub-D8O8B2C4X2/ses-02/beh/sub-D8O8B2C4X2_ses-02_task-generalsocialcommunicationinteraction_run-08_audio.wav,1,1
/orcd/scratch/bcs/001/sensein/sails/BIDS_data/final_bids-dataset/derivatives/preprocessed/sub-D9N0U7M9X3/ses-01/beh/sub-D9N0U7M9X3_ses-01_task-specialoccasion_run-02_audio.wav,1,15
/orcd/scratch/bcs/001/sensein/sails/BIDS_data/final_bids-dataset/derivatives/preprocessed/sub-D9N0U7M9X3/ses-02/beh/sub-D9N0U7M9X3_ses-02_task-specialoccasion_run-02_audio.wav,1,14
/orcd/scratch/bcs/001/sensein/sails/BIDS_data/final_bids-dataset/derivatives/preprocessed/sub-D9N0U7M9X3/ses-02/beh/sub-D9N0U7M9X3_ses-02_task-generalsocialcommunicationinteraction_run-02_audio.wav,1,1
/orcd/scratch/bcs/001/sensein/sails/BIDS_data/final_bids-dataset/derivatives/preprocessed/sub-E2P5Q8S5A7/ses-01/beh/sub-E2P5Q8S5A7_ses-01_task-generalsocialcommunicationinteraction_run-03_audio.wav,1,2
/orcd/scratch/bcs/001/sensein/sails/BIDS_data/final_bids-dataset/derivatives/preprocessed/sub-E2P5Q8S5A7/ses-01/beh/sub-E2P5Q8S5A7_ses-01_task-other_run-04_audio.wav,1,2
/orcd/scratch/bcs/001/sensein/sails/BIDS_data/final_bids-dataset/derivatives/preprocessed/sub-E2P5Q8S5A7/ses-01/beh/sub-E2P5Q8S5A7_ses-01_task-motorplay_run-01_audio.wav,1,1
/orcd/scratch/bcs/001/sensein/sails/BIDS_data/final_bids-dataset/derivatives/preprocessed/sub-E2P5Q8S5A7/ses-02/beh/sub-E2P5Q8S5A7_ses-02_task-unknown_run-06_audio.wav,1,2
/orcd/scratch/bcs/001/sensein/sails/BIDS_data/final_bids-dataset/derivatives/preprocessed/sub-E2P5Q8S5A7/ses-02/beh/sub-E2P5Q8S5A7_ses-02_task-generalsocialcommunicationinteraction_run-07_audio.wav,1,1
/orcd/scratch/bcs/001/sensein/sails/BIDS_data/final_bids-dataset/derivatives/preprocessed/sub-E2P5Q8S5A7/ses-02/beh/sub-E2P5Q8S5A7 2_ses-02_task-unknown_run-06_audio.wav,1,7
/orcd/scratch/bcs/001/sensein/sails/BIDS_data/final_bids-dataset/derivatives/preprocessed/sub-E3O3H8O7H4/ses-01/beh/sub-E3O3H8O7H4_ses-01_task-other_run-01_audio.wav,1,3
/orcd/scratch/bcs/001/sensein/sails/BIDS_data/final_bids-dataset/derivatives/preprocessed/sub-E3O3H8O7H4/ses-01/beh/sub-E3O3H8O7H4_ses-01_task-toyplay_run-03_audio.wav,1,2
/orcd/scratch/bcs/001/sensein/sails/BIDS_data/final_bids-dataset/derivatives/preprocessed/sub-E3O3H8O7H4/ses-02/beh/sub-E3O3H8O7H4_ses-02_task-bookshare_run-01_audio.wav,1,1
/orcd/scratch/bcs/001/sensein/sails/BIDS_data/final_bids-dataset/derivatives/preprocessed/sub-E3O3H8O7H4/ses-02/beh/sub-E3O3H8O7H4_ses-02_task-motorplay_run-02_audio.wav,1,1
/orcd/scratch/bcs/001/sensein/sails/BIDS_data/final_bids-dataset/derivatives/preprocessed/sub-E7G3N4A1K5/ses-01/beh/sub-E7G3N4A1K5_ses-01_task-generalsocialcommunicationinteraction_run-01_audio.wav,0,8
/orcd/scratch/bcs/001/sensein/sails/BIDS_data/final_bids-dataset/derivatives/preprocessed/sub-E7G3N4A1K5/ses-01/beh/sub-E7G3N4A1K5_ses-01_task-generalsocialcommunicationinteraction_run-02_audio.wav,1,3
/orcd/scratch/bcs/001/sensein/sails/BIDS_data/final_bids-dataset/derivatives/preprocessed/sub-E7G3N4A1K5/ses-02/beh/sub-E7G3N4A1K5_ses-02_task-toyplay_run-03_audio.wav,1,3
/orcd/scratch/bcs/001/sensein/sails/BIDS_data/final_bids-dataset/derivatives/preprocessed/sub-E7G3N4A1K5/ses-02/beh/sub-E7G3N4A1K5_ses-02_task-dailyroutine_run-02_audio.wav,1,4
/orcd/scratch/bcs/001/sensein/sails/BIDS_data/final_bids-dataset/derivatives/preprocessed/sub-E7T7O3G7J5/ses-01/beh/sub-E7T7O3G7J5_ses-01_task-generalsocialcommunicationinteraction_run-01_audio.wav,0,22
/orcd/scratch/bcs/001/sensein/sails/BIDS_data/final_bids-dataset/derivatives/preprocessed/sub-E7T7O3G7J5/ses-02/beh/sub-E7T7O3G7J5_ses-02_task-socialroutine_run-01_audio.wav,1,3
/orcd/scratch/bcs/001/sensein/sails/BIDS_data/final_bids-dataset/derivatives/preprocessed/sub-E7T7O3G7J5/ses-02/beh/sub-E7T7O3G7J5_ses-02_task-motorplay_run-02_audio.wav,1,1
/orcd/scratch/bcs/001/sensein/sails/BIDS_data/final_bids-dataset/derivatives/preprocessed/sub-E7Z4G3O5K2/ses-01/beh/sub-E7Z4G3O5K2_ses-01_task-toyplay_run-02_audio.wav,0,4
/orcd/scratch/bcs/001/sensein/sails/BIDS_data/final_bids-dataset/derivatives/preprocessed/sub-E7Z4G3O5K2/ses-01/beh/sub-E7Z4G3O5K2 2_ses-01_task-unknown_run-01_audio.wav,1,5
/orcd/scratch/bcs/001/sensein/sails/BIDS_data/final_bids-dataset/derivatives/preprocessed/sub-E7Z4G3O5K2/ses-01/beh/sub-E7Z4G3O5K2 2_ses-01_task-unknown_run-03_audio.wav,0,7
/orcd/scratch/bcs/001/sensein/sails/BIDS_data/final_bids-dataset/derivatives/preprocessed/sub-E7Z4G3O5K2/ses-02/beh/sub-E7Z4G3O5K2_ses-02_task-toyplay_run-01_audio.wav,1,4
/orcd/scratch/bcs/001/sensein/sails/BIDS_data/final_bids-dataset/derivatives/preprocessed/sub-E7Z4G3O5K2/ses-02/beh/sub-E7Z4G3O5K2_ses-02_task-other_run-02_audio.wav,1,0
/orcd/scratch/bcs/001/sensein/sails/BIDS_data/final_bids-dataset/derivatives/preprocessed/sub-F3M5F9D2S1/ses-02/beh/sub-F3M5F9D2S1_ses-02_task-motorplay_run-01_audio.wav,1,11
/orcd/scratch/bcs/001/sensein/sails/BIDS_data/final_bids-dataset/derivatives/preprocessed/sub-F3M5F9D2S1/ses-02/beh/sub-F3M5F9D2S1_ses-02_task-generalsocialcommunicationinteraction_run-02_audio.wav,1,21
/orcd/scratch/bcs/001/sensein/sails/BIDS_data/final_bids-dataset/derivatives/preprocessed/sub-F3N4H0K1Z1/ses-01/beh/sub-F3N4H0K1Z1_ses-01_task-socialroutine_run-01_audio.wav,1,1
/orcd/scratch/bcs/001/sensein/sails/BIDS_data/final_bids-dataset/derivatives/preprocessed/sub-F3N4H0K1Z1/ses-01/beh/sub-F3N4H0K1Z1_ses-01_task-generalsocialcommunicationinteraction_run-01_audio.wav,1,1
/orcd/scratch/bcs/001/sensein/sails/BIDS_data/final_bids-dataset/derivatives/preprocessed/sub-F3N4H0K1Z1/ses-01/beh/sub-F3N4H0K1Z1_ses-01_task-generalsocialcommunicationinteraction_run-04_audio.wav,1,3
/orcd/scratch/bcs/001/sensein/sails/BIDS_data/final_bids-dataset/derivatives/preprocessed/sub-F3N4H0K1Z1/ses-01/beh/sub-F3N4H0K1Z1_ses-01_task-generalsocialcommunicationinteraction_run-07_audio.wav,1,1
/orcd/scratch/bcs/001/sensein/sails/BIDS_data/final_bids-dataset/derivatives/preprocessed/sub-F3N4H0K1Z1/ses-01/beh/sub-F3N4H0K1Z1_ses-01_task-generalsocialcommunicationinteraction_run-13_audio.wav,1,4
/orcd/scratch/bcs/001/sensein/sails/BIDS_data/final_bids-dataset/derivatives/preprocessed/sub-F3N4H0K1Z1/ses-01/beh/sub-F3N4H0K1Z1_ses-01_task-generalsocialcommunicationinteraction_run-15_audio.wav,1,1
/orcd/scratch/bcs/001/sensein/sails/BIDS_data/final_bids-dataset/derivatives/preprocessed/sub-F3N4H0K1Z1/ses-02/beh/sub-F3N4H0K1Z1_ses-02_task-generalsocialcommunicationinteraction_run-01_audio.wav,1,2
/orcd/scratch/bcs/001/sensein/sails/BIDS_data/final_bids-dataset/derivatives/preprocessed/sub-F3N4H0K1Z1/ses-02/beh/sub-F3N4H0K1Z1_ses-02_task-toyplay_run-01_audio.wav,1,1
/orcd/scratch/bcs/001/sensein/sails/BIDS_data/final_bids-dataset/derivatives/preprocessed/sub-F3N4H0K1Z1/ses-02/beh/sub-F3N4H0K1Z1_ses-02_task-generalsocialcommunicationinteraction_run-02_audio.wav,0,3
/orcd/scratch/bcs/001/sensein/sails/BIDS_data/final_bids-dataset/derivatives/preprocessed/sub-F3N4H0K1Z1/ses-02/beh/sub-F3N4H0K1Z1_ses-02_task-toyplay_run-07_audio.wav,1,3
/orcd/scratch/bcs/001/sensein/sails/BIDS_data/final_bids-dataset/derivatives/preprocessed/sub-F3N4H0K1Z1/ses-02/beh/sub-F3N4H0K1Z1_ses-02_task-motorplay_run-05_audio.wav,0,24
/orcd/scratch/bcs/001/sensein/sails/BIDS_data/final_bids-dataset/derivatives/preprocessed/sub-F3N4H0K1Z1/ses-02/beh/sub-F3N4H0K1Z1_ses-02_task-socialroutine_run-02_audio.wav,1,9
/orcd/scratch/bcs/001/sensein/sails/BIDS_data/final_bids-dataset/derivatives/preprocessed/sub-F6J0V8B6S4/ses-01/beh/sub-F6J0V8B6S4_ses-01_task-toyplay_run-01_audio.wav,1,12
/orcd/scratch/bcs/001/sensein/sails/BIDS_data/final_bids-dataset/derivatives/preprocessed/sub-F6J0V8B6S4/ses-02/beh/sub-F6J0V8B6S4_ses-02_task-socialroutine_run-02_audio.wav,1,7
/orcd/scratch/bcs/001/sensein/sails/BIDS_data/final_bids-dataset/derivatives/preprocessed/sub-F8N7H3T0O1/ses-01/beh/sub-F8N7H3T0O1_ses-01_task-other_run-01_audio.wav,1,4
/orcd/scratch/bcs/001/sensein/sails/BIDS_data/final_bids-dataset/derivatives/preprocessed/sub-F8N7H3T0O1/ses-01/beh/sub-F8N7H3T0O1_ses-01_task-other_run-02_audio.wav,0,25
/orcd/scratch/bcs/001/sensein/sails/BIDS_data/final_bids-dataset/derivatives/preprocessed/sub-F8N7H3T0O1/ses-01/beh/sub-F8N7H3T0O1_ses-01_task-dailyroutine_run-03_audio.wav,1,4
/orcd/scratch/bcs/001/sensein/sails/BIDS_data/final_bids-dataset/derivatives/preprocessed/sub-F8N7H3T0O1/ses-01/beh/sub-F8N7H3T0O1_ses-01_task-motorplay_run-08_audio.wav,1,7
/orcd/scratch/bcs/001/sensein/sails/BIDS_data/final_bids-dataset/derivatives/preprocessed/sub-F8N7H3T0O1/ses-02/beh/sub-F8N7H3T0O1_ses-02_task-generalsocialcommunicationinteraction_run-01_audio.wav,1,5
/orcd/scratch/bcs/001/sensein/sails/BIDS_data/final_bids-dataset/derivatives/preprocessed/sub-F8N7H3T0O1/ses-02/beh/sub-F8N7H3T0O1_ses-02_task-motorplay_run-08_audio.wav,1,4
/orcd/scratch/bcs/001/sensein/sails/BIDS_data/final_bids-dataset/derivatives/preprocessed/sub-F8N7H3T0O1/ses-02/beh/sub-F8N7H3T0O1_ses-02_task-socialroutine_run-01_audio.wav,1,1
/orcd/scratch/bcs/001/sensein/sails/BIDS_data/final_bids-dataset/derivatives/preprocessed/sub-F8V2U5P1A0/ses-01/beh/sub-F8V2U5P1A0_ses-01_task-toyplay_run-04_audio.wav,1,3
/orcd/scratch/bcs/001/sensein/sails/BIDS_data/final_bids-dataset/derivatives/preprocessed/sub-F8V2U5P1A0/ses-01/beh/sub-F8V2U5P1A0_ses-01_task-toyplay_run-05_audio.wav,1,2
/orcd/scratch/bcs/001/sensein/sails/BIDS_data/final_bids-dataset/derivatives/preprocessed/sub-F8V2U5P1A0/ses-02/beh/sub-F8V2U5P1A0_ses-02_task-generalsocialcommunicationinteraction_run-02_audio.wav,1,1
/orcd/scratch/bcs/001/sensein/sails/BIDS_data/final_bids-dataset/derivatives/preprocessed/sub-F8V2U5P1A0/ses-02/beh/sub-F8V2U5P1A0_ses-02_task-generalsocialcommunicationinteraction_run-05_audio.wav,1,1
/orcd/scratch/bcs/001/sensein/sails/BIDS_data/final_bids-dataset/derivatives/preprocessed/sub-F8V2U5P1A0/ses-02/beh/sub-F8V2U5P1A0_ses-02_task-toyplay_run-03_audio.wav,1,3
/orcd/scratch/bcs/001/sensein/sails/BIDS_data/final_bids-dataset/derivatives/preprocessed/sub-G2N1M4K2S0/ses-01/beh/sub-G2N1M4K2S0_ses-01_task-generalsocialcommunicationinteraction_run-02_audio.wav,1,13
/orcd/scratch/bcs/001/sensein/sails/BIDS_data/final_bids-dataset/derivatives/preprocessed/sub-G2N1M4K2S0/ses-01/beh/sub-G2N1M4K2S0_ses-01_task-other_run-03_audio.wav,1,2
/orcd/scratch/bcs/001/sensein/sails/BIDS_data/final_bids-dataset/derivatives/preprocessed/sub-G3A6S5R9F7/ses-01/beh/sub-G3A6S5R9F7_ses-01_task-generalsocialcommunicationinteraction_run-03_audio.wav,1,14
/orcd/scratch/bcs/001/sensein/sails/BIDS_data/final_bids-dataset/derivatives/preprocessed/sub-G3A6S5R9F7/ses-01/beh/sub-G3A6S5R9F7_ses-01_task-motorplay_run-04_audio.wav,0,4
/orcd/scratch/bcs/001/sensein/sails/BIDS_data/final_bids-dataset/derivatives/preprocessed/sub-G3A6S5R9F7/ses-01/beh/sub-G3A6S5R9F7_ses-01_task-socialroutine_run-03_audio.wav,1,0
/orcd/scratch/bcs/001/sensein/sails/BIDS_data/final_bids-dataset/derivatives/preprocessed/sub-G3A6S5R9F7/ses-01/beh/sub-G3A6S5R9F7_ses-01_task-motorplay_run-07_audio.wav,1,3
/orcd/scratch/bcs/001/sensein/sails/BIDS_data/final_bids-dataset/derivatives/preprocessed/sub-G3A6S5R9F7/ses-01/beh/sub-G3A6S5R9F7_ses-01_task-socialroutine_run-05_audio.wav,1,2
/orcd/scratch/bcs/001/sensein/sails/BIDS_data/final_bids-dataset/derivatives/preprocessed/sub-G3A6S5R9F7/ses-02/beh/sub-G3A6S5R9F7_ses-02_task-socialroutine_run-02_audio.wav,0,16
/orcd/scratch/bcs/001/sensein/sails/BIDS_data/final_bids-dataset/derivatives/preprocessed/sub-G3A6S5R9F7/ses-02/beh/sub-G3A6S5R9F7_ses-02_task-generalsocialcommunicationinteraction_run-01_audio.wav,1,15
/orcd/scratch/bcs/001/sensein/sails/BIDS_data/final_bids-dataset/derivatives/preprocessed/sub-G3A6S5R9F7/ses-02/beh/sub-G3A6S5R9F7_ses-02_task-generalsocialcommunicationinteraction_run-06_audio.wav,0,17
/orcd/scratch/bcs/001/sensein/sails/BIDS_data/final_bids-dataset/derivatives/preprocessed/sub-G3A6S5R9F7/ses-02/beh/sub-G3A6S5R9F7_ses-02_task-motorplay_run-08_audio.wav,0,16
/orcd/scratch/bcs/001/sensein/sails/BIDS_data/final_bids-dataset/derivatives/preprocessed/sub-G3A6S5R9F7/ses-02/beh/sub-G3A6S5R9F7_ses-02_task-generalsocialcommunicationinteraction_run-10_audio.wav,1,4
/orcd/scratch/bcs/001/sensein/sails/BIDS_data/final_bids-dataset/derivatives/preprocessed/sub-G3D3S2N7W8/ses-01/beh/sub-G3D3S2N7W8_ses-01_task-toyplay_run-01_audio.wav,1,4
/orcd/scratch/bcs/001/sensein/sails/BIDS_data/final_bids-dataset/derivatives/preprocessed/sub-G3D3S2N7W8/ses-01/beh/sub-G3D3S2N7W8_ses-01_task-toyplay_run-02_audio.wav,1,15
/orcd/scratch/bcs/001/sensein/sails/BIDS_data/final_bids-dataset/derivatives/preprocessed/sub-G4J8F6F4X0/ses-01/beh/sub-G4J8F6F4X0_ses-01_task-generalsocialcommunicationinteraction_run-02_audio.wav,1,12
/orcd/scratch/bcs/001/sensein/sails/BIDS_data/final_bids-dataset/derivatives/preprocessed/sub-G4J8F6F4X0/ses-01/beh/sub-G4J8F6F4X0_ses-01_task-motorplay_run-01_audio.wav,1,4
/orcd/scratch/bcs/001/sensein/sails/BIDS_data/final_bids-dataset/derivatives/preprocessed/sub-G4J8F6F4X0/ses-01/beh/sub-G4J8F6F4X0_ses-01_task-toyplay_run-02_audio.wav,0,4
/orcd/scratch/bcs/001/sensein/sails/BIDS_data/final_bids-dataset/derivatives/preprocessed/sub-G4J8F6F4X0/ses-01/beh/sub-G4J8F6F4X0_ses-01_task-generalsocialcommunicationinteraction_run-09_audio.wav,0,11
/orcd/scratch/bcs/001/sensein/sails/BIDS_data/final_bids-dataset/derivatives/preprocessed/sub-G4J8F6F4X0/ses-01/beh/sub-G4J8F6F4X0_ses-01_task-generalsocialcommunicationinteraction_run-10_audio.wav,1,8
/orcd/scratch/bcs/001/sensein/sails/BIDS_data/final_bids-dataset/derivatives/preprocessed/sub-G4J8F6F4X0/ses-02/beh/sub-G4J8F6F4X0_ses-02_task-specialoccasion_run-01_audio.wav,0,15
/orcd/scratch/bcs/001/sensein/sails/BIDS_data/final_bids-dataset/derivatives/preprocessed/sub-G4J8F6F4X0/ses-02/beh/sub-G4J8F6F4X0_ses-02_task-generalsocialcommunicationinteraction_run-02_audio.wav,1,3
/orcd/scratch/bcs/001/sensein/sails/BIDS_data/final_bids-dataset/derivatives/preprocessed/sub-G4J8F6F4X0/ses-02/beh/sub-G4J8F6F4X0_ses-02_task-bookshare_run-01_audio.wav,1,19
/orcd/scratch/bcs/001/sensein/sails/BIDS_data/final_bids-dataset/derivatives/preprocessed/sub-G4J8F6F4X0/ses-02/beh/sub-G4J8F6F4X0_ses-02_task-other_run-02_audio.wav,1,3
/orcd/scratch/bcs/001/sensein/sails/BIDS_data/final_bids-dataset/derivatives/preprocessed/sub-G4J8F6F4X0/ses-02/beh/sub-G4J8F6F4X0_ses-02_task-generalsocialcommunicationinteraction_run-09_audio.wav,1,1
/orcd/scratch/bcs/001/sensein/sails/BIDS_data/final_bids-dataset/derivatives/preprocessed/sub-G4J8F6F4X0/ses-02/beh/sub-G4J8F6F4X0_ses-02_task-generalsocialcommunicationinteraction_run-15_audio.wav,1,3
/orcd/scratch/bcs/001/sensein/sails/BIDS_data/final_bids-dataset/derivatives/preprocessed/sub-G4J8F6F4X0/ses-02/beh/sub-G4J8F6F4X0_ses-02_task-generalsocialcommunicationinteraction_run-24_audio.wav,1,4
/orcd/scratch/bcs/001/sensein/sails/BIDS_data/final_bids-dataset/derivatives/preprocessed/sub-G4J8F6F4X0/ses-02/beh/sub-G4J8F6F4X0_ses-02_task-generalsocialcommunicationinteraction_run-25_audio.wav,0,20
/orcd/scratch/bcs/001/sensein/sails/BIDS_data/final_bids-dataset/derivatives/preprocessed/sub-G4J8F6F4X0/ses-02/beh/sub-G4J8F6F4X0_ses-02_task-other_run-03_audio.wav,0,6
/orcd/scratch/bcs/001/sensein/sails/BIDS_data/final_bids-dataset/derivatives/preprocessed/sub-G7P6U6U2J5/ses-01/beh/sub-G7P6U6U2J5_ses-01_task-toyplay_run-01_audio.wav,1,6
/orcd/scratch/bcs/001/sensein/sails/BIDS_data/final_bids-dataset/derivatives/preprocessed/sub-G7P6U6U2J5/ses-02/beh/sub-G7P6U6U2J5_ses-02_task-toyplay_run-01_audio.wav,1,8
/orcd/scratch/bcs/001/sensein/sails/BIDS_data/final_bids-dataset/derivatives/preprocessed/sub-G7P6U6U2J5/ses-02/beh/sub-G7P6U6U2J5_ses-02_task-motorplay_run-03_audio.wav,0,6
/orcd/scratch/bcs/001/sensein/sails/BIDS_data/final_bids-dataset/derivatives/preprocessed/sub-G8Q8I6N0I3/ses-01/beh/sub-G8Q8I6N0I3_ses-01_task-generalsocialcommunicationinteraction_run-03_audio.wav,1,2
/orcd/scratch/bcs/001/sensein/sails/BIDS_data/final_bids-dataset/derivatives/preprocessed/sub-G8Q8I6N0I3/ses-01/beh/sub-G8Q8I6N0I3_ses-01_task-generalsocialcommunicationinteraction_run-10_audio.wav,1,10
